中1,未勝利・牝*,ダ,1200,1,1,, ドナチャージ,47,67,130,31,56,4
中1,未勝利・牝*,ダ,1200,1,2,, エコロブラン,77,89,174,55,64,3
中1,未勝利・牝*,ダ,1200,2,3,, リングスター,23,29,60,10,30,2
中1,未勝利・牝*,ダ,1200,2,4,, ノーブルミント,70,80,107,40,40,4
中1,未勝利・牝*,ダ,1200,3,5,, プリンセスロッティ,50,56,108,49,29,5
中1,未勝利・牝*,ダ,1200,3,6,, ニシノドリーマー,30,42,38,13,18,1
中1,未勝利・牝*,ダ,1200,4,7,, マリノエスプレッソ,60,66,151,57,64,2
中1,未勝利・牝*,ダ,1200,4,8,, ベアベルヴォワ,5,15,38,10,28,1
中1,未勝利・牝*,ダ,1200,5,9,, ノヴァフォルス,14,27,32,10,31,1
中1,未勝利・牝*,ダ,1200,5,10,, アオイスミレ,51,61,91,43,33,2
中1,未勝利・牝*,ダ,1200,6,11,, ジェミニディウ,39,44,146,53,63,3
中1,未勝利・牝*,ダ,1200,6,12,, ノーブルパラス,23,30,82,33,32,2
中1,未勝利・牝*,ダ,1200,7,13,, ワレモコウ,125,135,208,60,60,3
中1,未勝利・牝*,ダ,1200,7,14,, ウマッター,27,43,53,20,24,2
中1,未勝利・牝*,ダ,1200,8,15,, シュネルアステリア,33,38,72,33,21,1
中1,未勝利・牝*,ダ,1200,8,16,, パルセノスミハ,74,87,127,47,46,3
中2,未勝利*,芝,2000,1,1,, ゴーゼンチュー,48,53,90,12,31,1
中2,未勝利*,芝,2000,2,2,, プリンキパトゥス,66,78,146,60,70,2
中2,未勝利*,芝,2000,3,3,, エーアイラピド,36,41,94,26,38,4
中2,未勝利*,芝,2000,4,4,, ニューロファイター,88,105,167,50,58,3
中2,未勝利*,芝,2000,5,5,, カシノデスティニー,19,24,81,14,32,1
中2,未勝利*,芝,2000,5,6,, トーセンマスラオ,106,121,204,33,63,2
中2,未勝利*,芝,2000,6,7,, コウサイリクリ,95,100,185,56,54,2
中2,未勝利*,芝,2000,6,8,, ロワデュモンド,61,75,136,31,55,2
中2,未勝利*,芝,2000,7,9,, フォクセン,41,47,48,22,25,1
中2,未勝利*,芝,2000,7,10,, マイネルウルカヌス,84,98,168,20,40,3
中2,未勝利*,芝,2000,8,11,, ギガントシュラーク,87,92,156,32,62,2
中2,未勝利*,芝,2000,8,12,, レジームチェンジ,63,71,131,60,67,7
中3,未勝利*,ダ,1800,1,1,, レッドマウロア,60,66,131,62,72,2
中3,未勝利*,ダ,1800,2,2,, ニシノマキロイ,66,77,137,24,43,3
中3,未勝利*,ダ,1800,3,3,, フレンドミラノ,63,68,146,21,49,2
中3,未勝利*,ダ,1800,4,4,, ファブリック,57,66,147,55,65,3
中3,未勝利*,ダ,1800,5,5,, グラスクラージュ,39,44,95,48,41,2
中3,未勝利*,ダ,1800,6,6,, ナムラアラバイ,59,67,121,29,56,2
中3,未勝利*,ダ,1800,7,7,, メイプルカモーン,38,43,135,32,61,2
中3,未勝利*,ダ,1800,8,8,, ファウナード,94,104,195,33,44,3
中3,未勝利*,ダ,1800,8,9,, イキフン,43,48,141,52,59,2
中4,新馬,芝,1200,1,1,, リゼスカーレット,43,48,154,29,29,4
中4,新馬,芝,1200,2,2,, アイファーティアラ,31,42,104,11,13,1
中4,新馬,芝,1200,2,3,, マルジョレーヌ,32,37,107,19,16,2
中4,新馬,芝,1200,3,4,, ジョワリヴレ,58,67,171,38,39,6
中4,新馬,芝,1200,3,5,, ミエノヴィヴィッド,50,55,144,29,25,5
中4,新馬,芝,1200,4,6,, アッパレヤ,34,41,126,24,27,2
中4,新馬,芝,1200,4,7,, ピンクダイアモンド,36,41,126,41,40,2
