順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
14,新潟・ダ1800, 22- 23- 18-165/228,9.6%,19.7%,27.6%,78,70,68.7,6.1着,5.1人気,17.8,816,257,0,0.0%,10.1%,7.9%,115.27,12.81,56.22
15,東京・芝2000, 20- 19- 15- 68/122,16.4%,32.0%,44.3%,74,84,113.9,5.5着,4.8人気,32.6,457,194,0,0.0%,15.6%,12.3%,120.94,12.09,59.53
16,札幌・ダ1700, 20- 17- 13-108/158,12.7%,23.4%,31.6%,59,73,81.4,5.8着,4.4人気,14.8,470,232,0,0.0%,10.8%,8.2%,107.53,12.65,56.91
17,新潟・ダ1200, 20- 13- 19-128/180,11.1%,18.3%,28.9%,97,66,73.0,6.4着,5.4人気,26.8,878,231,0,0.0%,7.2%,10.6%,72.94,12.16,59.23
18,福島・ダ1700, 19- 23- 14-129/185,10.3%,22.7%,30.3%,58,74,70.3,6.0着,5.0人気,17.4,567,246,0,0.0%,12.4%,7.6%,107.46,12.64,56.95
19,京都・芝1800外, 19- 20- 21- 72/132,14.4%,29.5%,45.5%,96,87,82.5,4.8着,4.5人気,19.7,669,205,0,0.0%,15.2%,15.9%,107.91,11.99,60.05
20,京都・芝2000, 19- 15- 18- 91/143,13.3%,23.8%,36.4%,70,66,88.1,5.4着,4.9人気,24.4,529,194,0,0.0%,10.5%,12.6%,122.02,12.20,59.01
21,函館・芝1200, 19- 14- 12- 80/125,15.2%,26.4%,36.0%,138,95,98.4,5.3着,4.9人気,17.0,912,272,0,0.0%,11.2%,9.6%,69.56,11.59,62.11
22,阪神・ダ1400, 18- 19- 13-121/171,10.5%,21.6%,29.2%,35,57,72.6,6.4着,5.4人気,26.7,341,196,0,0.0%,11.1%,7.6%,86.22,12.32,58.45
23,福島・芝1200, 18- 17- 17-123/175,10.3%,20.0%,29.7%,52,63,77.7,6.6着,5.3人気,21.7,507,218,0,0.0%,9.7%,9.7%,70.31,11.72,61.45
24,東京・芝1400, 18- 14- 15-112/159,11.3%,20.1%,29.6%,69,70,88.1,6.8着,5.6人気,30.2,614,237,0,0.0%,8.8%,9.4%,82.24,11.75,61.29
25,阪神・ダ1200, 18- 14-  9- 89/130,13.8%,24.6%,31.5%,78,75,94.1,6.2着,5.2人気,25.6,564,239,0,0.0%,10.8%,6.9%,73.22,12.20,59.00
26,東京・芝1600, 17- 27- 27-152/223,7.6%,19.7%,31.8%,43,69,52.6,5.8着,5.2人気,32.0,576,219,0,0.0%,12.1%,12.1%,94.86,11.86,60.72
27,小倉・芝1800, 17- 21- 15- 71/124,13.7%,30.6%,42.7%,107,101,77.7,5.2着,4.4人気,19.0,781,248,0,0.0%,16.9%,12.1%,109.50,12.17,59.18
28,阪神・芝1600外, 17- 13- 14- 83/127,13.4%,23.6%,34.6%,93,106,93.2,5.6着,5.3人気,25.2,696,306,0,0.0%,10.2%,11.0%,94.59,11.82,60.89
29,中山・芝1800, 17- 11- 12- 58/ 98,17.3%,28.6%,40.8%,126,85,113.6,5.8着,4.8人気,21.9,729,210,0,0.0%,11.2%,12.2%,109.36,12.15,59.25
30,中山・芝2000, 15- 23- 18- 95/151,9.9%,25.2%,37.1%,74,91,70.7,5.8着,5.4人気,24.2,747,246,0,0.0%,15.2%,11.9%,121.49,12.15,59.26
31,函館・ダ1700, 15- 17- 12- 64/108,13.9%,29.6%,40.7%,85,88,84.4,5.5着,4.5人気,19.8,619,221,0,0.0%,15.7%,11.1%,106.54,12.53,57.44
32,新潟・芝1800外, 15- 13- 14- 64/106,14.2%,26.4%,39.6%,101,99,107.1,5.7着,5.3人気,26.3,716,257,0,0.0%,12.3%,13.2%,108.50,12.06,59.72
33,福島・ダ1150, 15- 11-  8- 74/108,13.9%,24.1%,31.5%,73,74,98.6,6.8着,5.2人気,23.4,528,236,0,0.0%,10.2%,7.4%,69.86,12.15,59.26
34,小倉・ダ1000, 14- 10-  9- 59/ 92,15.2%,26.1%,35.9%,85,76,105.0,5.4着,5.3人気,21.1,560,219,0,0.0%,10.9%,9.8%,59.16,11.83,60.85
35,中京・ダ1400, 14-  9- 19- 93/135,10.4%,17.0%,31.1%,46,71,71.2,6.4着,5.6人気,22.2,449,229,0,0.0%,6.7%,14.1%,85.66,12.24,58.83
36,中京・芝1600, 13- 13- 14- 72/112,11.6%,23.2%,35.7%,103,109,81.8,5.9着,5.0人気,22.4,895,308,0,0.0%,11.6%,12.5%,95.14,11.89,60.54
37,小倉・芝2000, 13- 10- 15- 82/120,10.8%,19.2%,31.7%,97,76,65.9,6.2着,4.8人気,16.4,900,243,0,0.0%,8.3%,12.5%,122.36,12.24,58.84
38,札幌・芝1200, 13-  6- 10- 48/ 77,16.9%,24.7%,37.7%,109,91,110.2,6.0着,5.1人気,18.3,648,242,0,0.0%,7.8%,13.0%,70.11,11.69,61.61
39,京都・芝1600, 12- 18- 11- 57/ 98,12.2%,30.6%,41.8%,65,103,83.7,5.4着,5.2人気,21.6,536,248,0,0.0%,18.4%,11.2%,95.71,11.96,60.18
40,東京・ダ2100, 12- 18-  7- 73/110,10.9%,27.3%,33.6%,55,81,78.7,7.1着,5.7人気,29.6,504,242,0,0.0%,16.4%,6.4%,133.57,12.72,56.60
41,中京・芝1400, 12-  9- 13- 56/ 90,13.3%,23.3%,37.8%,79,97,82.1,5.9着,5.0人気,16.1,595,257,0,0.0%,10.0%,14.4%,81.80,11.69,61.62
42,東京・芝2400, 12-  8- 15- 54/ 89,13.5%,22.5%,39.3%,112,87,100.2,5.4着,4.9人気,30.3,832,223,0,0.0%,9.0%,16.9%,146.67,12.22,58.91
43,中山・芝1200, 12-  4-  8- 79/103,11.7%,15.5%,23.3%,110,56,91.3,6.6着,5.8人気,24.6,945,245,0,0.0%,3.9%,7.8%,68.90,11.48,62.70
44,阪神・芝2000, 11-  9- 12- 76/108,10.2%,18.5%,29.6%,37,49,64.2,5.4着,4.8人気,20.5,372,179,0,0.0%,8.3%,11.1%,121.48,12.15,59.27
45,京都・ダ1900, 10- 13-  9- 65/ 97,10.3%,23.7%,33.0%,56,85,70.4,5.4着,5.0人気,23.3,552,259,0,0.0%,13.4%,9.3%,121.08,12.75,56.49
46,福島・芝2000, 10-  8-  5- 69/ 92,10.9%,19.6%,25.0%,64,60,76.6,6.8着,5.4人気,19.2,589,240,0,0.0%,8.7%,5.4%,121.93,12.19,59.05
47,東京・ダ1300, 10-  6- 10- 41/ 67,14.9%,23.9%,38.8%,107,158,115.7,6.5着,5.6人気,26.6,722,409,0,0.0%,9.0%,14.9%,79.91,12.29,58.57
48,新潟・芝1000,  9-  2-  8- 58/ 77,11.7%,14.3%,24.7%,102,75,109.6,7.8着,6.5人気,25.3,876,306,0,0.0%,2.6%,10.4%,56.27,11.25,63.98
49,札幌・芝1500,  8- 12-  6- 39/ 65,12.3%,30.8%,40.0%,51,92,79.4,5.0着,4.4人気,13.6,421,232,0,0.0%,18.5%,9.2%,90.24,12.03,59.84
50,函館・ダ1000,  8- 10-  4- 33/ 55,14.5%,32.7%,40.0%,38,71,84.3,5.1着,4.8人気,28.7,266,180,0,0.0%,18.2%,7.3%,59.80,11.96,60.20
51,京都・芝1200,  8-  8-  7- 51/ 74,10.8%,21.6%,31.1%,80,81,75.7,6.2着,5.2人気,17.7,749,262,0,0.0%,10.8%,9.5%,69.20,11.53,62.42
52,中京・芝2200,  8-  7-  4- 30/ 49,16.3%,30.6%,38.8%,129,90,107.8,4.7着,4.8人気,18.0,791,232,0,0.0%,14.3%,8.2%,134.21,12.20,59.01
53,京都・芝1400外,  8-  6-  6- 56/ 76,10.5%,18.4%,26.3%,79,69,78.4,6.3着,5.3人気,16.0,755,264,0,0.0%,7.9%,7.9%,81.76,11.68,61.64
54,中京・芝1200,  8-  4-  3- 40/ 55,14.5%,21.8%,27.3%,108,70,107.5,6.8着,5.2人気,17.9,742,259,0,0.0%,7.3%,5.5%,69.11,11.52,62.51
55,福島・芝1800,  7- 15-  8- 71/101,6.9%,21.8%,29.7%,80,91,55.7,6.1着,6.1人気,24.2,1156,320,0,0.0%,14.9%,7.9%,109.66,12.18,59.09
56,阪神・芝1800外,  7- 13- 13- 58/ 91,7.7%,22.0%,36.3%,65,75,51.8,5.5着,4.8人気,18.6,850,237,0,0.0%,14.3%,14.3%,107.18,11.91,60.46
57,中京・ダ1200,  7- 12-  8- 66/ 93,7.5%,20.4%,29.0%,30,62,53.3,6.5着,5.1人気,17.5,406,215,0,0.0%,12.9%,8.6%,73.09,12.18,59.11
58,新潟・芝1400,  7- 12-  6- 44/ 69,10.1%,27.5%,36.2%,90,83,74.0,6.8着,5.1人気,21.3,893,230,0,0.0%,17.4%,8.7%,82.66,11.81,60.97
59,中山・芝2200,  7-  7-  3- 37/ 54,13.0%,25.9%,31.5%,76,69,91.2,6.0着,5.2人気,25.1,590,221,0,0.0%,13.0%,5.6%,134.34,12.21,58.95
60,阪神・芝2400外,  7-  6-  3- 26/ 42,16.7%,31.0%,38.1%,75,99,94.1,4.9着,4.1人気,15.8,456,260,0,0.0%,14.3%,7.1%,147.41,12.28,58.61
61,札幌・ダ1000,  7-  5-  3- 35/ 50,14.0%,24.0%,30.0%,97,57,77.0,5.4着,4.5人気,12.2,699,193,0,0.0%,10.0%,6.0%,59.86,11.97,60.14
62,函館・芝2000,  7-  3-  3- 24/ 37,18.9%,27.0%,35.1%,397,120,189.7,6.1着,5.7人気,19.0,2099,342,0,0.0%,8.1%,8.1%,121.69,12.17,59.17
63,新潟・芝2000,  7-  3-  2- 26/ 38,18.4%,26.3%,31.6%,95,52,122.3,5.8着,4.6人気,16.0,519,167,0,0.0%,7.9%,5.3%,123.38,12.34,58.36
64,中京・芝2000,  6- 17- 17- 94/134,4.5%,17.2%,29.9%,16,47,27.2,5.8着,4.9人気,23.6,373,186,0,0.0%,12.7%,12.7%,121.90,12.19,59.06
65,札幌・芝1800,  6- 11-  4- 46/ 67,9.0%,25.4%,31.3%,41,64,59.7,5.5着,4.7人気,20.6,468,205,0,0.0%,16.4%,6.0%,110.46,12.27,58.67
66,札幌・芝2000,  6-  9- 11- 43/ 69,8.7%,21.7%,37.7%,27,83,50.7,6.2着,4.8人気,15.6,313,222,0,0.0%,13.0%,15.9%,122.64,12.26,58.71
67,新潟・芝1600外,  6-  7-  8- 64/ 85,7.1%,15.3%,24.7%,23,52,53.6,6.4着,5.1人気,23.0,327,222,0,0.0%,8.2%,9.4%,95.66,11.96,60.21
68,京都・芝2200外,  6-  6-  8- 29/ 49,12.2%,24.5%,40.8%,63,71,66.9,5.5着,4.7人気,18.7,517,184,0,0.0%,12.2%,16.3%,134.10,12.19,59.06
69,函館・芝1800,  6-  6-  5- 54/ 71,8.5%,16.9%,23.9%,66,38,61.4,6.6着,4.9人気,16.4,788,169,0,0.0%,8.5%,7.0%,109.33,12.15,59.27
70,京都・芝1600外,  5-  9- 11- 61/ 86,5.8%,16.3%,29.1%,45,108,41.4,6.8着,5.6人気,22.2,786,373,0,0.0%,10.5%,12.8%,94.32,11.79,61.07
71,阪神・ダ2000,  5-  5-  4- 27/ 41,12.2%,24.4%,34.1%,140,96,72.8,5.4着,4.4人気,24.9,1152,283,0,0.0%,12.2%,9.8%,127.68,12.77,56.39
72,福島・芝2600,  5-  5-  2- 24/ 36,13.9%,27.8%,33.3%,144,83,89.4,6.8着,4.7人気,12.0,1038,251,0,0.0%,13.9%,5.6%,162.02,12.46,57.77
73,小倉・芝2600,  5-  3-  5- 18/ 31,16.1%,25.8%,41.9%,38,74,80.9,4.8着,4.1人気,13.8,236,178,0,0.0%,9.7%,16.1%,161.28,12.41,58.04
74,函館・芝2600,  5-  3-  1- 10/ 19,26.3%,42.1%,47.4%,103,105,170.6,4.2着,4.5人気,13.2,392,222,0,0.0%,15.8%,5.3%,161.98,12.46,57.79
75,阪神・芝1400,  5-  2-  9- 53/ 69,7.2%,10.1%,23.2%,62,62,63.3,6.7着,6.0人気,25.8,866,269,0,0.0%,2.9%,13.0%,81.71,11.67,61.68
76,新潟・芝2200,  5-  2-  3- 22/ 32,15.6%,21.9%,31.3%,56,67,121.7,6.7着,5.4人気,27.8,360,217,0,0.0%,6.3%,9.4%,135.05,12.28,58.64
77,新潟・障2890芝,  5-  1-  0- 23/ 29,17.2%,20.7%,20.7%,445,84,184.7,6.7着,6.5人気,27.3,2586,408,0,0.0%,3.4%,0.0%,194.64,13.47,53.45
78,京都・芝2400外,  4-  9-  6- 31/ 50,8.0%,26.0%,38.0%,29,63,46.5,5.5着,4.3人気,13.8,365,175,0,0.0%,18.0%,12.0%,146.59,12.22,58.94
79,中京・ダ1900,  4-  9-  3- 27/ 43,9.3%,30.2%,37.2%,53,67,49.8,5.4着,4.1人気,16.7,570,182,0,0.0%,20.9%,7.0%,121.21,12.76,56.43
80,阪神・芝1200,  4-  5-  6- 36/ 51,7.8%,17.6%,29.4%,44,44,61.2,6.8着,5.8人気,23.0,562,151,0,0.0%,9.8%,11.8%,69.58,11.60,62.09
81,小倉・障2860芝,  4-  5-  6- 47/ 62,6.5%,14.5%,24.2%,20,45,73.7,6.8着,6.8人気,39.3,320,187,0,0.0%,8.1%,9.7%,197.03,13.78,52.26
82,新潟・芝2000外,  4-  4-  1- 30/ 39,10.3%,20.5%,23.1%,62,50,69.9,5.7着,5.2人気,17.3,605,217,0,0.0%,10.3%,2.6%,121.02,12.10,59.49
83,福島・障2750芝,  4-  2-  3- 16/ 25,16.0%,24.0%,36.0%,60,78,132.3,5.6着,5.9人気,34.9,380,218,0,0.0%,8.0%,12.0%,184.06,13.39,53.79
84,札幌・芝2600,  4-  2-  2- 18/ 26,15.4%,23.1%,30.8%,190,77,99.3,6.6着,4.3人気,15.5,1238,251,0,0.0%,7.7%,7.7%,163.51,12.58,57.25
85,中山・芝2500,  4-  0-  4- 23/ 31,12.9%,12.9%,25.8%,34,53,87.6,6.8着,5.5人気,28.2,270,206,0,0.0%,0.0%,12.9%,153.90,12.31,58.48
86,中山・ダ2400,  3-  7-  4- 19/ 33,9.1%,30.3%,42.4%,97,148,77.7,6.0着,5.8人気,18.0,1073,351,0,0.0%,21.2%,12.1%,157.81,13.15,54.75
87,新潟・芝1200,  3-  5-  6- 32/ 46,6.5%,17.4%,30.4%,58,96,60.9,6.8着,6.0人気,23.1,897,318,0,0.0%,10.9%,13.0%,70.43,11.74,61.33
88,京都・芝1400,  2-  7-  3- 30/ 42,4.8%,21.4%,28.6%,10,68,33.2,7.4着,5.0人気,16.7,220,241,0,0.0%,16.7%,7.1%,82.96,11.85,60.75
89,新潟・障2850芝,  2-  5-  3- 24/ 34,5.9%,20.6%,29.4%,80,80,65.1,7.7着,6.6人気,41.1,1375,272,0,0.0%,14.7%,8.8%,191.20,13.42,53.66
90,中山・障2880ダ,  2-  3-  5- 31/ 41,4.9%,12.2%,24.4%,24,98,63.3,6.9着,7.2人気,55.0,510,404,0,0.0%,7.3%,12.2%,199.32,13.84,52.02
91,阪神・芝2200,  2-  3-  4- 16/ 25,8.0%,20.0%,36.0%,15,58,40.8,5.4着,4.3人気,20.7,195,161,0,0.0%,12.0%,16.0%,133.34,12.12,59.40
92,阪神・障2970ダ,  2-  2-  3- 12/ 19,10.5%,21.1%,36.8%,32,63,87.0,7.1着,6.3人気,50.0,310,171,0,0.0%,10.5%,15.8%,209.16,14.08,51.12
93,東京・障3000ダ,  2-  2-  2-  7/ 13,15.4%,30.8%,46.2%,88,89,161.9,6.2着,6.2人気,35.6,575,193,0,0.0%,15.4%,15.4%,209.48,13.97,51.56
94,京都・芝3000外,  2-  2-  1-  4/  9,22.2%,44.4%,55.6%,173,128,171.4,5.9着,4.8人気,18.3,780,232,0,0.0%,22.2%,11.1%,186.14,12.41,58.02
95,東京・障3110芝,  2-  2-  0-  4/  8,25.0%,50.0%,50.0%,285,148,269.9,3.6着,5.1人気,18.3,1140,298,0,0.0%,25.0%,0.0%,206.99,13.31,54.09
96,阪神・芝2600外,  2-  2-  0-  3/  7,28.6%,57.1%,57.1%,141,94,158.6,3.7着,4.1人気,9.2,495,165,0,0.0%,28.6%,0.0%,159.29,12.25,58.76
97,小倉・障3390芝,  2-  1-  1-  7/ 11,18.2%,27.3%,36.4%,158,70,144.9,5.4着,5.1人気,21.1,870,195,0,0.0%,9.1%,9.1%,229.02,13.51,53.29
98,新潟・障3250芝,  2-  0-  1-  7/ 10,20.0%,20.0%,30.0%,115,39,146.2,5.2着,5.7人気,20.0,575,195,0,0.0%,0.0%,10.0%,215.54,13.26,54.28
99,京都・障3170ダ,  2-  0-  0-  7/  9,22.2%,22.2%,22.2%,36,24,116.3,6.0着,5.0人気,36.9,165,110,0,0.0%,0.0%,0.0%,218.04,13.76,52.34
100,東京・芝3400,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,166,83,196.9,2.3着,1.7人気,3.7,250,125,0,0.0%,0.0%,0.0%,211.67,12.45,57.83
101,東京・芝2500,  1-  1-  2-  5/  9,11.1%,22.2%,44.4%,40,97,78.3,6.7着,4.4人気,10.2,360,220,0,0.0%,11.1%,22.2%,151.83,12.15,59.28
102,新潟・芝2400,  1-  1-  1-  8/ 11,9.1%,18.2%,27.3%,240,111,93.2,5.1着,5.5人気,20.5,2640,410,0,0.0%,9.1%,9.1%,147.98,12.33,58.39
103,福島・ダ2400,  1-  1-  1-  5/  8,12.5%,25.0%,37.5%,81,70,87.5,7.0着,4.8人気,18.1,650,187,0,0.0%,12.5%,12.5%,156.29,13.02,55.28
104,中山・障4100芝,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,30,54,76.3,4.8着,4.2人気,41.4,150,135,0,0.0%,20.0%,0.0%,285.02,13.90,51.79
105,札幌・ダ2400,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,32,44,50.4,4.2着,1.6人気,2.9,160,110,0,0.0%,20.0%,0.0%,158.22,13.19,54.61
106,中京・障3300芝,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,45,65,83.6,3.3着,2.3人気,4.5,180,130,0,0.0%,25.0%,0.0%,217.70,13.19,54.57
107,新潟・ダ2500,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,120,43,167.8,4.3着,2.7人気,5.4,360,130,0,0.0%,0.0%,0.0%,164.17,13.13,54.82
108,阪神・障3900芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,186,53,157.5,4.7着,4.0人気,18.2,560,160,0,0.0%,0.0%,0.0%,270.90,13.89,51.83
109,京都・芝3200外,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,45,27,161.9,9.3着,8.0人気,68.3,180,110,0,0.0%,0.0%,0.0%,197.20,12.33,58.42
110,中京・障3330芝,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,135,95,196.4,4.5着,3.0人気,5.0,270,190,0,0.0%,0.0%,0.0%,219.25,13.17,54.68
111,中京・障3000芝,  0-  3-  4- 11/ 18,0.0%,16.7%,38.9%,0,97,0.0,6.5着,7.3人気,56.4,,251,0,0.0%,16.7%,22.2%,204.66,13.64,52.77
112,京都・障3170芝,  0-  2-  0-  2/  4,0.0%,50.0%,50.0%,0,100,0.0,3.5着,4.0人気,46.2,,200,0,0.0%,50.0%,0.0%,217.78,13.74,52.40
113,京都・障2910ダ,  0-  1-  1- 14/ 16,0.0%,6.3%,12.5%,0,21,0.0,6.9着,6.7人気,36.9,,170,0,0.0%,6.3%,6.3%,204.24,14.04,51.29
114,中山・障3200ダ,  0-  1-  1-  5/  7,0.0%,14.3%,28.6%,0,320,0.0,5.4着,7.3人気,33.0,,1120,0,0.0%,14.3%,14.3%,220.26,13.77,52.30
115,福島・障2770芝,  0-  1-  1-  9/ 11,0.0%,9.1%,18.2%,0,38,0.0,8.1着,7.2人気,40.1,,210,0,0.0%,9.1%,9.1%,186.66,13.48,53.42
116,阪神・芝3000,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,70,0.0,7.2着,5.0人気,12.9,,420,0,0.0%,16.7%,0.0%,186.63,12.44,57.87
117,中山・障4250芝,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,870,0.0,2.0着,5.0人気,20.8,,870,0,0.0%,100.0%,0.0%,287.70,13.54,53.18
118,京都・障3930芝,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,0,0.0,5.0着,4.5人気,12.5,,,0,0.0%,0.0%,25.0%,275.25,14.01,51.40
119,函館・芝1000,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,40,0.0,4.7着,4.3人気,11.0,,120,0,0.0%,0.0%,33.3%,58.03,11.61,62.03
120,中山・ダ2500,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,53,0.0,4.7着,3.0人気,6.7,,160,0,0.0%,0.0%,33.3%,164.97,13.20,54.56
121,中山・障3570芝,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,62,0.0,10.8着,9.6人気,42.4,,310,0,0.0%,0.0%,20.0%,247.03,13.84,52.03
122,阪神・障3110ダ,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,34,0.0,8.0着,5.8人気,29.1,,170,0,0.0%,0.0%,20.0%,212.34,13.66,52.73
123,函館・ダ2400,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,7.6着,6.4人気,20.2,,,0,0.0%,0.0%,0.0%,157.12,13.09,54.99
124,阪神・障3140芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.3着,6.0人気,16.8,,,0,0.0%,0.0%,0.0%,212.83,13.56,53.11
125,小倉・ダ2400,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.3着,6.0人気,15.8,,,0,0.0%,0.0%,0.0%,158.10,13.18,54.65
126,中山・障3210芝,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,7.0人気,24.9,,,0,0.0%,0.0%,0.0%,221.70,13.81,52.12
127,福島・障3380芝,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,6.4着,5.4人気,19.3,,,0,0.0%,0.0%,0.0%,227.66,13.47,53.45
128,中山・障3350芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.7人気,23.3,,,0,0.0%,0.0%,0.0%,225.40,13.46,53.50
129,中山・障4260芝,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,1.0人気,3.4,,,0,0.0%,0.0%,0.0%,294.00,13.80,52.16
130,東京・芝2300,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,3.0人気,8.7,,,0,0.0%,0.0%,0.0%,143.25,12.46,57.80
131,中山・芝3600,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,6.5人気,14.1,,,0,0.0%,0.0%,0.0%,227.60,12.64,56.94
132,新潟・障3290芝,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,56.2,,,0,0.0%,0.0%,0.0%,221.00,13.43,53.59
133,東京・障3100ダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,3.0人気,4.9,,,0,0.0%,0.0%,0.0%,213.50,13.77,52.27
134,中京・芝3000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,11.0人気,41.7,,,0,0.0%,0.0%,0.0%,192.40,12.83,56.13
