順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
33,阪神・芝1800外, 17-  3-  6- 55/ 81,21.0%,24.7%,32.1%,115,50,110.2,5.3着,4.1人気,13.4,549,162,0,0.0%,3.7%,7.4%,107.22,11.91,60.44
34,東京・芝2400, 16- 10-  9- 52/ 87,18.4%,29.9%,40.2%,89,79,100.6,5.2着,3.9人気,14.2,488,199,0,0.0%,11.5%,10.3%,146.38,12.20,59.03
35,中京・ダ1200, 16-  9-  8- 58/ 91,17.6%,27.5%,36.3%,89,79,103.3,5.6着,4.2人気,12.0,507,220,0,0.0%,9.9%,8.8%,72.96,12.16,59.21
36,東京・芝1600, 15- 26- 26-145/212,7.1%,19.3%,31.6%,25,68,47.0,5.5着,4.5人気,20.5,367,216,0,0.0%,12.3%,12.3%,94.66,11.83,60.85
37,京都・ダ1900, 15- 17-  9- 59/100,15.0%,32.0%,41.0%,111,78,89.4,5.2着,4.2人気,12.5,740,196,0,0.0%,17.0%,9.0%,121.02,12.74,56.52
38,中京・芝1600, 15- 11- 12- 69/107,14.0%,24.3%,35.5%,81,85,77.7,5.5着,4.1人気,13.8,579,247,0,0.0%,10.3%,11.2%,94.96,11.87,60.66
39,小倉・ダ1000, 15-  9- 10- 56/ 90,16.7%,26.7%,37.8%,107,72,102.6,5.3着,4.2人気,12.0,647,199,0,0.0%,10.0%,11.1%,59.25,11.85,60.76
40,中京・芝1400, 15-  6-  9- 61/ 91,16.5%,23.1%,33.0%,79,60,94.6,6.2着,4.1人気,11.4,479,189,0,0.0%,6.6%,9.9%,81.88,11.70,61.55
41,函館・ダ1700, 14- 20-  9- 66/109,12.8%,31.2%,39.4%,53,70,69.9,4.8着,3.8人気,10.0,420,179,0,0.0%,18.3%,8.3%,106.32,12.51,57.56
42,京都・芝1600外, 14- 11- 10- 47/ 82,17.1%,30.5%,42.7%,125,95,94.1,5.0着,3.7人気,10.3,736,223,0,0.0%,13.4%,12.2%,94.11,11.76,61.20
43,新潟・芝1800外, 14- 10-  5- 70/ 99,14.1%,24.2%,29.3%,89,57,93.1,6.6着,4.8人気,20.2,634,195,0,0.0%,10.1%,5.1%,108.63,12.07,59.65
44,新潟・芝1600外, 14-  8- 13- 51/ 86,16.3%,25.6%,40.7%,97,106,111.7,5.1着,4.4人気,16.8,601,262,0,0.0%,9.3%,15.1%,95.35,11.92,60.41
45,小倉・芝2000, 13- 16- 16- 76/121,10.7%,24.0%,37.2%,62,77,65.8,5.2着,4.1人気,11.6,578,208,0,0.0%,13.2%,13.2%,122.29,12.23,58.88
46,京都・芝1600, 13- 12- 10- 86/121,10.7%,20.7%,28.9%,47,54,70.6,5.8着,4.3人気,15.8,438,194,0,0.0%,9.9%,8.3%,95.76,11.97,60.15
47,阪神・芝1400, 13- 10-  6- 42/ 71,18.3%,32.4%,40.8%,97,77,107.6,5.5着,4.1人気,12.7,532,189,0,0.0%,14.1%,8.5%,81.56,11.65,61.79
48,京都・芝1200, 13-  9- 11- 38/ 71,18.3%,31.0%,46.5%,100,110,119.3,5.5着,3.9人気,10.1,548,245,0,0.0%,12.7%,15.5%,69.06,11.51,62.56
49,札幌・芝1500, 13-  9- 10- 33/ 65,20.0%,33.8%,49.2%,112,106,117.8,4.3着,3.9人気,10.7,564,217,0,0.0%,13.8%,15.4%,90.03,12.00,59.98
50,中京・芝1200, 13-  9-  6- 27/ 55,23.6%,40.0%,50.9%,174,109,162.2,5.0着,4.3人気,14.1,736,216,0,0.0%,16.4%,10.9%,69.12,11.52,62.50
51,小倉・芝1800, 12- 20- 14- 78/124,9.7%,25.8%,37.1%,95,82,62.9,5.7着,4.4人気,16.7,984,227,0,0.0%,16.1%,11.3%,109.66,12.18,59.09
52,福島・ダ1150, 12- 20-  9- 70/111,10.8%,28.8%,36.9%,54,89,72.8,6.2着,4.6人気,14.3,508,242,0,0.0%,18.0%,8.1%,69.71,12.12,59.39
53,函館・ダ1000, 12-  9-  6- 34/ 61,19.7%,34.4%,44.3%,74,94,110.6,4.8着,3.6人気,11.0,378,213,0,0.0%,14.8%,9.8%,59.69,11.94,60.31
54,札幌・芝1800, 12-  7-  5- 37/ 61,19.7%,31.1%,39.3%,115,76,115.5,4.9着,4.0人気,15.9,585,195,0,0.0%,11.5%,8.2%,110.21,12.25,58.80
55,福島・芝2000, 11-  7-  9- 59/ 86,12.8%,20.9%,31.4%,98,68,83.2,5.7着,4.6人気,14.2,770,217,0,0.0%,8.1%,10.5%,121.72,12.17,59.15
56,函館・芝1800, 11-  7-  6- 42/ 66,16.7%,27.3%,36.4%,57,67,99.3,5.8着,4.3人気,18.0,343,186,0,0.0%,10.6%,9.1%,109.25,12.14,59.31
57,札幌・芝1200, 10- 13-  7- 46/ 76,13.2%,30.3%,39.5%,73,77,77.5,5.3着,3.7人気,12.3,560,197,0,0.0%,17.1%,9.2%,70.08,11.68,61.65
58,東京・ダ1300, 10-  8- 11- 39/ 68,14.7%,26.5%,42.6%,79,91,87.1,5.6着,4.4人気,15.4,541,214,0,0.0%,11.8%,16.2%,79.65,12.25,58.76
59,函館・芝2000, 10-  4-  5- 23/ 42,23.8%,33.3%,45.2%,109,87,134.3,5.1着,4.2人気,9.7,461,193,0,0.0%,9.5%,11.9%,121.35,12.14,59.33
60,中京・ダ1900,  9- 11-  5- 27/ 52,17.3%,38.5%,48.1%,182,110,92.9,4.8着,3.8人気,14.0,1053,230,0,0.0%,21.2%,9.6%,121.09,12.75,56.48
61,京都・芝1400外,  9-  6- 10- 53/ 78,11.5%,19.2%,32.1%,78,80,76.5,5.9着,4.3人気,10.7,678,251,0,0.0%,7.7%,12.8%,81.64,11.66,61.73
62,阪神・芝1200,  9-  3- 12- 25/ 49,18.4%,24.5%,49.0%,80,86,97.0,5.2着,3.9人気,9.7,436,178,0,0.0%,6.1%,24.5%,69.08,11.51,62.54
63,福島・芝1800,  8- 12- 13- 69/102,7.8%,19.6%,32.4%,28,78,52.7,6.1着,4.3人気,12.8,358,249,0,0.0%,11.8%,12.7%,109.53,12.17,59.16
64,札幌・ダ1000,  8- 10-  8- 25/ 51,15.7%,35.3%,51.0%,52,92,85.4,4.2着,3.8人気,12.3,338,188,0,0.0%,19.6%,15.7%,59.75,11.95,60.25
65,中山・芝1800,  7- 15- 10- 73/105,6.7%,21.0%,30.5%,54,65,47.3,5.8着,4.6人気,14.2,823,214,0,0.0%,14.3%,9.5%,109.29,12.14,59.29
66,京都・芝2400外,  7- 12-  4- 27/ 50,14.0%,38.0%,46.0%,76,95,86.1,5.1着,4.3人気,13.5,543,207,0,0.0%,24.0%,8.0%,146.41,12.20,59.01
67,札幌・芝2000,  7-  8- 14- 39/ 68,10.3%,22.1%,42.6%,65,80,56.2,5.1着,3.8人気,9.5,639,188,0,0.0%,11.8%,20.6%,122.58,12.26,58.74
68,阪神・芝2400外,  7-  6-  6- 28/ 47,14.9%,27.7%,40.4%,104,70,93.2,5.0着,4.1人気,13.2,703,195,0,0.0%,12.8%,12.8%,147.35,12.28,58.64
69,阪神・ダ2000,  7-  4-  4- 25/ 40,17.5%,27.5%,37.5%,75,85,103.0,5.0着,3.7人気,10.7,430,228,0,0.0%,10.0%,10.0%,127.57,12.76,56.44
70,新潟・芝1000,  6- 11-  6- 47/ 70,8.6%,24.3%,32.9%,55,87,67.1,6.7着,5.3人気,14.2,645,265,0,0.0%,15.7%,8.6%,56.14,11.23,64.12
71,京都・芝2200外,  6- 11-  2- 30/ 49,12.2%,34.7%,38.8%,60,72,70.5,4.8着,4.2人気,13.4,490,186,0,0.0%,22.4%,4.1%,134.16,12.20,59.03
72,中山・芝2200,  6-  9-  9- 29/ 53,11.3%,28.3%,45.3%,80,93,68.5,4.5着,4.3人気,16.5,707,225,0,0.0%,17.0%,17.0%,134.00,12.18,59.10
73,中京・芝2200,  6-  6- 10- 24/ 46,13.0%,26.1%,47.8%,85,103,63.9,4.8着,3.6人気,12.4,653,226,0,0.0%,13.0%,21.7%,134.48,12.23,58.89
74,福島・芝2600,  6-  6-  4- 24/ 40,15.0%,30.0%,40.0%,67,83,92.4,5.8着,4.3人気,10.9,450,209,0,0.0%,15.0%,10.0%,161.89,12.45,57.82
75,新潟・芝1200,  6-  5-  2- 30/ 43,14.0%,25.6%,30.2%,146,72,123.5,6.0着,6.0人気,20.0,1048,240,0,0.0%,11.6%,4.7%,70.40,11.73,61.36
76,小倉・障2860芝,  6-  4- 11- 44/ 65,9.2%,15.4%,32.3%,216,76,105.1,6.2着,5.6人気,26.5,2348,249,0,0.0%,6.2%,16.9%,195.66,13.68,52.62
77,新潟・芝2200,  6-  3-  5- 15/ 29,20.7%,31.0%,48.3%,107,93,97.6,5.1着,3.3人気,7.7,522,194,0,0.0%,10.3%,17.2%,134.69,12.24,58.80
78,新潟・芝1400,  4-  7-  9- 48/ 68,5.9%,16.2%,29.4%,35,67,36.0,6.6着,4.1人気,15.1,595,230,0,0.0%,10.3%,13.2%,82.54,11.79,61.06
79,京都・芝1400,  4-  4-  5- 24/ 37,10.8%,21.6%,35.1%,98,81,70.1,5.9着,4.9人気,15.5,908,233,0,0.0%,10.8%,13.5%,82.53,11.79,61.07
80,札幌・芝2600,  4-  4-  2- 17/ 27,14.8%,29.6%,37.0%,236,117,115.8,5.4着,4.6人気,14.2,1595,316,0,0.0%,14.8%,7.4%,163.02,12.54,57.42
81,新潟・芝2000外,  4-  3-  5- 27/ 39,10.3%,17.9%,30.8%,68,72,67.6,5.8着,5.2人気,18.3,672,236,0,0.0%,7.7%,12.8%,121.13,12.11,59.44
82,小倉・芝2600,  4-  3-  3- 21/ 31,12.9%,22.6%,32.3%,67,60,79.3,5.7着,4.3人気,13.8,520,189,0,0.0%,9.7%,9.7%,161.91,12.45,57.81
83,中山・障2880ダ,  4-  2-  4- 29/ 39,10.3%,15.4%,25.6%,65,58,98.5,6.3着,6.6人気,50.3,642,227,0,0.0%,5.1%,10.3%,198.94,13.82,52.12
84,新潟・障2890芝,  4-  2-  3- 23/ 32,12.5%,18.8%,28.1%,83,61,124.2,6.6着,6.1人気,23.4,670,220,0,0.0%,6.3%,9.4%,193.71,13.41,53.71
85,中山・ダ2400,  3-  4-  3- 19/ 29,10.3%,24.1%,34.5%,80,73,61.3,6.8着,4.1人気,11.8,780,213,0,0.0%,13.8%,10.3%,158.01,13.17,54.68
86,福島・障2750芝,  3-  1-  2- 20/ 26,11.5%,15.4%,23.1%,184,70,134.1,4.9着,5.4人気,22.0,1600,303,0,0.0%,3.8%,7.7%,184.13,13.39,53.77
87,函館・芝2600,  2-  2-  2- 12/ 18,11.1%,22.2%,33.3%,50,57,63.9,5.0着,3.8人気,9.1,455,173,0,0.0%,11.1%,11.1%,162.31,12.49,57.67
88,東京・障3110芝,  2-  1-  1-  5/  9,22.2%,33.3%,44.4%,172,93,246.2,5.1着,5.6人気,21.4,775,210,0,0.0%,11.1%,11.1%,208.63,13.42,53.66
89,京都・芝3000外,  2-  1-  1-  3/  7,28.6%,42.9%,57.1%,87,118,125.3,4.9着,3.1人気,6.2,305,208,0,0.0%,14.3%,14.3%,185.60,12.37,58.19
90,阪神・障2970ダ,  2-  0-  3- 17/ 22,9.1%,9.1%,22.7%,37,60,96.6,6.3着,5.3人気,27.6,415,264,0,0.0%,0.0%,13.6%,207.18,13.95,51.61
91,新潟・芝2000,  1-  5-  7- 25/ 38,2.6%,15.8%,34.2%,25,90,22.2,5.7着,4.9人気,22.4,970,288,0,0.0%,13.2%,18.4%,123.16,12.32,58.46
92,阪神・芝2200,  1-  4-  4- 16/ 25,4.0%,20.0%,36.0%,8,57,27.5,5.1着,4.2人気,11.0,220,179,0,0.0%,16.0%,16.0%,133.44,12.13,59.35
93,中山・芝2500,  1-  4-  2- 22/ 29,3.4%,17.2%,24.1%,13,42,25.2,6.5着,4.8人気,20.8,400,176,0,0.0%,13.8%,6.9%,153.67,12.29,58.57
94,新潟・障2850芝,  1-  3-  3- 28/ 35,2.9%,11.4%,20.0%,25,105,32.3,7.7着,7.2人気,67.1,900,613,0,0.0%,8.6%,8.6%,191.92,13.47,53.46
95,函館・ダ2400,  1-  3-  2-  5/ 11,9.1%,36.4%,54.5%,36,93,42.4,4.1着,2.9人気,5.6,400,172,0,0.0%,27.3%,18.2%,155.75,12.98,55.48
96,中京・障3000芝,  1-  3-  1- 11/ 16,6.3%,25.0%,31.3%,20,50,51.8,5.9着,5.8人気,43.7,330,162,0,0.0%,18.8%,6.3%,203.09,13.54,53.18
97,東京・芝2500,  1-  2-  2-  2/  7,14.3%,42.9%,71.4%,50,150,74.7,5.9着,4.0人気,8.8,350,210,0,0.0%,28.6%,28.6%,151.40,12.11,59.45
98,東京・障3000ダ,  1-  2-  1- 10/ 14,7.1%,21.4%,28.6%,24,47,62.5,6.9着,6.0人気,36.1,340,165,0,0.0%,14.3%,7.1%,208.96,13.93,51.68
99,阪神・芝2600外,  1-  2-  0-  4/  7,14.3%,42.9%,42.9%,115,92,127.9,5.4着,4.1人気,10.6,810,217,0,0.0%,28.6%,0.0%,159.30,12.25,58.76
100,小倉・障3390芝,  1-  1-  1- 11/ 14,7.1%,14.3%,21.4%,30,22,69.2,5.5着,4.4人気,13.2,430,155,0,0.0%,7.1%,7.1%,228.38,13.47,53.44
101,新潟・芝2400,  1-  1-  1-  9/ 12,8.3%,16.7%,25.0%,24,57,52.8,5.6着,4.8人気,22.8,290,230,0,0.0%,8.3%,8.3%,148.21,12.35,58.30
102,福島・障3380芝,  1-  0-  3-  3/  7,14.3%,14.3%,57.1%,48,290,98.3,3.3着,5.9人気,25.4,340,508,0,0.0%,0.0%,42.9%,226.23,13.39,53.79
103,福島・ダ2400,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,130,84,138.8,4.6着,3.6人気,10.7,650,210,0,0.0%,0.0%,20.0%,155.70,12.98,55.49
104,中山・ダ2500,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,400,143,288.9,2.7着,6.0人気,18.9,1200,215,0,0.0%,0.0%,33.3%,164.47,13.16,54.72
105,中山・障3200ダ,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,210,86,210.4,4.8着,5.5人気,17.4,1260,260,0,0.0%,0.0%,16.7%,218.82,13.68,52.65
106,新潟・障3250芝,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,25,13,79.4,6.4着,4.5人気,11.4,200,110,0,0.0%,0.0%,12.5%,213.90,13.16,54.70
107,札幌・ダ2400,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,92,54,92.0,6.4着,4.3人気,7.7,650,190,0,0.0%,0.0%,14.3%,158.80,13.23,54.41
108,阪神・障3140芝,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,106,70,178.6,5.6着,4.6人気,34.0,530,175,0,0.0%,0.0%,20.0%,213.38,13.59,52.98
109,中山・芝3600,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,146,123,206.7,3.0着,3.3人気,7.1,440,185,0,0.0%,0.0%,33.3%,226.70,12.59,57.17
110,阪神・障3110ダ,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,364,84,168.6,5.0着,5.0人気,12.5,1820,420,0,0.0%,0.0%,0.0%,211.46,13.60,52.95
111,中山・障3210芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,290,90,517.6,5.7着,6.7人気,20.2,870,270,0,0.0%,0.0%,0.0%,219.33,13.67,52.69
112,中京・障3330芝,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,220,75,304.6,3.0着,3.5人気,7.2,440,150,0,0.0%,0.0%,0.0%,221.20,13.29,54.20
113,新潟・障3290芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,86,36,188.3,8.0着,4.7人気,20.2,260,110,0,0.0%,0.0%,0.0%,221.87,13.49,53.38
114,小倉・ダ2400,  0-  2-  1-  3/  6,0.0%,33.3%,50.0%,0,95,0.0,5.2着,2.7人気,7.0,,190,0,0.0%,33.3%,16.7%,155.33,12.94,55.62
115,京都・障3170ダ,  0-  1-  1- 10/ 12,0.0%,8.3%,16.7%,0,56,0.0,5.9着,5.2人気,19.7,,340,0,0.0%,8.3%,8.3%,218.71,13.80,52.18
116,京都・障2910ダ,  0-  1-  1- 16/ 18,0.0%,5.6%,11.1%,0,23,0.0,7.1着,5.8人気,32.0,,215,0,0.0%,5.6%,5.6%,204.45,14.05,51.24
117,中京・障3300芝,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,38,0.0,4.6着,3.8人気,9.1,,190,0,0.0%,20.0%,0.0%,218.28,13.23,54.43
118,京都・芝3200外,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,83,0.0,3.3着,3.7人気,13.2,,250,0,0.0%,33.3%,0.0%,194.40,12.15,59.26
119,中山・障4250芝,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,870,0.0,2.0着,5.0人気,20.8,,870,0,0.0%,100.0%,0.0%,287.70,13.54,53.18
120,阪神・障3900芝,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,70,0.0,5.3着,4.3人気,21.7,,210,0,0.0%,0.0%,33.3%,271.00,13.90,51.81
121,京都・障3930芝,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,0,0.0,4.3着,3.7人気,10.8,,,0,0.0%,0.0%,33.3%,275.67,14.03,51.32
122,函館・芝1000,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,40,0.0,5.0着,4.3人気,14.6,,120,0,0.0%,0.0%,33.3%,57.77,11.55,62.32
123,中山・障4260芝,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,4.2,,,0,0.0%,0.0%,0.0%,293.15,13.76,52.31
124,阪神・芝3000,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.5着,4.7人気,9.6,,,0,0.0%,0.0%,0.0%,186.73,12.45,57.84
125,中山・障3350芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.3着,7.3人気,39.2,,,0,0.0%,0.0%,0.0%,226.30,13.51,53.29
126,中山・障4100芝,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,1.0人気,2.3,,,0,0.0%,0.0%,0.0%,282.00,13.76,52.34
127,福島・障2770芝,  0-  0-  0- 11/ 11,0.0%,0.0%,0.0%,0,0,0.0,9.5着,6.8人気,41.0,,,0,0.0%,0.0%,0.0%,189.97,13.72,52.49
128,中山・障3570芝,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.3着,4.3人気,11.7,,,0,0.0%,0.0%,0.0%,243.57,13.65,52.77
129,東京・芝3400,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,6.0人気,64.4,,,0,0.0%,0.0%,0.0%,213.00,12.53,57.46
130,新潟・ダ2500,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,5.0人気,11.1,,,0,0.0%,0.0%,0.0%,165.77,13.26,54.29
131,東京・芝2300,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,2.5人気,5.0,,,0,0.0%,0.0%,0.0%,142.65,12.40,58.04
132,東京・障3100ダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,5.0人気,16.0,,,0,0.0%,0.0%,0.0%,216.60,13.97,51.52
133,中京・芝3000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,11.0人気,41.7,,,0,0.0%,0.0%,0.0%,192.40,12.83,56.13
134,京都・障3170芝,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,33.0,,,0,0.0%,0.0%,0.0%,221.40,13.97,51.54
