順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
26,小倉・ダ1000, 18- 11-  7- 52/ 88,20.5%,33.0%,40.9%,98,84,118.4,5.7着,4.9人気,21.3,483,207,0,0.0%,12.5%,8.0%,59.20,11.84,60.81
27,中山・芝2000, 17- 20- 20- 95/152,11.2%,24.3%,37.5%,68,78,72.7,5.4着,5.0人気,22.0,611,213,0,0.0%,13.2%,13.2%,121.58,12.16,59.22
28,東京・芝2000, 17- 14- 12- 83/126,13.5%,24.6%,34.1%,51,55,83.0,5.3着,4.9人気,29.3,385,170,0,0.0%,11.1%,9.5%,120.70,12.07,59.65
29,京都・芝1200, 17-  5-  6- 48/ 76,22.4%,28.9%,36.8%,155,100,151.5,6.4着,5.4人気,27.0,694,271,0,0.0%,6.6%,7.9%,69.22,11.54,62.41
30,京都・芝1800外, 16- 16- 16- 93/141,11.3%,22.7%,34.0%,47,60,69.5,5.3着,4.6人気,19.6,420,183,0,0.0%,11.3%,11.3%,108.10,12.01,59.94
31,中京・ダ1400, 16- 12-  8-105/141,11.3%,19.9%,25.5%,64,62,86.0,7.1着,5.6人気,22.6,564,246,0,0.0%,8.5%,5.7%,85.92,12.27,58.66
32,札幌・ダ1700, 16- 11- 21-108/156,10.3%,17.3%,30.8%,130,85,74.5,6.2着,5.2人気,19.7,1276,285,0,0.0%,7.1%,13.5%,107.69,12.67,56.83
33,中山・芝1600, 15- 24- 22-132/193,7.8%,20.2%,31.6%,52,85,50.9,6.1着,5.0人気,24.6,669,276,0,0.0%,12.4%,11.4%,94.86,11.86,60.72
34,京都・芝1600外, 15- 12-  4- 53/ 84,17.9%,32.1%,36.9%,117,83,103.4,5.3着,4.4人気,15.2,659,226,0,0.0%,14.3%,4.8%,94.08,11.76,61.22
35,阪神・芝2000, 14- 22- 14- 57/107,13.1%,33.6%,46.7%,97,87,66.5,4.9着,4.3人気,16.4,744,195,0,0.0%,20.6%,13.1%,121.29,12.13,59.36
36,東京・ダ2100, 14- 12-  8- 77/111,12.6%,23.4%,30.6%,96,83,85.9,6.9着,5.1人気,22.4,763,274,0,0.0%,10.8%,7.2%,133.43,12.71,56.66
37,札幌・芝1800, 14-  9-  7- 38/ 68,20.6%,33.8%,44.1%,94,75,96.5,4.4着,3.9人気,17.3,457,177,0,0.0%,13.2%,10.3%,110.23,12.25,58.79
38,福島・芝2000, 13-  9-  5- 63/ 90,14.4%,24.4%,30.0%,114,82,123.6,6.5着,5.6人気,18.5,793,274,0,0.0%,10.0%,5.6%,121.87,12.19,59.08
39,東京・芝2400, 12- 15- 11- 55/ 93,12.9%,29.0%,40.9%,71,77,87.7,5.2着,4.6人気,17.9,555,189,0,0.0%,16.1%,11.8%,146.41,12.20,59.01
40,京都・芝1400外, 12- 12-  6- 52/ 82,14.6%,29.3%,36.6%,149,95,110.0,5.4着,5.5人気,16.1,1024,269,0,0.0%,14.6%,7.3%,81.68,11.67,61.70
41,中京・ダ1200, 12-  8-  6- 65/ 91,13.2%,22.0%,28.6%,52,57,97.8,7.0着,5.4人気,24.9,395,203,0,0.0%,8.8%,6.6%,73.32,12.22,58.92
42,函館・ダ1700, 11- 18- 11- 70/110,10.0%,26.4%,36.4%,81,109,68.3,6.1着,4.9人気,16.8,814,302,0,0.0%,16.4%,10.0%,106.84,12.57,57.28
43,阪神・ダ1200, 11- 17- 11- 85/124,8.9%,22.6%,31.5%,33,58,48.8,6.3着,4.4人気,17.1,377,186,0,0.0%,13.7%,8.9%,73.25,12.21,58.97
44,中山・芝1800, 11- 16-  5- 63/ 95,11.6%,28.4%,33.7%,71,68,81.9,5.5着,4.7人気,18.6,614,202,0,0.0%,16.8%,5.3%,109.11,12.12,59.39
45,中山・芝1200, 11- 13- 12- 71/107,10.3%,22.4%,33.6%,71,83,69.8,6.2着,5.5人気,24.7,693,249,0,0.0%,12.1%,11.2%,68.92,11.49,62.68
46,京都・芝1600, 11- 12- 19- 69/111,9.9%,20.7%,37.8%,85,100,68.6,5.4着,4.8人気,19.0,866,271,0,0.0%,10.8%,17.1%,95.59,11.95,60.26
47,福島・ダ1150, 11- 12- 12- 76/111,9.9%,20.7%,31.5%,33,84,68.2,6.3着,5.1人気,19.2,341,269,0,0.0%,10.8%,10.8%,69.72,12.13,59.38
48,札幌・芝1200, 11- 11-  7- 46/ 75,14.7%,29.3%,38.7%,138,146,94.5,5.3着,5.1人気,21.0,947,380,0,0.0%,14.7%,9.3%,69.85,11.64,61.85
49,中京・芝1600, 11-  9- 14- 75/109,10.1%,18.3%,31.2%,83,86,79.8,6.0着,5.3人気,21.2,823,287,0,0.0%,8.3%,12.8%,95.27,11.91,60.46
50,札幌・芝2000, 11-  8- 10- 35/ 64,17.2%,29.7%,45.3%,347,150,112.8,5.5着,5.1人気,24.0,2021,333,0,0.0%,12.5%,15.6%,122.58,12.26,58.74
51,中山・芝2200, 11-  6-  3- 28/ 48,22.9%,35.4%,41.7%,121,91,119.4,4.9着,4.0人気,10.4,531,220,0,0.0%,12.5%,6.3%,134.21,12.20,59.01
52,新潟・芝2000, 11-  4-  6- 23/ 44,25.0%,34.1%,47.7%,142,83,143.5,5.3着,4.6人気,22.9,572,184,0,0.0%,9.1%,13.6%,123.09,12.31,58.49
53,中京・ダ1900, 11-  4-  2- 37/ 54,20.4%,27.8%,31.5%,120,62,130.3,5.4着,4.4人気,15.7,591,200,0,0.0%,7.4%,3.7%,121.24,12.76,56.42
54,京都・ダ1900, 10- 19-  9- 57/ 95,10.5%,30.5%,40.0%,65,99,52.3,5.4着,4.2人気,17.1,624,249,0,0.0%,20.0%,9.5%,120.90,12.73,56.58
55,小倉・芝1800, 10- 14- 19- 80/123,8.1%,19.5%,35.0%,56,83,50.7,6.1着,5.0人気,16.5,689,238,0,0.0%,11.4%,15.4%,109.70,12.19,59.07
56,中京・芝1400, 10- 12- 10- 61/ 93,10.8%,23.7%,34.4%,59,103,64.9,5.9着,4.7人気,19.0,556,311,0,0.0%,12.9%,10.8%,81.82,11.69,61.60
57,新潟・芝1400, 10-  9-  7- 46/ 72,13.9%,26.4%,36.1%,158,126,91.1,6.1着,5.1人気,18.6,1141,351,0,0.0%,12.5%,9.7%,82.57,11.80,61.04
58,福島・芝1800,  8- 11- 10- 73/102,7.8%,18.6%,28.4%,56,59,55.9,6.6着,5.7人気,22.8,726,210,0,0.0%,10.8%,9.8%,109.91,12.21,58.95
59,新潟・芝1800外,  8- 10-  8- 75/101,7.9%,17.8%,25.7%,31,59,48.6,6.3着,5.3人気,21.2,394,233,0,0.0%,9.9%,7.9%,108.58,12.06,59.68
60,新潟・芝1600外,  8-  9- 10- 59/ 86,9.3%,19.8%,31.4%,120,86,67.9,5.8着,5.5人気,23.8,1295,285,0,0.0%,10.5%,11.6%,95.40,11.93,60.38
61,阪神・芝1400,  8-  9-  8- 47/ 72,11.1%,23.6%,34.7%,173,94,79.8,6.0着,5.3人気,18.0,1558,272,0,0.0%,12.5%,11.1%,81.66,11.67,61.72
62,函館・芝1800,  8-  5- 10- 48/ 71,11.3%,18.3%,32.4%,41,68,75.0,6.3着,4.9人気,17.6,368,222,0,0.0%,7.0%,14.1%,109.21,12.13,59.34
63,札幌・芝1500,  7-  6- 10- 44/ 67,10.4%,19.4%,34.3%,37,78,64.7,5.6着,4.5人気,16.6,354,230,0,0.0%,9.0%,14.9%,90.28,12.04,59.81
64,阪神・芝1200,  7-  6-  8- 33/ 54,13.0%,24.1%,38.9%,48,67,72.6,6.1着,4.8人気,15.6,377,173,0,0.0%,11.1%,14.8%,69.31,11.55,62.32
65,札幌・ダ1000,  7-  5-  8- 34/ 54,13.0%,22.2%,37.0%,37,69,74.7,5.1着,4.7人気,17.2,291,187,0,0.0%,9.3%,14.8%,59.85,11.97,60.15
66,函館・ダ1000,  7-  5-  5- 45/ 62,11.3%,19.4%,27.4%,40,61,77.8,5.7着,4.7人気,19.4,361,239,0,0.0%,8.1%,8.1%,59.88,11.98,60.12
67,中京・芝1200,  7-  4-  5- 41/ 57,12.3%,19.3%,28.1%,91,67,94.7,7.7着,5.8人気,26.2,746,241,0,0.0%,7.0%,8.8%,69.32,11.55,62.32
68,京都・芝2200外,  7-  4-  4- 31/ 46,15.2%,23.9%,32.6%,70,59,85.5,5.6着,4.7人気,19.1,466,183,0,0.0%,8.7%,8.7%,134.37,12.22,58.94
69,小倉・障2860芝,  6-  7-  1- 53/ 67,9.0%,19.4%,20.9%,186,58,109.2,6.6着,6.1人気,31.2,2082,280,0,0.0%,10.4%,1.5%,196.56,13.75,52.38
70,京都・芝2400外,  6-  6-  4- 32/ 48,12.5%,25.0%,33.3%,42,51,64.1,5.5着,4.4人気,16.9,343,156,0,0.0%,12.5%,8.3%,146.51,12.21,58.97
71,京都・芝1400,  6-  5-  4- 29/ 44,13.6%,25.0%,34.1%,70,80,94.9,6.6着,5.2人気,21.1,520,237,0,0.0%,11.4%,9.1%,82.50,11.79,61.09
72,函館・芝2600,  6-  3-  0- 12/ 21,28.6%,42.9%,42.9%,114,70,123.6,4.6着,3.7人気,12.5,402,166,0,0.0%,14.3%,0.0%,161.90,12.45,57.81
73,新潟・芝2200,  5-  5-  2- 19/ 31,16.1%,32.3%,38.7%,43,72,88.1,4.9着,4.3人気,11.9,270,187,0,0.0%,16.1%,6.5%,134.52,12.23,58.88
74,小倉・芝2600,  5-  4-  4- 25/ 38,13.2%,23.7%,34.2%,79,58,64.0,5.4着,4.0人気,9.7,604,171,0,0.0%,10.5%,10.5%,161.86,12.45,57.83
75,阪神・ダ2000,  4-  4-  6- 28/ 42,9.5%,19.0%,33.3%,61,76,53.4,5.5着,4.3人気,11.7,650,231,0,0.0%,9.5%,14.3%,127.51,12.75,56.47
76,札幌・芝2600,  4-  4-  3- 19/ 30,13.3%,26.7%,36.7%,47,72,86.5,5.9着,4.7人気,20.7,358,198,0,0.0%,13.3%,10.0%,163.91,12.61,57.10
77,福島・芝2600,  4-  3-  4- 27/ 38,10.5%,18.4%,28.9%,82,75,67.5,6.4着,5.2人気,14.0,782,260,0,0.0%,7.9%,10.5%,161.82,12.45,57.84
78,中山・障2880ダ,  4-  3-  2- 30/ 39,10.3%,17.9%,23.1%,145,108,112.5,6.4着,6.9人気,67.8,1415,470,0,0.0%,7.7%,5.1%,199.65,13.86,51.93
79,福島・障2750芝,  4-  3-  2- 16/ 25,16.0%,28.0%,36.0%,196,78,145.9,5.4着,5.5人気,23.8,1225,244,0,0.0%,12.0%,8.0%,183.91,13.38,53.83
80,新潟・芝1000,  3- 11-  7- 55/ 76,3.9%,18.4%,27.6%,16,73,28.6,7.2着,5.5人気,20.3,407,268,0,0.0%,14.5%,9.2%,56.18,11.24,64.09
81,東京・ダ1300,  3- 11-  6- 48/ 68,4.4%,20.6%,29.4%,12,130,28.3,6.8着,5.4人気,26.3,283,444,0,0.0%,16.2%,8.8%,79.98,12.30,58.52
82,中京・芝2200,  3- 10-  8- 26/ 47,6.4%,27.7%,44.7%,64,100,37.3,5.5着,5.0人気,16.2,1017,225,0,0.0%,21.3%,17.0%,134.44,12.22,58.91
83,阪神・芝2400外,  3-  9-  6- 24/ 42,7.1%,28.6%,42.9%,21,75,51.7,5.1着,5.1人気,22.4,297,186,0,0.0%,21.4%,14.3%,147.65,12.30,58.52
84,新潟・芝2000外,  3-  6-  5- 26/ 40,7.5%,22.5%,35.0%,40,77,47.9,6.6着,4.9人気,15.5,543,238,0,0.0%,15.0%,12.5%,120.96,12.10,59.53
85,新潟・芝1200,  3-  5-  3- 39/ 50,6.0%,16.0%,22.0%,20,58,49.3,7.3着,5.9人気,22.7,343,266,0,0.0%,10.0%,6.0%,70.48,11.75,61.29
86,中山・ダ2400,  3-  3-  3- 16/ 25,12.0%,24.0%,36.0%,71,83,88.8,6.3着,4.6人気,12.7,597,231,0,0.0%,12.0%,12.0%,157.80,13.15,54.75
87,阪神・芝2200,  3-  3-  2- 16/ 24,12.5%,25.0%,33.3%,35,52,55.1,5.3着,3.6人気,13.0,287,159,0,0.0%,12.5%,8.3%,133.47,12.13,59.34
88,新潟・障2850芝,  3-  2-  1- 33/ 39,7.7%,12.8%,15.4%,55,41,68.9,7.4着,5.9人気,42.4,720,267,0,0.0%,5.1%,2.6%,191.66,13.45,53.53
89,京都・芝3000外,  3-  1-  1-  3/  8,37.5%,50.0%,62.5%,207,117,245.9,4.4着,3.9人気,7.4,553,188,0,0.0%,12.5%,12.5%,186.00,12.40,58.06
90,函館・ダ2400,  3-  1-  1-  5/ 10,30.0%,40.0%,50.0%,288,121,203.7,5.3着,4.9人気,12.3,960,242,0,0.0%,10.0%,10.0%,156.18,13.02,55.32
91,函館・芝2000,  2-  7-  4- 29/ 42,4.8%,21.4%,31.0%,45,75,33.5,7.0着,4.8人気,13.5,950,243,0,0.0%,16.7%,9.5%,121.58,12.16,59.22
92,京都・障3170ダ,  2-  2-  2-  5/ 11,18.2%,36.4%,54.5%,46,146,105.1,3.3着,3.8人気,13.8,255,268,0,0.0%,18.2%,18.2%,216.65,13.67,52.68
93,阪神・障2970ダ,  2-  1-  2- 18/ 23,8.7%,13.0%,21.7%,63,93,94.8,6.9着,6.6人気,46.8,735,430,0,0.0%,4.3%,8.7%,208.50,14.04,51.28
94,東京・障3000ダ,  2-  1-  0- 10/ 13,15.4%,23.1%,23.1%,107,53,212.4,7.5着,7.7人気,65.2,700,233,0,0.0%,7.7%,0.0%,208.97,13.93,51.68
95,中山・障3200ダ,  2-  0-  1-  3/  6,33.3%,33.3%,50.0%,268,95,206.2,4.3着,4.3人気,15.8,805,190,0,0.0%,0.0%,16.7%,218.72,13.67,52.67
96,阪神・芝3000,  2-  0-  0-  3/  5,40.0%,40.0%,40.0%,110,46,142.6,5.2着,3.2人気,9.4,275,115,0,0.0%,0.0%,0.0%,186.22,12.41,58.00
97,京都・障3930芝,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,426,116,324.6,2.3着,4.3人気,18.4,640,175,0,0.0%,0.0%,0.0%,274.17,13.95,51.60
98,阪神・芝2600外,  2-  0-  0-  7/  9,22.2%,22.2%,22.2%,108,32,116.4,6.6着,3.6人気,6.9,490,145,0,0.0%,0.0%,0.0%,159.37,12.26,58.73
99,中山・芝2500,  1-  8-  6- 18/ 33,3.0%,27.3%,45.5%,7,93,18.4,4.8着,4.2人気,13.4,250,207,0,0.0%,24.2%,18.2%,153.55,12.28,58.61
100,小倉・障3390芝,  1-  1-  2- 12/ 16,6.3%,12.5%,25.0%,13,38,52.6,6.9着,5.8人気,34.3,210,155,0,0.0%,6.3%,12.5%,230.77,13.61,52.88
101,阪神・障3110ダ,  1-  1-  1-  2/  5,20.0%,40.0%,60.0%,364,170,227.8,4.0着,6.0人気,37.2,1820,283,0,0.0%,20.0%,20.0%,211.38,13.59,52.97
102,東京・障3110芝,  1-  1-  0-  7/  9,11.1%,22.2%,22.2%,216,67,79.8,5.7着,5.9人気,22.4,1950,305,0,0.0%,11.1%,0.0%,208.61,13.42,53.67
103,阪神・障3900芝,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,463,140,220.1,3.0着,3.7人気,11.2,1390,210,0,0.0%,33.3%,0.0%,269.73,13.83,52.05
104,中京・障3000芝,  1-  0-  2- 12/ 15,6.7%,6.7%,20.0%,46,108,177.5,6.9着,8.0人気,50.0,700,540,0,0.0%,0.0%,13.3%,204.97,13.66,52.69
105,新潟・障2890芝,  1-  0-  1- 27/ 29,3.4%,3.4%,6.9%,18,20,42.1,7.6着,6.8人気,34.9,540,295,0,0.0%,0.0%,3.4%,194.69,13.47,53.44
106,新潟・芝2400,  1-  0-  1- 10/ 12,8.3%,8.3%,16.7%,11,41,51.8,8.0着,6.0人気,25.3,140,250,0,0.0%,0.0%,8.3%,148.88,12.41,58.03
107,東京・芝2300,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,180,250,292.5,2.0着,5.0人気,9.6,360,250,0,0.0%,0.0%,50.0%,140.65,12.23,58.87
108,中山・ダ2500,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,160,46,274.2,3.7着,5.7人気,17.6,480,140,0,0.0%,0.0%,0.0%,164.73,13.18,54.63
109,東京・芝3400,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,103,40,234.9,5.3着,5.7人気,60.1,310,120,0,0.0%,0.0%,0.0%,211.80,12.46,57.79
110,中山・芝3600,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,120,56,214.7,7.0着,4.3人気,9.6,360,170,0,0.0%,0.0%,0.0%,227.40,12.63,56.99
111,新潟・ダ2500,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,110,50,248.1,6.7着,5.0人気,16.5,330,150,0,0.0%,0.0%,0.0%,165.03,13.20,54.53
112,福島・ダ2400,  0-  2-  2-  1/  5,0.0%,40.0%,80.0%,0,180,0.0,3.6着,4.0人気,12.9,,225,0,0.0%,40.0%,40.0%,155.22,12.94,55.66
113,小倉・ダ2400,  0-  2-  0-  5/  7,0.0%,28.6%,28.6%,0,57,0.0,5.9着,4.4人気,13.4,,200,0,0.0%,28.6%,0.0%,155.59,12.97,55.53
114,阪神・障3140芝,  0-  2-  0-  3/  5,0.0%,40.0%,40.0%,0,102,0.0,4.4着,4.4人気,14.1,,255,0,0.0%,40.0%,0.0%,212.44,13.53,53.21
115,福島・障3380芝,  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,30,0.0,4.7着,5.0人気,21.9,,210,0,0.0%,14.3%,0.0%,226.46,13.40,53.73
116,福島・障2770芝,  0-  1-  0- 11/ 12,0.0%,8.3%,8.3%,0,23,0.0,9.9着,8.3人気,77.5,,280,0,0.0%,8.3%,0.0%,189.01,13.65,52.76
117,中京・障3300芝,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,42,0.0,5.6着,3.8人気,11.4,,210,0,0.0%,20.0%,0.0%,219.88,13.33,54.03
118,中山・障3350芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,56,0.0,5.0着,6.0人気,28.6,,170,0,0.0%,33.3%,0.0%,224.83,13.42,53.64
119,東京・芝2500,  0-  1-  0-  7/  8,0.0%,12.5%,12.5%,0,30,0.0,7.9着,8.4人気,40.8,,240,0,0.0%,12.5%,0.0%,151.88,12.15,59.26
120,新潟・障3290芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,40,0.0,5.3着,5.7人気,23.0,,120,0,0.0%,33.3%,0.0%,219.27,13.33,54.02
121,中山・障3210芝,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,125,0.0,5.5着,6.5人気,21.2,,250,0,0.0%,50.0%,0.0%,218.40,13.61,52.91
122,札幌・ダ2400,  0-  0-  3-  3/  6,0.0%,0.0%,50.0%,0,83,0.0,5.8着,5.3人気,13.3,,167,0,0.0%,0.0%,50.0%,159.15,13.26,54.29
123,中山・障4100芝,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,76,0.0,5.7着,6.7人気,76.2,,230,0,0.0%,0.0%,33.3%,286.93,14.00,51.44
124,新潟・障3250芝,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,5.9着,5.3人気,22.7,,,0,0.0%,0.0%,0.0%,213.76,13.15,54.73
125,京都・障3170芝,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,8.2,,,0,0.0%,0.0%,0.0%,216.95,13.69,52.60
126,京都・障2910ダ,  0-  0-  0- 17/ 17,0.0%,0.0%,0.0%,0,0,0.0,9.2着,7.8人気,51.1,,,0,0.0%,0.0%,0.0%,206.79,14.21,50.66
127,京都・芝3200外,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,4.7人気,16.4,,,0,0.0%,0.0%,0.0%,195.97,12.25,58.79
128,中山・障4250芝,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,14.7,,,0,0.0%,0.0%,0.0%,288.80,13.59,52.98
129,中山・障4260芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,15.5,,,0,0.0%,0.0%,0.0%,293.67,13.79,52.22
130,函館・芝1000,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.2着,6.0人気,18.9,,,0,0.0%,0.0%,0.0%,58.56,11.71,61.48
131,中山・障3570芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,5.3人気,22.0,,,0,0.0%,0.0%,0.0%,247.37,13.86,51.96
132,中京・障3330芝,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,4.5人気,8.4,,,0,0.0%,0.0%,0.0%,220.80,13.26,54.29
133,東京・障3100ダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,114.1,,,0,0.0%,0.0%,0.0%,215.70,13.92,51.74
134,中京・芝3000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,3.0人気,6.4,,,0,0.0%,0.0%,0.0%,193.40,12.89,55.84
