順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
17,札幌・ダ1700, 23- 12- 20- 96/151,15.2%,23.2%,36.4%,92,71,89.4,5.8着,4.7人気,17.5,609,200,0,0.0%,7.9%,13.2%,107.58,12.66,56.89
18,阪神・ダ1400, 22- 21- 13-126/182,12.1%,23.6%,30.8%,97,71,81.6,6.5着,5.1人気,22.5,808,233,0,0.0%,11.5%,7.1%,86.10,12.30,58.53
19,小倉・芝2000, 22- 16-  8- 78/124,17.7%,30.6%,37.1%,118,79,105.7,5.4着,4.4人気,13.7,668,218,0,0.0%,12.9%,6.5%,122.37,12.24,58.84
20,中京・芝2000, 22- 14- 19- 89/144,15.3%,25.0%,38.2%,64,73,87.5,5.6着,4.6人気,19.6,422,199,0,0.0%,9.7%,13.2%,121.79,12.18,59.12
21,阪神・芝1800外, 22-  7-  8- 47/ 84,26.2%,34.5%,44.0%,218,79,127.1,4.7着,4.2人気,15.9,833,190,0,0.0%,8.3%,9.5%,107.01,11.89,60.56
22,中山・芝1600, 21- 23- 26-129/199,10.6%,22.1%,35.2%,60,95,65.1,6.2着,4.9人気,24.0,576,277,0,0.0%,11.6%,13.1%,94.93,11.87,60.68
23,福島・ダ1700, 21- 15- 25-117/178,11.8%,20.2%,34.3%,59,76,73.5,5.8着,4.5人気,16.4,508,222,0,0.0%,8.4%,14.0%,107.48,12.64,56.94
24,函館・芝1200, 21- 10- 19- 93/143,14.7%,21.7%,35.0%,100,83,85.4,5.8着,4.3人気,14.2,686,243,0,0.0%,7.0%,13.3%,69.81,11.63,61.89
25,新潟・ダ1200, 20- 20- 15-125/180,11.1%,22.2%,30.6%,57,67,67.7,6.3着,4.7人気,15.3,514,221,0,0.0%,11.1%,8.3%,72.94,12.16,59.23
26,中京・ダ1400, 20- 15-  7-108/150,13.3%,23.3%,28.0%,107,66,101.8,6.8着,5.3人気,19.5,808,238,0,0.0%,10.0%,4.7%,85.93,12.28,58.65
27,京都・芝2000, 19- 26- 12- 99/156,12.2%,28.8%,36.5%,97,81,70.0,5.2着,4.3人気,18.3,802,222,0,0.0%,16.7%,7.7%,121.77,12.18,59.13
28,東京・ダ2100, 19- 12- 12- 70/113,16.8%,27.4%,38.1%,103,89,105.3,5.9着,4.7人気,16.2,613,236,0,0.0%,10.6%,10.6%,132.98,12.66,56.85
29,阪神・芝1600外, 19- 10- 16- 85/130,14.6%,22.3%,34.6%,156,92,95.8,5.6着,4.9人気,18.8,1073,274,0,0.0%,7.7%,12.3%,94.49,11.81,60.96
30,中山・芝1200, 17- 12- 12- 64/105,16.2%,27.6%,39.0%,161,107,109.9,6.1着,5.7人気,24.8,995,275,0,0.0%,11.4%,11.4%,68.87,11.48,62.73
31,中京・芝1600, 17-  7- 16- 73/113,15.0%,21.2%,35.4%,149,100,112.0,5.5着,5.2人気,19.7,992,292,0,0.0%,6.2%,14.2%,95.22,11.90,60.49
32,阪神・芝2000, 16- 22- 13- 53/104,15.4%,36.5%,49.0%,131,104,79.1,4.4着,4.2人気,17.1,854,222,0,0.0%,21.2%,12.5%,121.25,12.13,59.38
33,京都・芝1600外, 16- 14-  3- 52/ 85,18.8%,35.3%,38.8%,119,88,111.5,5.7着,4.7人気,17.6,634,229,0,0.0%,16.5%,3.5%,94.09,11.76,61.22
34,東京・芝2000, 16- 13- 12- 88/129,12.4%,22.5%,31.8%,102,58,76.0,5.5着,5.0人気,26.8,828,188,0,0.0%,10.1%,9.3%,120.96,12.10,59.52
35,中山・芝1800, 16- 13-  8- 67/104,15.4%,27.9%,35.6%,122,79,105.2,5.4着,4.9人気,17.8,798,228,0,0.0%,12.5%,7.7%,109.00,12.11,59.45
36,京都・芝1400外, 16- 12-  4- 53/ 85,18.8%,32.9%,37.6%,189,106,148.3,5.7着,5.6人気,16.5,1008,282,0,0.0%,14.1%,4.7%,81.59,11.66,61.77
37,札幌・芝1800, 16-  5- 10- 34/ 65,24.6%,32.3%,47.7%,99,92,117.9,4.2着,3.8人気,13.3,404,193,0,0.0%,7.7%,15.4%,110.03,12.23,58.89
38,中京・ダ1800, 15- 22- 22-138/197,7.6%,18.8%,29.9%,26,70,54.8,6.4着,5.3人気,27.3,343,235,0,0.0%,11.2%,11.2%,115.45,12.83,56.13
39,福島・ダ1150, 15- 14- 13- 72/114,13.2%,25.4%,36.8%,56,83,78.9,6.1着,4.9人気,20.1,427,228,0,0.0%,12.3%,11.4%,69.69,12.12,59.40
40,京都・芝1200, 15-  8-  4- 50/ 77,19.5%,29.9%,35.1%,132,79,149.9,5.8着,5.2人気,18.8,679,236,0,0.0%,10.4%,5.2%,69.21,11.54,62.42
41,小倉・ダ1000, 14- 11-  8- 55/ 88,15.9%,28.4%,37.5%,85,82,104.3,5.8着,5.2人気,26.1,535,220,0,0.0%,12.5%,9.1%,59.25,11.85,60.76
42,京都・芝2200外, 14- 10-  7- 22/ 53,26.4%,45.3%,58.5%,141,104,114.5,3.9着,3.5人気,9.0,536,178,0,0.0%,18.9%,13.2%,134.10,12.19,59.06
43,京都・ダ1900, 13- 21-  9- 59/102,12.7%,33.3%,42.2%,50,88,65.3,5.0着,4.3人気,18.9,400,210,0,0.0%,20.6%,8.8%,120.90,12.73,56.58
44,函館・ダ1700, 13- 16- 10- 69/108,12.0%,26.9%,36.1%,66,73,76.5,5.7着,4.5人気,13.9,549,202,0,0.0%,14.8%,9.3%,106.85,12.57,57.28
45,東京・芝2400, 13- 13-  8- 57/ 91,14.3%,28.6%,37.4%,65,60,86.9,5.2着,4.6人気,18.8,456,168,0,0.0%,14.3%,8.8%,146.28,12.19,59.07
46,阪神・芝1400, 12- 12-  6- 43/ 73,16.4%,32.9%,41.1%,200,92,99.4,5.8着,5.2人気,20.7,1219,232,0,0.0%,16.4%,8.2%,81.75,11.68,61.65
47,福島・芝2000, 12-  8-  9- 59/ 88,13.6%,22.7%,33.0%,85,72,97.8,6.0着,5.2人気,17.7,628,219,0,0.0%,9.1%,10.2%,121.79,12.18,59.12
48,札幌・芝2000, 12-  7-  6- 38/ 63,19.0%,30.2%,39.7%,191,109,126.1,5.6着,5.2人気,21.3,1003,275,0,0.0%,11.1%,9.5%,122.78,12.28,58.64
49,新潟・芝1400, 12-  6-  4- 58/ 80,15.0%,22.5%,27.5%,153,86,102.3,6.4着,5.0人気,17.4,1021,316,0,0.0%,7.5%,5.0%,82.62,11.80,61.00
50,中山・芝2200, 12-  5-  3- 32/ 52,23.1%,32.7%,38.5%,162,91,142.1,5.0着,4.7人気,16.9,702,238,0,0.0%,9.6%,5.8%,134.25,12.20,58.99
51,札幌・芝1200, 11- 17-  5- 42/ 75,14.7%,37.3%,44.0%,140,156,89.8,5.4着,4.7人気,18.5,957,355,0,0.0%,22.7%,6.7%,69.90,11.65,61.81
52,京都・芝1800外, 11- 16- 17- 95/139,7.9%,19.4%,31.7%,45,54,50.4,5.5着,4.7人気,19.3,570,180,0,0.0%,11.5%,12.2%,108.01,12.00,59.99
53,京都・芝1600, 11- 15- 20- 63/109,10.1%,23.9%,42.2%,85,112,64.1,5.1着,4.8人気,18.8,851,278,0,0.0%,13.8%,18.3%,95.68,11.96,60.20
54,阪神・ダ1200, 10- 14- 10- 93/127,7.9%,18.9%,26.8%,32,53,49.3,6.6着,4.8人気,22.0,414,200,0,0.0%,11.0%,7.9%,73.30,12.22,58.94
55,小倉・芝1800, 10- 13- 20- 86/129,7.8%,17.8%,33.3%,31,76,48.9,5.8着,4.7人気,14.8,410,231,0,0.0%,10.1%,15.5%,109.82,12.20,59.00
56,中京・ダ1200, 10-  9-  8- 66/ 93,10.8%,20.4%,29.0%,68,82,80.6,6.8着,5.7人気,27.1,639,284,0,0.0%,9.7%,8.6%,73.27,12.21,58.96
57,新潟・芝1800外, 10-  7-  8- 68/ 93,10.8%,18.3%,26.9%,58,63,69.0,6.2着,5.3人気,19.7,545,236,0,0.0%,7.5%,8.6%,108.64,12.07,59.64
58,中京・ダ1900, 10-  7-  3- 41/ 61,16.4%,27.9%,32.8%,183,94,109.3,5.2着,4.5人気,15.0,1119,288,0,0.0%,11.5%,4.9%,121.31,12.77,56.38
59,中京・芝1400,  9- 10-  9- 65/ 93,9.7%,20.4%,30.1%,60,71,70.1,6.3着,5.1人気,18.4,621,246,0,0.0%,10.8%,9.7%,81.92,11.70,61.52
60,新潟・芝1600外,  9-  9- 13- 46/ 77,11.7%,23.4%,40.3%,110,112,79.9,5.2着,5.4人気,21.7,946,290,0,0.0%,11.7%,16.9%,95.22,11.90,60.49
61,札幌・芝1500,  9-  8- 11- 41/ 69,13.0%,24.6%,40.6%,73,96,74.2,5.1着,4.2人気,14.7,561,237,0,0.0%,11.6%,15.9%,90.16,12.02,59.90
62,函館・ダ1000,  9-  8-  2- 47/ 66,13.6%,25.8%,28.8%,55,60,89.8,5.6着,4.6人気,17.4,404,221,0,0.0%,12.1%,3.0%,59.89,11.98,60.11
63,福島・芝1800,  8- 13- 10- 69/100,8.0%,21.0%,31.0%,77,73,54.0,6.6着,5.1人気,17.1,966,236,0,0.0%,13.0%,10.0%,109.48,12.16,59.19
64,札幌・ダ1000,  8- 10-  5- 29/ 52,15.4%,34.6%,44.2%,67,85,77.6,4.6着,3.9人気,11.3,440,194,0,0.0%,19.2%,9.6%,59.73,11.95,60.27
65,京都・芝2400外,  8-  7-  7- 32/ 54,14.8%,27.8%,40.7%,64,77,71.2,5.3着,4.3人気,15.2,436,190,0,0.0%,13.0%,13.0%,146.31,12.19,59.05
66,新潟・芝1000,  7- 15-  7- 42/ 71,9.9%,31.0%,40.8%,52,99,60.8,5.8着,5.0人気,18.1,531,244,0,0.0%,21.1%,9.9%,55.99,11.20,64.30
67,函館・芝1800,  7-  7-  9- 42/ 65,10.8%,21.5%,35.4%,53,75,62.4,5.5着,4.6人気,18.3,499,224,0,0.0%,10.8%,13.8%,108.98,12.11,59.46
68,新潟・芝2000,  7-  7-  6- 21/ 41,17.1%,34.1%,48.8%,87,90,97.9,5.4着,4.7人気,25.0,514,186,0,0.0%,17.1%,14.6%,123.16,12.32,58.46
69,阪神・芝1200,  7-  5-  7- 34/ 53,13.2%,22.6%,35.8%,42,60,69.7,6.3着,4.8人気,16.0,321,168,0,0.0%,9.4%,13.2%,69.10,11.52,62.52
70,新潟・芝2200,  7-  4-  3- 14/ 28,25.0%,39.3%,50.0%,120,110,130.5,5.0着,4.3人気,11.5,480,220,0,0.0%,14.3%,10.7%,134.84,12.26,58.74
71,中京・芝1200,  6-  5-  4- 35/ 50,12.0%,22.0%,30.0%,135,69,91.5,7.0着,5.6人気,21.3,1127,247,0,0.0%,10.0%,8.0%,69.18,11.53,62.45
72,小倉・障2860芝,  6-  2-  4- 55/ 67,9.0%,11.9%,17.9%,182,50,90.9,7.0着,6.2人気,34.6,2038,284,0,0.0%,3.0%,6.0%,196.53,13.74,52.39
73,福島・芝2600,  6-  2-  4- 27/ 39,15.4%,20.5%,30.8%,124,76,91.5,6.0着,4.6人気,11.5,810,248,0,0.0%,5.1%,10.3%,161.91,12.45,57.81
74,東京・ダ1300,  5- 14-  9- 43/ 71,7.0%,26.8%,39.4%,25,87,40.2,6.2着,4.6人気,15.3,356,221,0,0.0%,19.7%,12.7%,79.81,12.28,58.64
75,阪神・芝2400外,  5-  9-  2- 28/ 44,11.4%,31.8%,36.4%,30,55,65.7,5.0着,4.4人気,17.2,264,152,0,0.0%,20.5%,4.5%,147.41,12.28,58.61
76,阪神・ダ2000,  5-  5-  4- 26/ 40,12.5%,25.0%,35.0%,64,71,66.9,6.0着,4.4人気,12.8,514,204,0,0.0%,12.5%,10.0%,127.72,12.77,56.37
77,小倉・芝2600,  5-  3-  4- 22/ 34,14.7%,23.5%,35.3%,126,73,85.7,5.6着,4.1人気,9.8,862,208,0,0.0%,8.8%,11.8%,161.67,12.44,57.90
78,京都・芝1400,  5-  1-  4- 34/ 44,11.4%,13.6%,22.7%,63,41,76.0,6.9着,4.9人気,20.0,558,184,0,0.0%,2.3%,9.1%,82.51,11.79,61.08
79,中京・芝2200,  4- 12-  9- 26/ 51,7.8%,31.4%,49.0%,52,125,47.0,5.1着,4.7人気,15.5,672,256,0,0.0%,23.5%,17.6%,134.36,12.21,58.95
80,中山・ダ2400,  4-  4-  4- 15/ 27,14.8%,29.6%,44.4%,84,112,92.6,5.8着,4.0人気,10.4,568,253,0,0.0%,14.8%,14.8%,157.81,13.15,54.75
81,中山・障2880ダ,  4-  3-  3- 28/ 38,10.5%,18.4%,26.3%,139,120,113.2,6.6着,6.9人気,62.3,1325,457,0,0.0%,7.9%,7.9%,199.40,13.85,52.00
82,札幌・芝2600,  4-  2-  2- 20/ 28,14.3%,21.4%,28.6%,60,61,92.1,5.8着,4.9人気,12.8,422,216,0,0.0%,7.1%,7.1%,163.43,12.57,57.27
83,函館・芝2600,  4-  2-  2- 13/ 21,19.0%,28.6%,38.1%,44,53,66.7,5.5着,3.0人気,8.7,235,141,0,0.0%,9.5%,9.5%,162.51,12.50,57.59
84,新潟・芝1200,  3-  6-  3- 33/ 45,6.7%,20.0%,26.7%,46,55,48.9,7.0着,5.4人気,17.0,700,207,0,0.0%,13.3%,6.7%,70.35,11.72,61.41
85,阪神・芝2200,  3-  4-  2- 15/ 24,12.5%,29.2%,37.5%,35,55,51.4,4.9着,3.3人気,9.1,280,148,0,0.0%,16.7%,8.3%,133.37,12.12,59.38
86,阪神・芝3000,  3-  0-  0-  3/  6,50.0%,50.0%,50.0%,186,78,190.2,4.5着,3.3人気,8.8,373,157,0,0.0%,0.0%,0.0%,185.73,12.38,58.15
87,中山・芝2500,  2-  8-  9- 14/ 33,6.1%,30.3%,57.6%,15,110,29.8,4.2着,3.8人気,9.2,250,193,0,0.0%,24.2%,27.3%,153.32,12.27,58.70
88,函館・芝2000,  2-  5-  6- 28/ 41,4.9%,17.1%,31.7%,46,76,33.4,6.7着,4.9人気,12.0,955,242,0,0.0%,12.2%,14.6%,121.50,12.15,59.26
89,新潟・芝2000外,  2-  4-  5- 27/ 38,5.3%,15.8%,28.9%,32,76,30.9,6.3着,5.1人気,18.0,610,292,0,0.0%,10.5%,13.2%,121.12,12.11,59.45
90,福島・障2750芝,  2-  2-  1- 20/ 25,8.0%,16.0%,20.0%,93,48,74.6,6.1着,5.7人気,27.6,1170,244,0,0.0%,8.0%,4.0%,184.06,13.39,53.79
91,新潟・障2850芝,  2-  1-  1- 28/ 32,6.3%,9.4%,12.5%,39,29,62.4,7.4着,6.1人気,40.8,635,232,0,0.0%,3.1%,3.1%,190.88,13.39,53.75
92,阪神・障2970ダ,  2-  1-  0- 19/ 22,9.1%,13.6%,13.6%,66,35,127.6,6.9着,6.6人気,45.4,730,257,0,0.0%,4.5%,0.0%,209.38,14.10,51.06
93,東京・障3000ダ,  2-  1-  0- 12/ 15,13.3%,20.0%,20.0%,93,58,185.4,7.5着,8.1人気,65.0,700,293,0,0.0%,6.7%,0.0%,209.08,13.94,51.65
94,小倉・障3390芝,  2-  0-  2- 12/ 16,12.5%,12.5%,25.0%,36,25,118.2,5.9着,5.8人気,35.1,290,137,0,0.0%,0.0%,12.5%,228.97,13.51,53.30
95,新潟・障2890芝,  2-  0-  1- 27/ 30,6.7%,6.7%,10.0%,51,17,83.3,7.8着,6.8人気,34.0,775,177,0,0.0%,0.0%,3.3%,194.93,13.49,53.37
96,中山・障3200ダ,  2-  0-  1-  4/  7,28.6%,28.6%,42.9%,230,81,161.9,4.4着,3.6人気,9.1,805,190,0,0.0%,0.0%,14.3%,218.46,13.65,52.73
97,新潟・芝2400,  2-  0-  0- 11/ 13,15.4%,15.4%,15.4%,33,18,75.4,6.7着,5.0人気,21.0,215,120,0,0.0%,0.0%,0.0%,148.35,12.36,58.24
98,阪神・障3110ダ,  2-  0-  0-  4/  6,33.3%,33.3%,33.3%,368,93,196.4,4.7着,4.2人気,21.5,1105,280,0,0.0%,0.0%,0.0%,211.93,13.63,52.83
99,中山・障4260芝,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,256,96,230.6,3.0着,4.0人気,11.0,385,145,0,0.0%,0.0%,0.0%,291.00,13.66,52.70
100,京都・障3170ダ,  1-  1-  2- 10/ 14,7.1%,14.3%,28.6%,43,78,102.5,6.1着,5.5人気,17.7,610,275,0,0.0%,7.1%,14.3%,217.75,13.74,52.41
101,函館・ダ2400,  1-  1-  1-  5/  8,12.5%,25.0%,37.5%,35,68,62.1,5.3着,3.9人気,13.4,280,183,0,0.0%,12.5%,12.5%,156.00,13.00,55.38
102,東京・障3110芝,  1-  1-  0-  8/ 10,10.0%,20.0%,20.0%,39,47,112.1,6.1着,5.6人気,24.7,390,235,0,0.0%,10.0%,0.0%,208.85,13.43,53.61
103,阪神・芝2600外,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,24,52,81.0,6.1着,4.0人気,13.2,170,185,0,0.0%,14.3%,0.0%,159.11,12.24,58.83
104,中山・障3350芝,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,395,215,313.6,1.5着,3.0人気,6.6,790,215,0,0.0%,50.0%,0.0%,223.55,13.35,53.95
105,札幌・ダ2400,  1-  0-  2-  4/  7,14.3%,14.3%,42.9%,92,85,97.6,5.6着,4.6人気,10.7,650,200,0,0.0%,0.0%,28.6%,158.60,13.22,54.48
106,京都・芝3000外,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,94,31,173.8,8.6着,6.9人気,23.0,660,220,0,0.0%,0.0%,0.0%,186.37,12.42,57.95
107,中山・ダ2500,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,160,46,334.1,4.3着,6.7人気,20.1,480,140,0,0.0%,0.0%,0.0%,165.10,13.21,54.51
108,京都・障3930芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,66,36,132.2,5.0着,3.3人気,16.2,200,110,0,0.0%,0.0%,0.0%,275.73,14.03,51.31
109,中京・障3330芝,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,220,75,304.6,3.0着,3.5人気,7.2,440,150,0,0.0%,0.0%,0.0%,221.20,13.29,54.20
110,新潟・ダ2500,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,110,50,248.1,6.7着,5.0人気,16.5,330,150,0,0.0%,0.0%,0.0%,165.03,13.20,54.53
111,東京・芝2300,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,180,85,258.0,4.5着,4.0人気,6.4,360,170,0,0.0%,0.0%,0.0%,141.00,12.26,58.72
112,阪神・障3140芝,  0-  2-  1-  4/  7,0.0%,28.6%,42.9%,0,95,0.0,4.7着,5.1人気,20.5,,223,0,0.0%,28.6%,14.3%,212.59,13.54,53.17
113,新潟・障3290芝,  0-  2-  1-  1/  4,0.0%,50.0%,75.0%,0,137,0.0,3.0着,6.0人気,17.7,,183,0,0.0%,50.0%,25.0%,218.30,13.27,54.26
114,阪神・障3900芝,  0-  2-  1-  0/  3,0.0%,66.7%,100.0%,0,166,0.0,2.3着,3.3人気,11.7,,167,0,0.0%,66.7%,33.3%,269.27,13.81,52.14
115,新潟・障3250芝,  0-  2-  0-  6/  8,0.0%,25.0%,25.0%,0,42,0.0,4.9着,3.9人気,15.1,,170,0,0.0%,25.0%,0.0%,214.16,13.18,54.63
116,小倉・ダ2400,  0-  2-  0-  4/  6,0.0%,33.3%,33.3%,0,66,0.0,6.5着,5.0人気,15.0,,200,0,0.0%,33.3%,0.0%,155.82,12.98,55.45
117,福島・ダ2400,  0-  1-  2-  2/  5,0.0%,20.0%,60.0%,0,150,0.0,4.0着,3.0人気,7.0,,250,0,0.0%,20.0%,40.0%,155.24,12.94,55.66
118,東京・芝2500,  0-  1-  2-  5/  8,0.0%,12.5%,37.5%,0,53,0.0,5.9着,5.8人気,18.5,,215,0,0.0%,12.5%,25.0%,151.70,12.14,59.33
119,中京・障3300芝,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,35,0.0,5.7着,4.2人気,13.3,,210,0,0.0%,16.7%,0.0%,219.56,13.31,54.11
120,中山・障3210芝,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,62,0.0,6.8着,8.0人気,33.8,,250,0,0.0%,25.0%,0.0%,220.50,13.74,52.41
121,福島・障2770芝,  0-  1-  0- 12/ 13,0.0%,7.7%,7.7%,0,92,0.0,9.4着,8.9人気,70.1,,1200,0,0.0%,7.7%,0.0%,189.22,13.66,52.70
122,中京・障3000芝,  0-  0-  1- 13/ 14,0.0%,0.0%,7.1%,0,72,0.0,7.9着,7.1人気,43.0,,1020,0,0.0%,0.0%,7.1%,206.28,13.75,52.36
123,福島・障3380芝,  0-  0-  1-  6/  7,0.0%,0.0%,14.3%,0,31,0.0,6.0着,5.1人気,21.6,,220,0,0.0%,0.0%,14.3%,228.54,13.52,53.24
124,京都・障3170芝,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,90,0.0,6.0着,6.7人気,25.1,,270,0,0.0%,0.0%,33.3%,218.40,13.78,52.25
125,中山・障4100芝,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,76,0.0,5.7着,6.7人気,76.2,,230,0,0.0%,0.0%,33.3%,286.93,14.00,51.44
126,京都・障2910ダ,  0-  0-  0- 18/ 18,0.0%,0.0%,0.0%,0,0,0.0,9.2着,7.7人気,49.3,,,0,0.0%,0.0%,0.0%,206.11,14.17,50.83
127,京都・芝3200外,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.3着,3.0人気,5.8,,,0,0.0%,0.0%,0.0%,194.63,12.16,59.19
128,東京・芝3400,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.7着,5.3人気,14.8,,,0,0.0%,0.0%,0.0%,212.57,12.50,57.58
129,中山・障4250芝,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,14.7,,,0,0.0%,0.0%,0.0%,288.80,13.59,52.98
130,中山・芝3600,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.0人気,13.4,,,0,0.0%,0.0%,0.0%,227.68,12.65,56.92
131,中山・障3570芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.3人気,25.0,,,0,0.0%,0.0%,0.0%,243.47,13.64,52.79
132,函館・芝1000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,4.5,,,0,0.0%,0.0%,0.0%,59.00,11.80,61.02
133,東京・障3100ダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,5.0人気,16.0,,,0,0.0%,0.0%,0.0%,216.60,13.97,51.52
134,中京・芝3000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,3.0人気,6.4,,,0,0.0%,0.0%,0.0%,193.40,12.89,55.84
