順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
34,福島・芝1800, 15- 15-  9- 60/ 99,15.2%,30.3%,39.4%,78,73,90.3,5.7着,4.3人気,13.0,519,193,0,0.0%,15.2%,9.1%,109.47,12.16,59.20
35,京都・芝1600, 15- 11- 14- 68/108,13.9%,24.1%,37.0%,75,78,83.6,5.4着,3.8人気,11.4,546,218,0,0.0%,10.2%,13.0%,95.58,11.95,60.26
36,中京・芝1600, 15- 11- 10- 80/116,12.9%,22.4%,31.0%,83,70,86.6,5.9着,4.4人気,13.3,647,234,0,0.0%,9.5%,8.6%,95.23,11.90,60.48
37,中山・芝1800, 14- 14- 12- 63/103,13.6%,27.2%,38.8%,69,78,86.3,5.1着,4.1人気,12.2,510,201,0,0.0%,13.6%,11.7%,109.19,12.13,59.34
38,小倉・障2860芝, 14- 11-  8- 33/ 66,21.2%,37.9%,50.0%,215,95,101.8,4.8着,3.7人気,16.4,1017,192,0,0.0%,16.7%,12.1%,194.79,13.62,52.86
39,小倉・ダ1000, 13- 12- 12- 52/ 89,14.6%,28.1%,41.6%,63,80,85.0,5.0着,4.3人気,16.2,432,194,0,0.0%,13.5%,13.5%,59.08,11.82,60.94
40,東京・ダ2100, 13- 12- 10- 76/111,11.7%,22.5%,31.5%,84,67,76.9,5.6着,4.1人気,11.9,722,214,0,0.0%,10.8%,9.0%,133.08,12.67,56.81
41,札幌・ダ1000, 13-  5-  5- 28/ 51,25.5%,35.3%,45.1%,116,88,153.3,4.0着,3.8人気,9.7,457,197,0,0.0%,9.8%,9.8%,59.67,11.93,60.33
42,京都・ダ1900, 12- 15- 12- 57/ 96,12.5%,28.1%,40.6%,73,80,74.7,5.0着,3.9人気,11.9,589,198,0,0.0%,15.6%,12.5%,121.03,12.74,56.52
43,福島・芝2000, 12- 10- 14- 52/ 88,13.6%,25.0%,40.9%,65,90,80.0,5.0着,3.8人気,9.8,479,220,0,0.0%,11.4%,15.9%,121.65,12.17,59.19
44,新潟・芝1600外, 12- 10-  9- 56/ 87,13.8%,25.3%,35.6%,113,72,91.7,5.5着,4.2人気,15.1,825,205,0,0.0%,11.5%,10.3%,95.42,11.93,60.36
45,函館・ダ1000, 12-  9-  4- 36/ 61,19.7%,34.4%,41.0%,81,78,115.2,5.2着,4.6人気,18.7,414,191,0,0.0%,14.8%,6.6%,59.72,11.94,60.28
46,函館・芝1200, 11- 19- 11- 89/130,8.5%,23.1%,31.5%,53,75,61.2,5.5着,4.8人気,17.7,636,265,0,0.0%,14.6%,8.5%,69.71,11.62,61.97
47,中山・芝1200, 11- 12- 13- 65/101,10.9%,22.8%,35.6%,49,73,65.5,6.1着,4.2人気,14.8,456,205,0,0.0%,11.9%,12.9%,68.85,11.47,62.75
48,札幌・芝1800, 11-  9-  5- 38/ 63,17.5%,31.7%,39.7%,77,76,95.8,4.8着,3.5人気,9.9,444,219,0,0.0%,14.3%,7.9%,110.36,12.26,58.72
49,阪神・芝2400外, 11-  4-  5- 20/ 40,27.5%,37.5%,50.0%,88,74,128.0,4.2着,3.4人気,9.4,321,157,0,0.0%,10.0%,12.5%,147.76,12.31,58.47
50,新潟・芝1800外, 10- 15- 10- 67/102,9.8%,24.5%,34.3%,65,71,69.0,5.9着,4.2人気,14.6,665,209,0,0.0%,14.7%,9.8%,108.53,12.06,59.71
51,小倉・芝2000, 10- 13- 17- 75/115,8.7%,20.0%,34.8%,42,76,48.4,5.9着,4.0人気,12.2,486,220,0,0.0%,11.3%,14.8%,122.26,12.23,58.89
52,中京・芝1400, 10- 13- 10- 61/ 94,10.6%,24.5%,35.1%,52,73,63.2,5.5着,4.1人気,12.6,490,210,0,0.0%,13.8%,10.6%,81.95,11.71,61.50
53,京都・芝1400外, 10- 13-  7- 54/ 84,11.9%,27.4%,35.7%,122,83,76.4,5.8着,4.6人気,11.8,1028,241,0,0.0%,15.5%,8.3%,81.64,11.66,61.73
54,阪神・ダ1200, 10- 12- 12- 89/123,8.1%,17.9%,27.6%,59,62,61.8,6.5着,5.0人気,22.3,733,234,0,0.0%,9.8%,9.8%,73.33,12.22,58.91
55,中京・ダ1200, 10- 10-  8- 59/ 87,11.5%,23.0%,32.2%,49,72,72.5,5.9着,4.8人気,15.3,428,226,0,0.0%,11.5%,9.2%,73.00,12.17,59.18
56,東京・ダ1300, 10-  9-  7- 40/ 66,15.2%,28.8%,39.4%,89,71,81.9,5.6着,3.9人気,11.4,589,181,0,0.0%,13.6%,10.6%,79.80,12.28,58.65
57,東京・芝2400, 10-  7- 16- 52/ 85,11.8%,20.0%,38.8%,59,67,72.7,5.2着,4.0人気,15.1,505,180,0,0.0%,8.2%,18.8%,146.37,12.20,59.03
58,中京・ダ1900, 10-  7-  6- 33/ 56,17.9%,30.4%,41.1%,101,80,103.5,4.6着,4.1人気,10.3,571,195,0,0.0%,12.5%,10.7%,121.15,12.75,56.46
59,中山・障2880ダ, 10-  5-  3- 21/ 39,25.6%,38.5%,46.2%,94,67,101.2,4.7着,2.9人気,10.4,368,147,0,0.0%,12.8%,7.7%,198.13,13.76,52.33
60,札幌・芝1200, 10-  3-  6- 53/ 72,13.9%,18.1%,26.4%,69,50,90.4,5.8着,4.3人気,10.9,500,193,0,0.0%,4.2%,8.3%,69.99,11.66,61.73
61,阪神・芝1800外,  9- 15- 16- 36/ 76,11.8%,31.6%,52.6%,71,81,66.7,4.5着,3.9人気,10.0,604,173,0,0.0%,19.7%,21.1%,107.05,11.89,60.53
62,札幌・芝2000,  9- 13-  7- 38/ 67,13.4%,32.8%,43.3%,100,94,85.1,5.0着,4.2人気,13.4,744,219,0,0.0%,19.4%,10.4%,122.63,12.26,58.71
63,阪神・芝1200,  9-  8-  8- 33/ 58,15.5%,29.3%,43.1%,135,97,93.6,5.2着,4.4人気,12.6,873,226,0,0.0%,13.8%,13.8%,69.12,11.52,62.50
64,阪神・芝1400,  8- 12-  7- 42/ 69,11.6%,29.0%,39.1%,55,76,70.4,5.5着,4.5人気,15.4,479,203,0,0.0%,17.4%,10.1%,81.48,11.64,61.86
65,新潟・芝1400,  8- 11- 10- 47/ 76,10.5%,25.0%,38.2%,56,90,69.7,5.7着,4.3人気,13.3,538,237,0,0.0%,14.5%,13.2%,82.53,11.79,61.07
66,札幌・芝1500,  8- 10- 11- 33/ 62,12.9%,29.0%,46.8%,64,90,74.7,4.5着,3.7人気,9.3,501,194,0,0.0%,16.1%,17.7%,90.24,12.03,59.84
67,京都・芝1200,  8-  9-  4- 61/ 82,9.8%,20.7%,25.6%,61,69,82.0,6.3着,5.3人気,15.0,631,270,0,0.0%,11.0%,4.9%,69.22,11.54,62.41
68,中京・芝2200,  8-  4- 10- 22/ 44,18.2%,27.3%,50.0%,97,88,101.1,4.3着,4.0人気,13.1,539,194,0,0.0%,9.1%,22.7%,134.30,12.21,58.97
69,新潟・障2850芝,  7-  5-  5- 20/ 37,18.9%,32.4%,45.9%,84,69,75.5,4.4着,3.1人気,14.0,444,151,0,0.0%,13.5%,13.5%,188.50,13.23,54.43
70,京都・芝2400外,  6- 11-  6- 26/ 49,12.2%,34.7%,46.9%,44,78,67.5,4.2着,3.4人気,9.3,360,184,0,0.0%,22.4%,12.2%,146.40,12.20,59.02
71,中京・芝1200,  6-  8-  5- 29/ 48,12.5%,29.2%,39.6%,82,68,80.2,5.7着,5.1人気,15.3,663,182,0,0.0%,16.7%,10.4%,69.41,11.57,62.24
72,新潟・芝1000,  6-  4-  8- 56/ 74,8.1%,13.5%,24.3%,30,59,76.0,7.1着,6.4人気,23.2,380,244,0,0.0%,5.4%,10.8%,56.16,11.23,64.10
73,中山・ダ2400,  6-  3-  1- 15/ 25,24.0%,36.0%,40.0%,136,76,131.2,5.2着,3.4人気,8.2,570,192,0,0.0%,12.0%,4.0%,156.95,13.08,55.05
74,新潟・芝2000外,  5-  5-  2- 28/ 40,12.5%,25.0%,30.0%,37,48,66.8,5.6着,3.7人気,10.8,300,160,0,0.0%,12.5%,5.0%,120.85,12.08,59.58
75,阪神・芝2200,  5-  5-  2- 10/ 22,22.7%,45.5%,54.5%,109,85,102.7,4.3着,3.1人気,7.6,482,158,0,0.0%,22.7%,9.1%,133.02,12.09,59.54
76,福島・芝2600,  5-  4-  3- 23/ 35,14.3%,25.7%,34.3%,153,76,84.6,6.1着,3.9人気,8.8,1074,244,0,0.0%,11.4%,8.6%,161.72,12.44,57.88
77,中山・芝2200,  4- 11-  7- 29/ 51,7.8%,29.4%,43.1%,41,106,49.8,5.2着,4.5人気,16.7,530,246,0,0.0%,21.6%,13.7%,134.18,12.20,59.03
78,阪神・ダ2000,  4-  7-  3- 23/ 37,10.8%,29.7%,37.8%,63,89,65.5,5.0着,3.7人気,9.6,590,237,0,0.0%,18.9%,8.1%,127.39,12.74,56.52
79,小倉・芝2600,  4-  6-  4- 21/ 35,11.4%,28.6%,40.0%,50,72,67.5,5.9着,3.7人気,11.1,445,181,0,0.0%,17.1%,11.4%,162.09,12.47,57.75
80,京都・芝2200外,  4-  5-  7- 32/ 48,8.3%,18.8%,33.3%,166,67,55.3,5.5着,4.0人気,12.8,1992,233,0,0.0%,10.4%,14.6%,134.43,12.22,58.92
81,新潟・芝1200,  4-  5-  6- 31/ 46,8.7%,19.6%,32.6%,48,60,48.9,6.3着,4.0人気,10.6,560,185,0,0.0%,10.9%,13.0%,70.25,11.71,61.49
82,阪神・障2970ダ,  4-  4-  1- 11/ 20,20.0%,40.0%,45.0%,81,68,85.1,4.9着,3.0人気,13.9,405,152,0,0.0%,20.0%,5.0%,206.74,13.92,51.72
83,福島・障2770芝,  4-  3-  1-  3/ 11,36.4%,63.6%,72.7%,90,173,113.6,4.2着,2.5人気,9.4,250,239,0,0.0%,27.3%,9.1%,183.49,13.25,54.35
84,函館・芝1800,  3-  8-  3- 45/ 59,5.1%,18.6%,23.7%,16,37,36.9,6.8着,4.8人気,18.3,320,160,0,0.0%,13.6%,5.1%,109.04,12.12,59.43
85,新潟・芝2200,  3-  6-  3- 17/ 29,10.3%,31.0%,41.4%,58,81,60.7,5.3着,3.8人気,15.7,563,197,0,0.0%,20.7%,10.3%,135.00,12.27,58.67
86,新潟・芝2000,  3-  5-  5- 22/ 35,8.6%,22.9%,37.1%,35,65,48.0,5.7着,3.9人気,10.9,413,190,0,0.0%,14.3%,14.3%,123.41,12.34,58.34
87,函館・芝2000,  3-  5-  4- 29/ 41,7.3%,19.5%,29.3%,60,66,43.0,5.4着,3.6人気,11.4,830,227,0,0.0%,12.2%,9.8%,121.27,12.13,59.37
88,福島・障2750芝,  3-  4-  9- 12/ 28,10.7%,25.0%,57.1%,26,83,44.5,3.9着,3.0人気,6.2,250,155,0,0.0%,14.3%,32.1%,183.03,13.31,54.09
89,中山・芝2500,  3-  4-  8- 14/ 29,10.3%,24.1%,51.7%,51,96,64.7,4.5着,3.8人気,11.4,493,187,0,0.0%,13.8%,27.6%,153.55,12.28,58.61
90,京都・障2910ダ,  3-  4-  4-  3/ 14,21.4%,50.0%,78.6%,114,270,83.1,3.2着,3.8人気,15.3,533,344,0,0.0%,28.6%,28.6%,200.78,13.80,52.18
91,札幌・芝2600,  3-  3-  3- 17/ 26,11.5%,23.1%,34.6%,50,67,67.2,4.9着,3.8人気,9.2,433,194,0,0.0%,11.5%,11.5%,162.85,12.53,57.48
92,東京・障3000ダ,  3-  3-  1-  8/ 15,20.0%,40.0%,46.7%,34,56,64.0,4.8着,2.5人気,5.7,170,121,0,0.0%,20.0%,6.7%,206.95,13.80,52.19
93,京都・芝1400,  3-  1-  7- 28/ 39,7.7%,10.3%,28.2%,123,78,47.1,6.7着,4.4人気,13.5,1600,279,0,0.0%,2.6%,17.9%,82.76,11.82,60.90
94,阪神・芝2600外,  3-  1-  1-  3/  8,37.5%,50.0%,62.5%,100,120,163.9,3.6着,3.9人気,14.2,267,192,0,0.0%,12.5%,12.5%,158.90,12.22,58.90
95,新潟・芝2400,  2-  4-  0-  6/ 12,16.7%,50.0%,50.0%,87,131,97.9,4.5着,3.7人気,12.0,525,263,0,0.0%,33.3%,0.0%,147.96,12.33,58.39
96,京都・芝3000外,  2-  3-  0-  5/ 10,20.0%,50.0%,50.0%,135,106,129.2,5.1着,3.7人気,7.3,675,212,0,0.0%,30.0%,0.0%,185.55,12.37,58.21
97,札幌・ダ2400,  2-  2-  0-  2/  6,33.3%,66.7%,66.7%,170,125,137.1,2.7着,2.7人気,5.3,510,188,0,0.0%,33.3%,0.0%,157.40,13.12,54.89
98,中京・障3300芝,  2-  1-  0-  2/  5,40.0%,60.0%,60.0%,138,100,155.4,4.0着,2.6人気,4.8,345,167,0,0.0%,20.0%,0.0%,218.46,13.24,54.38
99,京都・障3170ダ,  2-  0-  3-  7/ 12,16.7%,16.7%,41.7%,69,64,113.1,4.9着,3.5人気,10.8,415,154,0,0.0%,0.0%,25.0%,217.96,13.75,52.36
100,福島・障3380芝,  2-  0-  1-  3/  6,33.3%,33.3%,50.0%,213,90,192.8,4.5着,3.7人気,7.3,640,180,0,0.0%,0.0%,16.7%,226.52,13.40,53.72
101,東京・芝2300,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,336,140,369.3,3.3着,3.7人気,6.4,505,210,0,0.0%,0.0%,0.0%,140.27,12.20,59.03
102,新潟・障2890芝,  1-  3-  6- 19/ 29,3.4%,13.8%,34.5%,49,58,17.3,5.5着,3.7人気,10.7,1440,171,0,0.0%,10.3%,20.7%,193.95,13.42,53.64
103,函館・芝2600,  1-  3-  1- 12/ 17,5.9%,23.5%,29.4%,70,57,50.7,5.7着,4.9人気,12.0,1190,196,0,0.0%,17.6%,5.9%,162.39,12.49,57.64
104,中京・障3000芝,  1-  2-  1- 11/ 15,6.7%,20.0%,26.7%,20,32,25.9,5.3着,3.3人気,10.3,300,120,0,0.0%,13.3%,6.7%,202.42,13.49,53.35
105,東京・障3110芝,  1-  2-  1-  4/  8,12.5%,37.5%,50.0%,48,75,64.4,5.6着,2.8人気,6.6,390,150,0,0.0%,25.0%,12.5%,208.34,13.40,53.74
106,新潟・障3250芝,  1-  1-  2-  5/  9,11.1%,22.2%,44.4%,43,171,68.5,5.4着,3.8人気,18.9,390,385,0,0.0%,11.1%,22.2%,213.16,13.12,54.89
107,中山・障4100芝,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,150,85,130.1,3.0着,3.0人気,5.3,600,170,0,0.0%,25.0%,0.0%,283.03,13.81,52.15
108,中山・障3210芝,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,286,136,252.8,5.0着,3.7人気,8.7,860,205,0,0.0%,33.3%,0.0%,219.03,13.65,52.76
109,阪神・障3110ダ,  1-  0-  2-  2/  5,20.0%,20.0%,60.0%,112,136,108.5,4.8着,2.8人気,6.6,560,227,0,0.0%,0.0%,40.0%,211.90,13.63,52.84
110,阪神・芝3000,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,47,41,94.7,5.0着,4.0人気,9.0,330,145,0,0.0%,0.0%,14.3%,186.77,12.45,57.82
111,阪神・障3900芝,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,186,113,206.6,2.7着,3.0人気,6.9,560,170,0,0.0%,0.0%,33.3%,269.87,13.84,52.03
112,福島・ダ2400,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,108,40,86.9,5.0着,3.8人気,16.6,650,240,0,0.0%,0.0%,0.0%,155.87,12.99,55.43
113,中京・障3330芝,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,220,75,274.5,2.5着,3.0人気,5.9,440,150,0,0.0%,0.0%,0.0%,219.75,13.20,54.55
114,中山・障3200ダ,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,70,26,128.9,5.0着,4.0人気,8.2,350,130,0,0.0%,0.0%,0.0%,219.56,13.72,52.47
115,新潟・ダ2500,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,2100,350,1345.6,4.0着,8.5人気,30.9,4200,700,0,0.0%,0.0%,0.0%,162.80,13.02,55.28
116,京都・芝3200外,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,90,55,145.2,6.5着,2.0人気,4.7,180,110,0,0.0%,0.0%,0.0%,195.70,12.23,58.87
117,小倉・障3390芝,  0-  1-  1- 10/ 12,0.0%,8.3%,16.7%,0,21,0.0,6.5着,3.0人気,7.6,,260,0,0.0%,8.3%,8.3%,229.75,13.55,53.12
118,新潟・障3290芝,  0-  1-  1-  1/  3,0.0%,33.3%,66.7%,0,90,0.0,3.3着,2.3人気,5.3,,135,0,0.0%,33.3%,33.3%,218.70,13.29,54.16
119,阪神・障3140芝,  0-  1-  1-  2/  4,0.0%,25.0%,50.0%,0,75,0.0,4.5着,3.0人気,7.4,,150,0,0.0%,25.0%,25.0%,212.45,13.53,53.21
120,函館・ダ2400,  0-  1-  0-  6/  7,0.0%,14.3%,14.3%,0,28,0.0,6.3着,4.7人気,15.0,,200,0,0.0%,14.3%,0.0%,156.70,13.06,55.14
121,中山・障3350芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,66,0.0,6.3着,2.7人気,5.7,,200,0,0.0%,33.3%,0.0%,225.70,13.47,53.43
122,中山・障3570芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,60,0.0,7.0着,3.0人気,6.9,,180,0,0.0%,33.3%,0.0%,240.65,13.48,53.41
123,中山・障4260芝,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,75,0.0,4.0着,3.0人気,5.3,,150,0,0.0%,50.0%,0.0%,292.55,13.73,52.42
124,東京・障3100ダ,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,2.1,,110,0,0.0%,100.0%,0.0%,210.60,13.59,52.99
125,中京・芝3000,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,180,0.0,2.0着,2.0人気,3.9,,180,0,0.0%,100.0%,0.0%,190.50,12.70,56.69
126,京都・障3170芝,  0-  0-  3-  0/  3,0.0%,0.0%,100.0%,0,180,0.0,3.0着,4.0人気,8.1,,270,0,0.0%,0.0%,100.0%,217.10,13.70,52.57
127,東京・芝2500,  0-  0-  2-  6/  8,0.0%,0.0%,25.0%,0,108,0.0,6.8着,6.3人気,16.6,,435,0,0.0%,0.0%,25.0%,151.81,12.15,59.28
128,小倉・ダ2400,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,186,0.0,4.0着,5.0人気,15.4,,930,0,0.0%,0.0%,20.0%,154.98,12.92,55.75
129,函館・芝1000,  0-  0-  1-  3/  4,0.0%,0.0%,25.0%,0,32,0.0,6.3着,4.0人気,10.5,,130,0,0.0%,0.0%,25.0%,58.50,11.70,61.54
130,中山・障4250芝,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,550,0.0,3.0着,3.0人気,14.2,,550,0,0.0%,0.0%,100.0%,288.10,13.56,53.11
131,中山・芝3600,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,270,0.0,3.0着,6.0人気,12.3,,270,0,0.0%,0.0%,100.0%,227.00,12.61,57.09
132,京都・障3930芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.7着,2.3人気,5.5,,,0,0.0%,0.0%,0.0%,279.60,14.23,50.60
133,東京・芝3400,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,9.1,,,0,0.0%,0.0%,0.0%,213.10,12.54,57.44
134,中山・ダ2500,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.5人気,17.4,,,0,0.0%,0.0%,0.0%,167.05,13.36,53.88
