順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
12,中山・芝2000, 52- 33- 24- 57/166,31.3%,51.2%,65.7%,90,93,89.6,3.5着,1.8人気,4.0,288,144,0,0.0%,19.9%,14.5%,121.12,12.11,59.45
13,小倉・芝1200, 50- 37- 23-129/239,20.9%,36.4%,46.0%,80,80,80.8,5.2着,2.7人気,6.2,385,174,0,0.0%,15.5%,9.6%,69.51,11.59,62.15
14,中山・芝1600, 50- 35- 36- 82/203,24.6%,41.9%,59.6%,77,89,72.2,4.0着,2.0人気,4.6,316,152,0,0.0%,17.2%,17.7%,94.56,11.82,60.91
15,阪神・ダ1400, 50- 19- 29- 85/183,27.3%,37.7%,53.6%,90,78,93.4,4.5着,2.6人気,6.0,330,147,0,0.0%,10.4%,15.8%,85.60,12.23,58.88
16,京都・芝2000, 48- 26- 18- 75/167,28.7%,44.3%,55.1%,97,80,85.4,3.9着,2.3人気,4.4,339,148,0,0.0%,15.6%,10.8%,121.49,12.15,59.26
17,東京・芝1400, 45- 34- 24- 65/168,26.8%,47.0%,61.3%,83,87,82.5,3.6着,2.0人気,4.5,311,143,0,0.0%,20.2%,14.3%,81.75,11.68,61.65
18,小倉・ダ1700, 44- 32- 22-110/208,21.2%,36.5%,47.1%,81,79,79.1,4.9着,2.5人気,5.7,384,169,0,0.0%,15.4%,10.6%,106.50,12.53,57.46
19,東京・芝2000, 42- 21- 18- 48/129,32.6%,48.8%,62.8%,77,79,82.8,3.5着,1.8人気,3.7,239,128,0,0.0%,16.3%,14.0%,120.56,12.06,59.72
20,札幌・ダ1700, 41- 33- 23- 68/165,24.8%,44.8%,58.8%,86,90,84.8,4.0着,2.4人気,5.1,346,156,0,0.0%,20.0%,13.9%,106.95,12.58,57.22
21,京都・芝1800外, 40- 37- 15- 61/153,26.1%,50.3%,60.1%,85,82,84.5,3.7着,2.4人気,4.7,326,142,0,0.0%,24.2%,9.8%,107.71,11.97,60.16
22,京都・ダ1200, 40- 34- 19-103/196,20.4%,37.8%,47.4%,75,73,75.0,4.5着,2.6人気,6.2,370,155,0,0.0%,17.3%,9.7%,72.84,12.14,59.30
23,新潟・ダ1200, 39- 32- 21- 89/181,21.5%,39.2%,50.8%,71,86,77.6,4.6着,2.6人気,5.6,333,170,0,0.0%,17.7%,11.6%,72.53,12.09,59.56
24,中京・芝2000, 38- 29- 21- 61/149,25.5%,45.0%,59.1%,63,84,74.2,3.9着,2.2人気,4.6,248,146,0,0.0%,19.5%,14.1%,121.54,12.15,59.24
25,小倉・芝1800, 38- 17- 15- 60/130,29.2%,42.3%,53.8%,102,81,96.5,4.4着,2.3人気,4.8,352,153,0,0.0%,13.1%,11.5%,109.24,12.14,59.32
26,中京・ダ1400, 35- 18- 21- 82/156,22.4%,34.0%,47.4%,91,75,85.4,4.7着,2.6人気,5.9,407,159,0,0.0%,11.5%,13.5%,85.37,12.20,59.04
27,東京・芝2400, 34- 18- 11- 30/ 93,36.6%,55.9%,67.7%,92,87,94.1,3.5着,1.9人気,3.5,254,130,0,0.0%,19.4%,11.8%,146.07,12.17,59.15
28,福島・芝1200, 33- 30- 21- 94/178,18.5%,35.4%,47.2%,77,76,75.1,4.7着,2.9人気,7.2,418,162,0,0.0%,16.9%,11.8%,69.82,11.64,61.87
29,阪神・ダ1200, 32- 21- 15- 70/138,23.2%,38.4%,49.3%,74,77,78.3,4.3着,2.6人気,6.2,321,157,0,0.0%,15.2%,10.9%,72.86,12.14,59.29
30,新潟・芝1800外, 30- 18-  9- 52/109,27.5%,44.0%,52.3%,74,73,81.1,4.9着,2.0人気,4.1,272,141,0,0.0%,16.5%,8.3%,108.29,12.03,59.84
31,京都・芝1600, 29- 19- 14- 49/111,26.1%,43.2%,55.9%,86,79,79.2,3.8着,2.0人気,3.9,332,142,0,0.0%,17.1%,12.6%,95.31,11.91,60.43
32,福島・ダ1700, 28- 39- 25- 89/181,15.5%,37.0%,50.8%,54,81,56.3,4.3着,2.4人気,5.2,350,160,0,0.0%,21.5%,13.8%,107.07,12.60,57.16
33,東京・ダ2100, 28- 25- 11- 51/115,24.3%,46.1%,55.7%,58,77,69.4,4.0着,1.9人気,3.9,240,140,0,0.0%,21.7%,9.6%,132.44,12.61,57.08
34,小倉・芝2000, 27- 26- 13- 69/135,20.0%,39.3%,48.9%,72,78,75.3,4.4着,2.6人気,5.3,364,160,0,0.0%,19.3%,9.6%,122.14,12.21,58.95
35,阪神・芝1600外, 27- 25- 12- 74/138,19.6%,37.7%,46.4%,59,68,68.3,4.4着,2.2人気,4.8,305,148,0,0.0%,18.1%,8.7%,94.33,11.79,61.06
36,中京・ダ1200, 27- 14- 15- 47/103,26.2%,39.8%,54.4%,134,106,101.4,4.5着,2.9人気,7.3,512,196,0,0.0%,13.6%,14.6%,72.69,12.12,59.43
37,函館・ダ1700, 26- 19- 19- 53/117,22.2%,38.5%,54.7%,68,81,77.4,4.2着,2.6人気,5.5,307,150,0,0.0%,16.2%,16.2%,106.12,12.48,57.67
38,中山・芝1200, 26- 12- 16- 57/111,23.4%,34.2%,48.6%,95,85,100.7,4.7着,2.8人気,6.4,406,176,0,0.0%,10.8%,14.4%,68.69,11.45,62.89
39,阪神・芝1800外, 25- 23-  9- 37/ 94,26.6%,51.1%,60.6%,72,84,79.9,3.6着,2.0人気,4.2,272,145,0,0.0%,24.5%,9.6%,106.84,11.87,60.65
40,函館・芝1200, 24- 23- 18- 77/142,16.9%,33.1%,45.8%,56,73,60.6,4.6着,2.7人気,5.9,337,160,0,0.0%,16.2%,12.7%,69.51,11.58,62.15
41,京都・ダ1900, 24- 20- 10- 53/107,22.4%,41.1%,50.5%,61,72,66.1,4.4着,2.1人気,4.3,276,143,0,0.0%,18.7%,9.3%,120.80,12.72,56.62
42,中山・芝1800, 24- 19- 11- 54/108,22.2%,39.8%,50.0%,62,65,69.2,4.4着,2.2人気,4.7,280,134,0,0.0%,17.6%,10.2%,109.05,12.12,59.42
43,福島・芝2000, 24- 13- 16- 45/ 98,24.5%,37.8%,54.1%,73,82,78.9,4.7着,2.2人気,5.2,301,152,0,0.0%,13.3%,16.3%,121.41,12.14,59.30
44,福島・ダ1150, 22- 22- 13- 62/119,18.5%,37.0%,47.9%,67,72,65.9,4.7着,2.5人気,5.6,364,152,0,0.0%,18.5%,10.9%,69.41,12.07,59.65
45,福島・芝1800, 22- 13-  9- 61/105,21.0%,33.3%,41.9%,85,65,76.7,5.4着,2.6人気,6.4,410,156,0,0.0%,12.4%,8.6%,109.34,12.15,59.26
46,中京・芝1600, 21- 26- 15- 53/115,18.3%,40.9%,53.9%,58,79,61.2,4.7着,2.3人気,4.9,320,149,0,0.0%,22.6%,13.0%,94.94,11.87,60.67
47,中京・芝1400, 21- 19- 15- 41/ 96,21.9%,41.7%,57.3%,92,92,80.0,4.4着,2.3人気,5.0,424,161,0,0.0%,19.8%,15.6%,81.62,11.66,61.75
48,新潟・芝1600外, 20- 12- 14- 35/ 81,24.7%,39.5%,56.8%,85,87,67.9,4.0着,2.1人気,5.0,345,158,0,0.0%,14.8%,17.3%,95.14,11.89,60.54
49,阪神・芝2000, 19- 20- 21- 47/107,17.8%,36.4%,56.1%,48,71,53.4,4.2着,2.3人気,4.7,276,135,0,0.0%,18.7%,19.6%,121.16,12.12,59.43
50,札幌・芝1500, 18- 15-  9- 27/ 69,26.1%,47.8%,60.9%,86,90,87.3,3.5着,2.3人気,4.7,333,149,0,0.0%,21.7%,13.0%,89.85,11.98,60.10
51,京都・芝1600外, 17- 21-  9- 47/ 94,18.1%,40.4%,50.0%,68,79,66.8,4.6着,2.4人気,5.4,380,163,0,0.0%,22.3%,9.6%,93.96,11.75,61.30
52,阪神・芝1400, 17- 11-  9- 40/ 77,22.1%,36.4%,48.1%,77,76,84.3,4.8着,2.7人気,6.2,353,159,0,0.0%,14.3%,11.7%,81.48,11.64,61.86
53,札幌・芝1800, 16- 16-  9- 28/ 69,23.2%,46.4%,59.4%,89,100,73.3,3.6着,2.3人気,5.0,384,177,0,0.0%,23.2%,13.0%,110.07,12.23,58.87
54,新潟・芝1400, 16- 15- 13- 38/ 82,19.5%,37.8%,53.7%,68,87,69.8,5.1着,2.5人気,5.7,349,162,0,0.0%,18.3%,15.9%,82.34,11.76,61.21
55,函館・芝1800, 16- 11-  9- 41/ 77,20.8%,35.1%,46.8%,49,68,73.1,5.1着,2.7人気,6.3,236,146,0,0.0%,14.3%,11.7%,108.91,12.10,59.50
56,京都・芝2400外, 15- 13-  4- 23/ 55,27.3%,50.9%,58.2%,62,74,77.7,3.6着,2.1人気,4.2,227,129,0,0.0%,23.6%,7.3%,146.28,12.19,59.07
57,京都・芝1400外, 15- 12- 17- 44/ 88,17.0%,30.7%,50.0%,74,81,67.6,4.7着,2.3人気,5.1,438,167,0,0.0%,13.6%,19.3%,81.46,11.64,61.87
58,京都・芝1200, 15- 10- 10- 48/ 83,18.1%,30.1%,42.2%,58,69,77.4,5.7着,2.9人気,6.9,322,169,0,0.0%,12.0%,12.0%,69.14,11.52,62.49
59,札幌・芝2000, 15-  8-  9- 35/ 67,22.4%,34.3%,47.8%,68,72,76.6,4.7着,2.2人気,4.5,307,156,0,0.0%,11.9%,13.4%,122.53,12.25,58.76
60,中山・芝2200, 15-  7-  9- 21/ 52,28.8%,42.3%,59.6%,92,94,92.0,4.4着,2.3人気,4.9,319,158,0,0.0%,13.5%,17.3%,134.02,12.18,59.10
61,小倉・ダ1000, 14- 17- 10- 49/ 90,15.6%,34.4%,45.6%,99,79,60.0,4.7着,2.7人気,6.5,641,175,0,0.0%,18.9%,11.1%,59.06,11.81,60.95
62,中京・ダ1900, 14- 13-  8- 22/ 57,24.6%,47.4%,61.4%,93,91,72.1,3.6着,2.0人気,4.2,381,150,0,0.0%,22.8%,14.0%,120.78,12.71,56.63
63,札幌・芝1200, 13- 17- 11- 33/ 74,17.6%,40.5%,55.4%,76,97,72.4,4.7着,2.8人気,6.6,435,181,0,0.0%,23.0%,14.9%,69.73,11.62,61.96
64,京都・芝2200外, 13- 13-  7- 18/ 51,25.5%,51.0%,64.7%,80,90,73.5,3.5着,2.2人気,4.5,317,141,0,0.0%,25.5%,13.7%,133.91,12.17,59.15
65,東京・ダ1300, 13- 11- 11- 37/ 72,18.1%,33.3%,48.6%,61,72,70.5,4.6着,2.7人気,6.5,338,149,0,0.0%,15.3%,15.3%,79.40,12.21,58.94
66,阪神・芝2400外, 13-  9-  7- 22/ 51,25.5%,43.1%,56.9%,71,67,72.8,3.7着,2.0人気,3.7,279,123,0,0.0%,17.6%,13.7%,146.91,12.24,58.81
67,新潟・芝2000, 13-  4-  2- 23/ 42,31.0%,40.5%,45.2%,96,63,98.3,4.5着,1.8人気,3.8,313,141,0,0.0%,9.5%,4.8%,123.09,12.31,58.50
68,中京・芝2200, 12- 11-  7- 22/ 52,23.1%,44.2%,57.7%,64,78,67.5,3.5着,1.8人気,3.7,281,141,0,0.0%,21.2%,13.5%,133.95,12.18,59.13
69,新潟・芝1200, 12-  4-  5- 27/ 48,25.0%,33.3%,43.8%,91,69,116.7,5.0着,2.9人気,6.7,365,160,0,0.0%,8.3%,10.4%,70.17,11.69,61.57
70,京都・芝1400, 11-  7-  2- 22/ 42,26.2%,42.9%,47.6%,99,74,100.0,5.2着,2.4人気,5.2,381,156,0,0.0%,16.7%,4.8%,82.36,11.77,61.20
71,札幌・ダ1000, 10-  9-  8- 27/ 54,18.5%,35.2%,50.0%,41,75,65.1,4.3着,2.6人気,6.3,224,151,0,0.0%,16.7%,14.8%,59.71,11.94,60.29
72,阪神・ダ2000, 10-  9-  6- 20/ 45,22.2%,42.2%,55.6%,92,85,74.7,4.2着,2.4人気,5.5,415,154,0,0.0%,20.0%,13.3%,127.41,12.74,56.51
73,中京・芝1200, 10-  7-  7- 36/ 60,16.7%,28.3%,40.0%,100,74,72.1,5.2着,2.9人気,6.6,600,186,0,0.0%,11.7%,11.7%,69.04,11.51,62.58
74,新潟・芝2200, 10-  6-  2- 16/ 34,29.4%,47.1%,52.9%,65,71,98.9,4.1着,2.3人気,5.5,223,136,0,0.0%,17.6%,5.9%,134.57,12.23,58.85
75,函館・ダ1000,  9- 15- 12- 28/ 64,14.1%,37.5%,56.3%,39,77,50.4,3.8着,2.6人気,6.7,280,141,0,0.0%,23.4%,18.8%,59.48,11.90,60.52
76,阪神・芝1200,  9-  8- 12- 25/ 54,16.7%,31.5%,53.7%,63,85,65.9,4.7着,2.5人気,5.4,380,159,0,0.0%,14.8%,22.2%,69.27,11.54,62.37
77,小倉・芝2600,  9-  8-  3- 13/ 33,27.3%,51.5%,60.6%,83,90,82.8,3.8着,2.2人気,4.2,306,149,0,0.0%,24.2%,9.1%,161.18,12.40,58.07
78,函館・芝2000,  9-  7-  4- 24/ 44,20.5%,36.4%,45.5%,61,66,74.3,5.2着,2.5人気,5.3,301,146,0,0.0%,15.9%,9.1%,121.43,12.14,59.29
79,新潟・芝1000,  8- 13-  8- 52/ 81,9.9%,25.9%,35.8%,50,71,50.8,6.2着,3.6人気,8.5,515,200,0,0.0%,16.0%,9.9%,56.09,11.22,64.18
80,小倉・障2860芝,  8-  6-  6- 48/ 68,11.8%,20.6%,29.4%,39,45,65.9,6.2着,4.8人気,24.7,336,154,0,0.0%,8.8%,8.8%,196.00,13.71,52.53
81,福島・障2750芝,  8-  3-  1- 14/ 26,30.8%,42.3%,46.2%,166,86,125.8,5.8着,4.2人気,19.6,541,188,0,0.0%,11.5%,3.8%,183.96,13.38,53.82
82,中山・ダ2400,  7-  5-  1- 16/ 29,24.1%,41.4%,44.8%,95,69,78.9,5.2着,2.0人気,5.3,394,155,0,0.0%,17.2%,3.4%,157.08,13.09,55.01
83,小倉・障3390芝,  7-  3-  2-  3/ 15,46.7%,66.7%,80.0%,203,110,114.8,2.3着,1.9人気,3.8,436,138,0,0.0%,20.0%,13.3%,227.44,13.42,53.66
84,函館・芝2600,  7-  2-  3- 10/ 22,31.8%,40.9%,54.5%,140,157,133.4,3.9着,3.0人気,7.0,440,288,0,0.0%,9.1%,13.6%,162.01,12.46,57.77
85,阪神・芝2200,  6-  3-  2- 16/ 27,22.2%,33.3%,40.7%,82,55,67.8,5.0着,2.3人気,5.7,370,137,0,0.0%,11.1%,7.4%,133.50,12.14,59.33
86,新潟・芝2000外,  5-  7-  6- 23/ 41,12.2%,29.3%,43.9%,40,62,39.2,5.1着,2.2人気,4.6,334,150,0,0.0%,17.1%,14.6%,121.00,12.10,59.50
87,中山・芝2500,  5-  7-  4- 17/ 33,15.2%,36.4%,48.5%,46,71,50.2,3.8着,2.5人気,5.6,306,147,0,0.0%,21.2%,12.1%,153.46,12.28,58.65
88,札幌・芝2600,  5-  5-  6- 16/ 32,15.6%,31.3%,50.0%,47,75,53.3,4.9着,1.9人気,4.2,302,151,0,0.0%,15.6%,18.8%,162.95,12.53,57.44
89,福島・芝2600,  5-  4-  9- 26/ 44,11.4%,20.5%,40.9%,61,75,46.9,5.4着,2.5人気,5.5,544,186,0,0.0%,9.1%,20.5%,161.84,12.45,57.83
90,京都・障3170ダ,  4-  4-  1-  3/ 12,33.3%,66.7%,75.0%,59,82,61.4,2.8着,1.0人気,2.0,178,110,0,0.0%,33.3%,8.3%,216.53,13.66,52.70
91,中山・障2880ダ,  4-  2-  3- 30/ 39,10.3%,15.4%,23.1%,32,36,60.8,6.8着,6.3人気,49.3,320,158,0,0.0%,5.1%,7.7%,200.17,13.90,51.80
92,新潟・芝2400,  4-  2-  0-  6/ 12,33.3%,50.0%,50.0%,119,80,106.1,4.4着,2.5人気,6.1,358,162,0,0.0%,16.7%,0.0%,148.17,12.35,58.31
93,東京・芝2500,  3-  4-  2-  2/ 11,27.3%,63.6%,81.8%,83,109,89.5,3.1着,1.5人気,3.5,307,150,0,0.0%,36.4%,18.2%,152.07,12.17,59.18
94,京都・芝3000外,  3-  2-  2-  4/ 11,27.3%,45.5%,63.6%,116,93,92.3,4.1着,1.8人気,4.0,427,147,0,0.0%,18.2%,18.2%,185.51,12.37,58.22
95,阪神・障3140芝,  3-  2-  1-  0/  6,50.0%,83.3%,100.0%,110,115,117.7,1.7着,1.3人気,2.8,220,115,0,0.0%,33.3%,16.7%,210.70,13.42,53.65
96,東京・障3110芝,  3-  1-  0-  5/  9,33.3%,44.4%,44.4%,97,51,79.0,4.7着,2.3人気,9.3,293,115,0,0.0%,11.1%,0.0%,208.40,13.40,53.72
97,阪神・芝2600外,  3-  0-  2-  3/  8,37.5%,37.5%,62.5%,77,76,101.9,3.1着,1.6人気,3.0,207,122,0,0.0%,0.0%,25.0%,158.63,12.20,59.01
98,新潟・障2850芝,  2-  4-  3- 25/ 34,5.9%,17.6%,26.5%,15,77,43.6,6.8着,5.7人気,33.5,260,292,0,0.0%,11.8%,8.8%,190.72,13.38,53.80
99,新潟・障2890芝,  2-  4-  2- 25/ 33,6.1%,18.2%,24.2%,38,65,39.2,7.5着,5.4人気,28.5,635,270,0,0.0%,12.1%,6.1%,195.84,13.55,53.13
100,函館・ダ2400,  2-  3-  2-  2/  9,22.2%,55.6%,77.8%,95,108,70.3,2.7着,1.8人気,4.1,430,140,0,0.0%,33.3%,22.2%,155.11,12.93,55.70
101,中山・障3200ダ,  2-  3-  0-  1/  6,33.3%,83.3%,83.3%,83,106,71.8,2.0着,1.2人気,2.3,250,128,0,0.0%,50.0%,0.0%,217.25,13.58,53.03
102,福島・障3380芝,  2-  3-  0-  2/  7,28.6%,71.4%,71.4%,67,122,76.3,3.7着,2.1人気,5.0,235,172,0,0.0%,42.9%,0.0%,227.81,13.48,53.41
103,中山・障3570芝,  2-  1-  0-  0/  3,66.7%,100.0%,100.0%,163,136,145.9,1.3着,1.0人気,2.3,245,137,0,0.0%,33.3%,0.0%,241.03,13.50,53.32
104,東京・障3000ダ,  2-  0-  1- 11/ 14,14.3%,14.3%,21.4%,132,52,160.1,7.2着,6.6人気,48.3,930,247,0,0.0%,0.0%,7.1%,209.57,13.97,51.53
105,函館・芝1000,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,160,80,165.6,2.0着,1.3人気,3.0,240,120,0,0.0%,0.0%,0.0%,57.50,11.50,62.61
106,中京・障3000芝,  2-  0-  0- 13/ 15,13.3%,13.3%,13.3%,24,14,54.8,7.3着,3.9人気,20.3,180,110,0,0.0%,0.0%,0.0%,205.14,13.68,52.65
107,新潟・障3250芝,  1-  3-  0-  4/  8,12.5%,50.0%,50.0%,25,67,38.6,5.1着,2.9人気,16.1,200,135,0,0.0%,37.5%,0.0%,214.56,13.20,54.53
108,小倉・ダ2400,  1-  2-  1-  3/  7,14.3%,42.9%,57.1%,24,95,56.0,5.7着,2.3人気,5.1,170,168,0,0.0%,28.6%,14.3%,155.89,12.99,55.43
109,阪神・障2970ダ,  1-  2-  0- 19/ 22,4.5%,13.6%,13.6%,95,41,51.8,7.5着,6.5人気,43.1,2110,303,0,0.0%,9.1%,0.0%,209.23,14.09,51.10
110,阪神・芝3000,  1-  1-  1-  4/  7,14.3%,28.6%,42.9%,34,52,43.6,4.6着,1.9人気,3.6,240,123,0,0.0%,14.3%,14.3%,185.67,12.38,58.17
111,福島・ダ2400,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,84,66,76.2,4.0着,2.4人気,5.7,420,165,0,0.0%,20.0%,0.0%,155.04,12.92,55.73
112,東京・芝3400,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,47,62,88.9,4.3着,2.8人気,8.0,190,125,0,0.0%,25.0%,0.0%,212.33,12.49,57.65
113,京都・障3170芝,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,46,73,63.3,2.7着,1.0人気,2.2,140,110,0,0.0%,33.3%,0.0%,216.80,13.68,52.64
114,新潟・障3290芝,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,35,57,86.4,5.3着,3.5人気,16.1,140,115,0,0.0%,25.0%,0.0%,218.63,13.29,54.17
115,中山・障3210芝,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,53,76,76.5,5.0着,1.3人気,2.5,160,115,0,0.0%,33.3%,0.0%,220.45,13.74,52.42
116,中山・ダ2500,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,80,90,104.8,4.7着,1.7人気,3.4,240,135,0,0.0%,33.3%,0.0%,165.37,13.23,54.42
117,中京・障3300芝,  1-  0-  2-  1/  4,25.0%,25.0%,75.0%,57,87,71.7,3.0着,2.3人気,4.2,230,175,0,0.0%,0.0%,50.0%,218.05,13.22,54.48
118,札幌・ダ2400,  1-  0-  2-  3/  6,16.7%,16.7%,50.0%,26,70,59.6,4.8着,3.0人気,5.5,160,140,0,0.0%,0.0%,33.3%,157.58,13.13,54.83
119,京都・障2910ダ,  1-  0-  1- 17/ 19,5.3%,5.3%,10.5%,11,15,38.9,8.8着,5.9人気,34.4,220,150,0,0.0%,0.0%,5.3%,207.44,14.26,50.50
120,京都・芝3200外,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,77,65,82.4,6.0着,2.0人気,3.5,310,130,0,0.0%,0.0%,25.0%,195.43,12.21,58.95
121,中山・障4260芝,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,50,110,88.2,3.0着,2.0人気,3.6,150,165,0,0.0%,0.0%,33.3%,291.73,13.70,52.57
122,中山・芝3600,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,120,126,190.2,3.3着,4.0人気,7.2,360,190,0,0.0%,0.0%,33.3%,226.70,12.59,57.17
123,中京・障3330芝,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,90,63,96.7,4.7着,3.7人気,10.1,270,190,0,0.0%,0.0%,33.3%,219.83,13.20,54.53
124,中山・障3350芝,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,50,30,77.9,4.0着,2.8人気,9.1,200,120,0,0.0%,0.0%,0.0%,224.25,13.39,53.78
125,福島・障2770芝,  1-  0-  0- 11/ 12,8.3%,8.3%,8.3%,24,13,74.1,7.9着,5.6人気,23.4,290,160,0,0.0%,0.0%,0.0%,187.39,13.53,53.21
126,京都・障3930芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,66,36,79.3,3.3着,2.0人気,3.2,200,110,0,0.0%,0.0%,0.0%,274.73,13.98,51.50
127,中山・障4100芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,50,36,90.2,4.7着,3.0人気,6.0,150,110,0,0.0%,0.0%,0.0%,284.15,13.86,51.94
128,中山・障4250芝,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1220,720,1220.0,1.0着,2.0人気,12.2,1220,720,0,0.0%,0.0%,0.0%,287.20,13.52,53.27
129,阪神・障3900芝,  0-  2-  0-  1/  3,0.0%,66.7%,66.7%,0,76,0.0,4.0着,2.0人気,6.5,,115,0,0.0%,66.7%,0.0%,269.83,13.84,52.03
130,新潟・ダ2500,  0-  1-  1-  1/  3,0.0%,33.3%,66.7%,0,113,0.0,3.7着,2.7人気,5.6,,170,0,0.0%,33.3%,33.3%,163.63,13.09,55.00
131,阪神・障3110ダ,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,22,0.0,4.4着,1.4人気,3.3,,110,0,0.0%,20.0%,0.0%,211.50,13.60,52.94
132,東京・芝2300,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,80,0.0,3.5着,4.0人気,8.5,,160,0,0.0%,50.0%,0.0%,140.85,12.25,58.79
133,東京・障3100ダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,3.0人気,4.9,,,0,0.0%,0.0%,0.0%,213.50,13.77,52.27
134,中京・芝3000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,4.0人気,7.2,,,0,0.0%,0.0%,0.0%,194.80,12.99,55.44
