順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
79,新潟・芝1200,  4-  5-  6- 33/ 48,8.3%,18.8%,31.3%,40,69,68.8,6.4着,5.6人気,20.2,490,223,0,0.0%,10.4%,12.5%,70.33,11.72,61.42
80,京都・芝1400,  4-  5-  5- 28/ 42,9.5%,21.4%,33.3%,52,70,66.2,6.3着,4.7人気,20.0,552,211,0,0.0%,11.9%,11.9%,82.57,11.80,61.04
81,中山・障2880ダ,  4-  5-  2- 27/ 38,10.5%,23.7%,28.9%,48,56,72.1,5.1着,4.7人気,19.7,458,194,0,0.0%,13.2%,5.3%,197.83,13.74,52.41
82,新潟・芝2000外,  4-  4-  5- 28/ 41,9.8%,19.5%,31.7%,71,55,61.8,5.8着,4.5人気,14.6,730,205,0,0.0%,9.8%,12.2%,121.07,12.11,59.47
83,札幌・芝2600,  4-  3-  4- 16/ 27,14.8%,25.9%,40.7%,87,84,122.4,5.9着,5.3人気,19.6,590,206,0,0.0%,11.1%,14.8%,163.84,12.60,57.13
84,函館・芝1800,  3- 13-  8- 41/ 65,4.6%,24.6%,36.9%,21,99,34.3,6.1着,5.3人気,17.6,463,269,0,0.0%,20.0%,12.3%,108.98,12.11,59.46
85,中山・ダ2400,  3-  5-  2- 17/ 27,11.1%,29.6%,37.0%,59,84,69.4,7.0着,4.8人気,12.0,537,229,0,0.0%,18.5%,7.4%,157.91,13.16,54.71
86,福島・障2750芝,  3-  4-  6- 13/ 26,11.5%,26.9%,50.0%,60,92,74.9,4.5着,4.1人気,10.7,520,200,0,0.0%,15.4%,23.1%,183.22,13.32,54.03
87,新潟・芝2200,  3-  2-  6- 19/ 30,10.0%,16.7%,36.7%,28,125,79.8,5.5着,5.3人気,15.6,280,341,0,0.0%,6.7%,20.0%,134.74,12.25,58.78
88,新潟・障2850芝,  3-  2-  6- 21/ 32,9.4%,15.6%,34.4%,48,60,65.3,5.8着,4.5人気,14.9,520,176,0,0.0%,6.3%,18.8%,189.29,13.28,54.20
89,中京・障3000芝,  3-  2-  1-  9/ 15,20.0%,33.3%,40.0%,94,92,120.5,3.9着,3.7人気,16.0,470,232,0,0.0%,13.3%,6.7%,200.49,13.37,53.87
90,東京・障3000ダ,  3-  2-  0-  9/ 14,21.4%,35.7%,35.7%,62,59,118.3,6.1着,4.0人気,11.0,293,166,0,0.0%,14.3%,0.0%,208.26,13.88,51.86
91,京都・障3170ダ,  3-  2-  0-  7/ 12,25.0%,41.7%,41.7%,101,64,115.5,5.9着,3.8人気,10.0,407,154,0,0.0%,16.7%,0.0%,217.60,13.73,52.44
92,福島・障3380芝,  3-  1-  0-  3/  7,42.9%,57.1%,57.1%,320,120,400.6,2.6着,4.4人気,10.3,747,210,0,0.0%,14.3%,0.0%,226.39,13.40,53.75
93,阪神・芝2200,  3-  0-  3- 18/ 24,12.5%,12.5%,25.0%,95,45,128.2,7.0着,6.8人気,39.2,767,183,0,0.0%,0.0%,12.5%,133.83,12.17,59.18
94,新潟・芝2400,  3-  0-  1-  8/ 12,25.0%,25.0%,33.3%,107,51,186.6,6.9着,5.7人気,23.0,430,155,0,0.0%,0.0%,8.3%,148.51,12.38,58.18
95,中山・障3350芝,  3-  0-  0-  1/  4,75.0%,75.0%,75.0%,295,127,218.2,1.8着,2.0人気,4.1,393,170,0,0.0%,0.0%,0.0%,223.35,13.33,54.00
96,福島・芝2600,  2-  6-  6- 23/ 37,5.4%,21.6%,37.8%,12,72,33.4,6.2着,4.2人気,11.7,225,191,0,0.0%,16.2%,16.2%,162.45,12.50,57.62
97,阪神・障2970ダ,  2-  6-  3-  8/ 19,10.5%,42.1%,57.9%,57,100,67.8,4.1着,3.7人気,8.7,550,174,0,0.0%,31.6%,15.8%,206.76,13.92,51.71
98,函館・芝2000,  2-  4-  7- 24/ 37,5.4%,16.2%,35.1%,68,92,38.9,5.8着,4.8人気,13.2,1260,263,0,0.0%,10.8%,18.9%,121.32,12.13,59.35
99,小倉・障3390芝,  2-  2-  3-  7/ 14,14.3%,28.6%,50.0%,82,92,119.7,5.0着,4.4人気,13.8,580,217,0,0.0%,14.3%,21.4%,229.25,13.53,53.23
100,福島・障2770芝,  2-  2-  2-  6/ 12,16.7%,33.3%,50.0%,56,181,120.7,4.2着,4.1人気,13.8,340,363,0,0.0%,16.7%,16.7%,184.78,13.34,53.97
101,函館・ダ2400,  2-  1-  1-  7/ 11,18.2%,27.3%,36.4%,255,107,183.2,6.4着,5.5人気,16.2,1405,295,0,0.0%,9.1%,9.1%,156.93,13.08,55.06
102,新潟・障3250芝,  2-  1-  0-  5/  8,25.0%,37.5%,37.5%,520,103,122.3,5.5着,4.3人気,15.0,2080,277,0,0.0%,12.5%,0.0%,213.07,13.11,54.91
103,阪神・芝2600外,  2-  0-  1-  4/  7,28.6%,28.6%,42.9%,65,55,131.8,4.9着,4.0人気,13.2,230,130,0,0.0%,0.0%,14.3%,159.31,12.25,58.75
104,京都・障2910ダ,  1-  4-  1- 13/ 19,5.3%,26.3%,31.6%,21,51,29.1,5.3着,3.5人気,7.6,410,162,0,0.0%,21.1%,5.3%,203.41,13.98,51.50
105,中京・障3300芝,  1-  2-  1-  1/  5,20.0%,60.0%,80.0%,36,192,77.8,3.0着,3.0人気,7.0,180,240,0,0.0%,40.0%,20.0%,217.58,13.19,54.60
106,中京・障3330芝,  1-  1-  0-  0/  2,50.0%,100.0%,100.0%,135,165,164.3,1.5着,2.0人気,3.5,270,165,0,0.0%,50.0%,0.0%,218.70,13.14,54.81
107,阪神・障3140芝,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,42,54,97.4,6.4着,4.2人気,10.6,210,135,0,0.0%,0.0%,20.0%,212.80,13.55,53.12
108,阪神・障3900芝,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,186,100,131.1,2.7着,2.3人気,4.9,560,150,0,0.0%,0.0%,33.3%,269.80,13.84,52.04
109,中山・芝3600,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,120,110,161.3,5.7着,3.3人気,8.3,360,165,0,0.0%,0.0%,33.3%,227.30,12.63,57.02
110,東京・芝3400,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,95,65,160.4,4.0着,3.0人気,6.1,190,130,0,0.0%,0.0%,0.0%,212.50,12.50,57.60
111,札幌・ダ2400,  0-  3-  1-  4/  8,0.0%,37.5%,50.0%,0,96,0.0,5.3着,4.6人気,21.5,,192,0,0.0%,37.5%,12.5%,160.60,13.38,53.80
112,東京・芝2500,  0-  3-  0-  6/  9,0.0%,33.3%,33.3%,0,51,0.0,7.2着,4.0人気,9.1,,153,0,0.0%,33.3%,0.0%,152.44,12.20,59.04
113,阪神・障3110ダ,  0-  2-  1-  2/  5,0.0%,40.0%,60.0%,0,192,0.0,5.2着,5.6人気,14.7,,320,0,0.0%,40.0%,20.0%,211.82,13.62,52.86
114,中山・障3200ダ,  0-  1-  1-  4/  6,0.0%,16.7%,33.3%,0,50,0.0,6.7着,4.2人気,14.6,,150,0,0.0%,16.7%,16.7%,220.82,13.80,52.17
115,東京・障3110芝,  0-  1-  1-  7/  9,0.0%,11.1%,22.2%,0,25,0.0,6.0着,2.8人気,5.8,,115,0,0.0%,11.1%,11.1%,208.24,13.39,53.77
116,京都・障3170芝,  0-  1-  1-  1/  3,0.0%,33.3%,66.7%,0,170,0.0,3.0着,3.7人気,10.0,,255,0,0.0%,33.3%,33.3%,217.50,13.72,52.47
117,中山・障3570芝,  0-  1-  1-  1/  3,0.0%,33.3%,66.7%,0,133,0.0,3.3着,4.7人気,11.9,,200,0,0.0%,33.3%,33.3%,241.50,13.53,53.22
118,中山・ダ2500,  0-  1-  1-  0/  2,0.0%,50.0%,100.0%,0,350,0.0,2.5着,5.0人気,12.8,,350,0,0.0%,50.0%,50.0%,164.25,13.14,54.79
119,阪神・芝3000,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,40,0.0,6.8着,5.7人気,18.5,,240,0,0.0%,16.7%,0.0%,186.48,12.43,57.91
120,中山・障3210芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,40,0.0,4.7着,1.3人気,4.2,,120,0,0.0%,33.3%,0.0%,218.03,13.58,53.00
121,中山・障4250芝,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,435,0.0,3.5着,5.5人気,21.3,,870,0,0.0%,50.0%,0.0%,288.40,13.57,53.05
122,福島・ダ2400,  0-  1-  0-  4/  5,0.0%,20.0%,20.0%,0,36,0.0,7.4着,4.6人気,11.0,,180,0,0.0%,20.0%,0.0%,156.02,13.00,55.38
123,新潟・障3290芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,100,0.0,7.0着,8.3人気,42.4,,300,0,0.0%,33.3%,0.0%,221.73,13.48,53.42
124,小倉・ダ2400,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,0,0.0,7.0着,6.0人気,19.1,,,0,0.0%,0.0%,20.0%,155.64,12.97,55.51
125,京都・障3930芝,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,0,0.0,7.3着,3.7人気,6.9,,,0,0.0%,0.0%,33.3%,282.13,14.36,50.15
126,京都・芝3000外,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,6.7着,7.1人気,18.8,,,0,0.0%,0.0%,0.0%,186.04,12.40,58.05
127,中山・障4100芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.7着,5.7人気,22.6,,,0,0.0%,0.0%,0.0%,285.37,13.92,51.72
128,函館・芝1000,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.7人気,12.1,,,0,0.0%,0.0%,0.0%,58.67,11.73,61.36
129,中山・障4260芝,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,3.5人気,10.8,,,0,0.0%,0.0%,0.0%,293.40,13.77,52.27
130,京都・芝3200外,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,9.0人気,137.9,,,0,0.0%,0.0%,0.0%,197.10,12.32,58.45
131,新潟・ダ2500,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,4.5人気,10.7,,,0,0.0%,0.0%,0.0%,163.20,13.06,55.15
132,東京・芝2300,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,4.5人気,7.4,,,0,0.0%,0.0%,0.0%,141.40,12.30,58.56
133,東京・障3100ダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,22.1,,,0,0.0%,0.0%,0.0%,213.00,13.74,52.39
134,中京・芝3000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,17.0着,6.0人気,13.8,,,0,0.0%,0.0%,0.0%,200.00,13.33,54.00
