順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
50,京都・芝1600,  9- 21- 16- 54/100,9.0%,30.0%,46.0%,57,121,55.9,5.5着,5.0人気,25.6,640,269,0,0.0%,21.0%,16.0%,95.68,11.96,60.20
51,福島・芝1800,  9- 13- 12- 70/104,8.7%,21.2%,32.7%,102,92,64.2,6.2着,5.5人気,19.8,1189,291,0,0.0%,12.5%,11.5%,109.39,12.15,59.24
52,京都・芝2200外,  9-  9-  9- 25/ 52,17.3%,34.6%,51.9%,125,100,96.1,4.9着,4.3人気,15.4,723,194,0,0.0%,17.3%,17.3%,134.33,12.21,58.96
53,東京・ダ1300,  9-  8- 11- 44/ 72,12.5%,23.6%,38.9%,69,103,95.9,6.3着,5.3人気,21.1,553,266,0,0.0%,11.1%,15.3%,79.80,12.28,58.65
54,中山・芝1200,  9-  7-  9- 74/ 99,9.1%,16.2%,25.3%,59,57,76.2,7.3着,6.2人気,30.7,651,228,0,0.0%,7.1%,9.1%,69.05,11.51,62.56
55,新潟・芝1000,  9-  5-  9- 51/ 74,12.2%,18.9%,31.1%,126,92,102.5,7.1着,6.4人気,24.1,1038,297,0,0.0%,6.8%,12.2%,56.21,11.24,64.04
56,札幌・芝1200,  8- 14-  7- 44/ 73,11.0%,30.1%,39.7%,65,98,73.3,6.2着,5.4人気,18.7,596,249,0,0.0%,19.2%,9.6%,70.01,11.67,61.71
57,阪神・芝1800外,  8- 12- 17- 44/ 81,9.9%,24.7%,45.7%,117,125,72.4,4.8着,5.0人気,20.4,1186,329,0,0.0%,14.8%,21.0%,107.01,11.89,60.56
58,中京・ダ1200,  8- 11-  8- 70/ 97,8.2%,19.6%,27.8%,30,59,56.8,6.5着,5.8人気,32.2,372,214,0,0.0%,11.3%,8.2%,73.13,12.19,59.07
59,阪神・芝2000,  8-  9- 15- 67/ 99,8.1%,17.2%,32.3%,74,69,59.9,5.2着,5.1人気,29.4,916,229,0,0.0%,9.1%,15.2%,121.62,12.16,59.20
60,札幌・芝1800,  8-  9-  5- 48/ 70,11.4%,24.3%,31.4%,34,61,73.5,5.5着,4.6人気,17.3,301,196,0,0.0%,12.9%,7.1%,110.59,12.29,58.59
61,京都・芝1600外,  8-  7-  8- 55/ 78,10.3%,19.2%,29.5%,128,107,83.2,6.6着,5.9人気,27.1,1256,365,0,0.0%,9.0%,10.3%,94.29,11.79,61.08
62,阪神・芝2400外,  8-  7-  3- 26/ 44,18.2%,34.1%,40.9%,110,100,94.4,4.3着,4.1人気,14.7,608,260,0,0.0%,15.9%,6.8%,147.22,12.27,58.69
63,京都・芝1400外,  8-  6-  4- 62/ 80,10.0%,17.5%,22.5%,108,64,90.5,6.8着,6.0人気,19.6,1086,287,0,0.0%,7.5%,5.0%,81.67,11.67,61.71
64,函館・芝2000,  8-  3-  5- 19/ 35,22.9%,31.4%,45.7%,234,130,176.7,5.2着,5.0人気,15.2,1028,285,0,0.0%,8.6%,14.3%,121.41,12.14,59.31
65,新潟・芝1400,  7- 10- 10- 48/ 75,9.3%,22.7%,36.0%,72,149,71.2,6.9着,5.7人気,25.1,774,415,0,0.0%,13.3%,13.3%,82.70,11.81,60.94
66,中京・芝2200,  7-  8-  6- 30/ 51,13.7%,29.4%,41.2%,73,97,95.6,5.3着,5.3人気,23.5,533,238,0,0.0%,15.7%,11.8%,134.48,12.23,58.89
67,中京・ダ1900,  7-  8-  5- 30/ 50,14.0%,30.0%,40.0%,197,114,94.3,5.2着,4.8人気,17.7,1411,285,0,0.0%,16.0%,10.0%,121.37,12.78,56.35
68,函館・芝1800,  6-  7-  2- 43/ 58,10.3%,22.4%,25.9%,79,61,80.0,6.1着,5.1人気,22.0,772,239,0,0.0%,12.1%,3.4%,109.22,12.14,59.33
69,中京・芝1200,  6-  6-  3- 38/ 53,11.3%,22.6%,28.3%,86,72,75.0,6.6着,5.0人気,18.7,763,257,0,0.0%,11.3%,5.7%,69.34,11.56,62.30
70,福島・芝2600,  6-  5-  4- 23/ 38,15.8%,28.9%,39.5%,231,118,105.3,6.3着,4.8人気,12.6,1468,299,0,0.0%,13.2%,10.5%,162.29,12.48,57.67
71,京都・芝2400外,  5-  9-  7- 30/ 51,9.8%,27.5%,41.2%,89,94,66.5,5.1着,4.9人気,23.8,914,240,0,0.0%,17.6%,13.7%,146.42,12.20,59.01
72,新潟・芝1600外,  5-  5- 11- 61/ 82,6.1%,12.2%,25.6%,27,59,57.1,6.0着,5.7人気,29.2,452,257,0,0.0%,6.1%,13.4%,95.58,11.95,60.26
73,中山・芝2200,  5-  5-  6- 39/ 55,9.1%,18.2%,29.1%,55,67,64.3,6.1着,5.3人気,28.0,608,233,0,0.0%,9.1%,10.9%,134.46,12.22,58.90
74,阪神・ダ2000,  5-  4-  3- 25/ 37,13.5%,24.3%,32.4%,143,103,104.7,6.8着,5.5人気,35.2,1064,318,0,0.0%,10.8%,8.1%,128.19,12.82,56.17
75,新潟・芝2200,  5-  3-  3- 18/ 29,17.2%,27.6%,37.9%,58,74,133.0,6.9着,5.6人気,22.1,342,196,0,0.0%,10.3%,10.3%,135.55,12.32,58.43
76,新潟・芝2000,  4-  6-  5- 21/ 36,11.1%,27.8%,41.7%,35,90,72.0,5.8着,4.7人気,19.6,320,217,0,0.0%,16.7%,13.9%,123.52,12.35,58.29
77,新潟・芝2000外,  4-  4-  3- 28/ 39,10.3%,20.5%,28.2%,62,58,70.4,5.5着,5.8人気,24.9,605,209,0,0.0%,10.3%,7.7%,121.15,12.12,59.43
78,阪神・芝1200,  4-  3-  9- 34/ 50,8.0%,14.0%,32.0%,36,44,49.8,7.0着,4.8人気,14.2,450,140,0,0.0%,6.0%,18.0%,69.58,11.60,62.09
79,中山・芝2500,  4-  1-  6- 22/ 33,12.1%,15.2%,33.3%,35,73,102.1,6.2着,5.5人気,22.6,290,219,0,0.0%,3.0%,18.2%,153.89,12.31,58.48
80,中山・ダ2400,  3-  7-  3- 18/ 31,9.7%,32.3%,41.9%,55,114,78.8,6.1着,5.7人気,17.4,573,272,0,0.0%,22.6%,9.7%,157.11,13.09,54.99
81,新潟・障2850芝,  3-  4-  5- 18/ 30,10.0%,23.3%,40.0%,125,144,148.1,7.0着,6.9人気,38.5,1257,362,0,0.0%,13.3%,16.7%,189.95,13.33,54.01
82,阪神・芝2200,  3-  3-  3- 17/ 26,11.5%,23.1%,34.6%,100,58,81.7,5.7着,5.5人気,25.4,870,168,0,0.0%,11.5%,11.5%,133.58,12.14,59.29
83,小倉・芝2600,  3-  2-  7- 18/ 30,10.0%,16.7%,40.0%,31,77,59.7,5.8着,4.5人気,14.9,317,192,0,0.0%,6.7%,23.3%,161.62,12.43,57.91
84,小倉・障2860芝,  3-  2-  6- 52/ 63,4.8%,7.9%,17.5%,14,32,54.1,7.0着,6.5人気,35.1,297,204,0,0.0%,3.2%,9.5%,196.58,13.75,52.38
85,阪神・障2970ダ,  3-  2-  2- 13/ 20,15.0%,25.0%,35.0%,83,55,108.8,7.5着,6.7人気,56.4,553,183,0,0.0%,10.0%,10.0%,210.40,14.17,50.82
86,福島・障2750芝,  3-  1-  4- 17/ 25,12.0%,16.0%,32.0%,36,73,77.3,5.5着,5.0人気,29.4,303,230,0,0.0%,4.0%,16.0%,183.62,13.35,53.91
87,新潟・障2890芝,  3-  1-  2- 26/ 32,9.4%,12.5%,18.8%,378,78,115.0,7.3着,6.6人気,25.5,4040,420,0,0.0%,3.1%,6.3%,195.13,13.50,53.32
88,京都・芝1400,  2-  5-  3- 31/ 41,4.9%,17.1%,24.4%,41,54,38.4,7.8着,5.7人気,23.1,845,225,0,0.0%,12.2%,7.3%,82.88,11.84,60.81
89,函館・芝2600,  2-  3-  2- 14/ 21,9.5%,23.8%,33.3%,49,75,64.6,6.2着,4.4人気,10.8,520,227,0,0.0%,14.3%,9.5%,163.07,12.54,57.40
90,札幌・芝2600,  2-  3-  1- 20/ 26,7.7%,19.2%,23.1%,79,56,59.7,7.4着,5.2人気,22.6,1030,245,0,0.0%,11.5%,3.8%,163.64,12.59,57.20
91,新潟・障3250芝,  2-  2-  0-  4/  8,25.0%,50.0%,50.0%,150,85,130.9,5.0着,4.4人気,16.0,600,170,0,0.0%,25.0%,0.0%,214.66,13.21,54.51
92,小倉・障3390芝,  2-  1-  2-  8/ 13,15.4%,23.1%,38.5%,173,68,183.6,4.8着,5.7人気,28.2,1130,222,0,0.0%,7.7%,15.4%,228.31,13.47,53.45
93,東京・障3110芝,  2-  1-  1-  5/  9,22.2%,33.3%,44.4%,165,118,269.0,3.7着,5.3人気,24.6,745,268,0,0.0%,11.1%,11.1%,207.73,13.36,53.90
94,福島・障2770芝,  2-  0-  1- 11/ 14,14.3%,14.3%,21.4%,107,53,198.2,8.1着,7.2人気,47.7,755,250,0,0.0%,0.0%,7.1%,187.39,13.53,53.21
95,新潟・芝1200,  1-  4-  6- 27/ 38,2.6%,13.2%,28.9%,10,55,21.9,6.6着,5.8人気,20.7,410,193,0,0.0%,10.5%,15.8%,70.29,11.72,61.46
96,中山・障2880ダ,  1-  2-  3- 31/ 37,2.7%,8.1%,16.2%,4,77,34.9,7.5着,7.7人気,56.7,160,480,0,0.0%,5.4%,8.1%,199.41,13.85,51.99
97,中京・障3000芝,  1-  2-  2- 12/ 17,5.9%,17.6%,29.4%,34,57,62.3,6.7着,6.1人気,46.1,580,196,0,0.0%,11.8%,11.8%,204.23,13.62,52.88
98,阪神・芝2600外,  1-  2-  1-  1/  5,20.0%,60.0%,80.0%,36,186,98.9,3.6着,4.4人気,12.2,180,232,0,0.0%,40.0%,20.0%,159.46,12.27,58.70
99,札幌・ダ2400,  1-  2-  0-  4/  7,14.3%,42.9%,42.9%,92,88,61.7,4.6着,3.3人気,10.2,650,207,0,0.0%,28.6%,0.0%,158.57,13.21,54.49
100,東京・芝2500,  1-  1-  3-  3/  8,12.5%,25.0%,62.5%,45,87,71.2,5.8着,3.9人気,9.4,360,175,0,0.0%,12.5%,37.5%,152.08,12.17,59.18
101,新潟・芝2400,  1-  1-  1-  9/ 12,8.3%,16.7%,25.0%,220,102,75.1,5.2着,5.3人気,16.6,2640,410,0,0.0%,8.3%,8.3%,148.03,12.34,58.37
102,京都・芝3000外,  1-  1-  1-  6/  9,11.1%,22.2%,33.3%,104,87,88.7,8.4着,5.6人気,17.9,940,263,0,0.0%,11.1%,11.1%,186.51,12.43,57.91
103,中京・障3300芝,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,57,72,110.3,3.5着,3.0人気,9.2,230,145,0,0.0%,25.0%,0.0%,218.38,13.23,54.40
104,中山・障4100芝,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,50,90,114.5,3.7着,4.0人気,11.5,150,135,0,0.0%,33.3%,0.0%,283.67,13.84,52.03
105,福島・ダ2400,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,130,82,193.8,5.8着,5.8人気,25.4,650,205,0,0.0%,0.0%,20.0%,156.02,13.00,55.38
106,京都・障3170ダ,  1-  0-  0- 11/ 12,8.3%,8.3%,8.3%,14,9,86.6,7.8着,6.6人気,30.6,170,110,0,0.0%,0.0%,0.0%,218.98,13.82,52.11
107,東京・芝3400,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,95,65,144.3,3.0着,1.5人気,4.0,190,130,0,0.0%,0.0%,0.0%,212.40,12.49,57.63
108,中山・障3350芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,66,40,176.4,6.0着,5.3人気,22.4,200,120,0,0.0%,0.0%,0.0%,225.00,13.43,53.60
109,中山・障4260芝,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,620,180,620.0,1.0着,5.0人気,6.2,620,180,0,0.0%,0.0%,0.0%,290.50,13.64,52.79
110,中京・障3330芝,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,270,190,270.0,1.0着,2.0人気,2.7,270,190,0,0.0%,0.0%,0.0%,217.70,13.08,55.07
111,東京・障3000ダ,  0-  1-  3- 10/ 14,0.0%,7.1%,28.6%,0,64,0.0,6.7着,7.2人気,43.6,,225,0,0.0%,7.1%,21.4%,208.25,13.88,51.86
112,京都・障2910ダ,  0-  1-  1- 14/ 16,0.0%,6.3%,12.5%,0,21,0.0,7.2着,6.9人気,38.3,,170,0,0.0%,6.3%,6.3%,203.93,14.02,51.37
113,函館・ダ2400,  0-  1-  1-  6/  8,0.0%,12.5%,25.0%,0,73,0.0,5.9着,5.9人気,20.7,,295,0,0.0%,12.5%,12.5%,156.65,13.05,55.15
114,中山・障3200ダ,  0-  1-  0-  5/  6,0.0%,16.7%,16.7%,0,235,0.0,5.3着,5.7人気,20.7,,1410,0,0.0%,16.7%,0.0%,219.08,13.69,52.58
115,京都・障3170芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,53,0.0,5.7着,7.3人気,69.2,,160,0,0.0%,33.3%,0.0%,218.03,13.76,52.34
116,新潟・障3290芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,100,0.0,6.0着,9.0人気,40.1,,300,0,0.0%,33.3%,0.0%,220.40,13.40,53.74
117,中山・障4250芝,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,870,0.0,2.0着,5.0人気,20.8,,870,0,0.0%,100.0%,0.0%,287.70,13.54,53.18
118,中山・ダ2500,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,162,0.0,4.3着,4.3人気,10.3,,325,0,0.0%,0.0%,50.0%,164.98,13.20,54.55
119,京都・障3930芝,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,42,0.0,4.3着,2.5人気,5.4,,170,0,0.0%,0.0%,50.0%,275.00,13.99,51.45
120,阪神・障3140芝,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,32,0.0,6.0着,7.2人気,36.6,,160,0,0.0%,0.0%,20.0%,213.12,13.57,53.04
121,福島・障3380芝,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,4.7着,5.0人気,11.4,,,0,0.0%,0.0%,0.0%,227.35,13.45,53.52
122,新潟・ダ2500,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.3着,4.0人気,7.8,,,0,0.0%,0.0%,0.0%,164.27,13.14,54.79
123,中山・障3210芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,9.0人気,35.4,,,0,0.0%,0.0%,0.0%,220.33,13.73,52.45
124,中山・芝3600,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.3着,8.3人気,33.2,,,0,0.0%,0.0%,0.0%,227.73,12.65,56.91
125,函館・芝1000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,8.0人気,39.4,,,0,0.0%,0.0%,0.0%,58.60,11.72,61.43
126,阪神・芝3000,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.8着,4.8人気,11.2,,,0,0.0%,0.0%,0.0%,186.75,12.45,57.83
127,小倉・ダ2400,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.8着,8.2人気,22.8,,,0,0.0%,0.0%,0.0%,157.78,13.15,54.76
128,阪神・障3110ダ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.2着,5.4人気,27.5,,,0,0.0%,0.0%,0.0%,213.40,13.72,52.46
129,京都・芝3200外,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.8着,8.3人気,71.2,,,0,0.0%,0.0%,0.0%,196.80,12.30,58.54
130,中山・障3570芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.7人気,34.1,,,0,0.0%,0.0%,0.0%,243.30,13.63,52.82
131,阪神・障3900芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,6.7人気,55.5,,,0,0.0%,0.0%,0.0%,274.43,14.07,51.16
132,東京・障3100ダ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,4.0人気,10.5,,,0,0.0%,0.0%,0.0%,215.05,13.87,51.89
133,東京・芝2300,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,3.0人気,8.7,,,0,0.0%,0.0%,0.0%,143.25,12.46,57.80
134,中京・芝3000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,11.0人気,41.7,,,0,0.0%,0.0%,0.0%,192.40,12.83,56.13
