中1,障害未勝利,ダ,2880,1,1,, アドアプローズ,65,78,148,30,26,2
中1,障害未勝利,ダ,2880,2,2,, カルマンフィルター,81,100,146,24,20,2
中1,障害未勝利,ダ,2880,3,3,, コトブキヘスペラス,42,52,97,13,9,1
中1,障害未勝利,ダ,2880,3,4,, テンプーシャオン,55,69,88,32,15,2
中1,障害未勝利,ダ,2880,4,5,, ゴーツウキリシマ,59,64,151,56,27,4
中1,障害未勝利,ダ,2880,4,6,, シュハリ,73,88,135,42,19,2
中1,障害未勝利,ダ,2880,5,7,, アルシミスト,43,58,90,32,9,2
中1,障害未勝利,ダ,2880,5,8,, バンデルオーラ,77,91,120,22,18,5
中1,障害未勝利,ダ,2880,6,9,, アバットゥータ,57,67,143,30,28,2
中1,障害未勝利,ダ,2880,6,10,, ブランフォルテ,65,79,144,52,29,2
中1,障害未勝利,ダ,2880,7,11,, ロイガヴェーグル,42,55,89,12,10,2
中1,障害未勝利,ダ,2880,7,12,, ニシノブレイゼスト,63,75,105,19,17,6
中1,障害未勝利,ダ,2880,8,13,, サトノドルチェ,42,48,99,39,16,2
中1,障害未勝利,ダ,2880,8,14,, グランナヴィール,64,83,126,53,30,2
中2,未勝利*,芝,1200,1,1,, スノーキャップ,28,33,93,15,38,3
中2,未勝利*,芝,1200,2,2,, ゴータマ,43,54,93,23,32,2
中2,未勝利*,芝,1200,3,3,, ナナレイ,58,64,92,22,36,3
中2,未勝利*,芝,1200,3,4,, スペシャルサンクス,60,69,152,50,46,2
中2,未勝利*,芝,1200,4,5,, ナリタライズ,54,64,100,23,30,3
中2,未勝利*,芝,1200,4,6,, ニシノタカオ,40,52,72,32,15,1
中2,未勝利*,芝,1200,5,7,, シジマ,32,37,122,58,52,2
中2,未勝利*,芝,1200,5,8,, バタフライ,114,128,185,59,58,3
中2,未勝利*,芝,1200,6,9,, ニシノムホウモノ,67,77,125,23,63,5
中2,未勝利*,芝,1200,6,10,, ニシノアトール,58,72,103,56,29,4
中2,未勝利*,芝,1200,7,11,, ハミングリップス,36,41,94,12,18,1
中2,未勝利*,芝,1200,7,12,, ダンシングアワー,66,78,123,21,49,2
中2,未勝利*,芝,1200,8,13,, トーセンルルド,83,89,166,33,57,2
中2,未勝利*,芝,1200,8,14,, タワーウマザンマイ,57,68,43,32,14,2
中3,未勝利*,ダ,1200,1,1,, ビスクヴィート,80,85,189,25,41,2
中3,未勝利*,ダ,1200,2,2,, モミスケ,44,55,85,12,33,1
中3,未勝利*,ダ,1200,3,3,, ソウラスフロス,14,19,113,58,38,2
中3,未勝利*,ダ,1200,4,4,, シュアシング,82,92,139,47,29,2
中3,未勝利*,ダ,1200,5,5,, ドナビッグベン,62,68,126,53,70,3
中3,未勝利*,ダ,1200,6,6,, ベアアミーチ,81,88,157,52,58,2
中3,未勝利*,ダ,1200,6,7,, スウィット,83,89,155,31,58,2
中3,未勝利*,ダ,1200,7,8,, ギムナシオン,52,61,147,40,58,4
中3,未勝利*,ダ,1200,7,9,, ヤマニンスペッキオ,52,57,106,21,46,3
中3,未勝利*,ダ,1200,8,10,, ダンシングリリー,29,38,101,22,38,2
中3,未勝利*,ダ,1200,8,11,, ヒーローシー,41,46,103,19,37,3
中4,未勝利*,芝,1800,1,1,, サンアンドスターズ,28,33,70,18,38,1
中4,未勝利*,芝,1800,2,2,, マイネルアルディ,25,51,94,20,45,2
中4,未勝利*,芝,1800,3,3,, アニエーネ,83,88,165,52,60,3
中4,未勝利*,芝,1800,4,4,, キャピタルストーン,95,109,190,54,60,5
中4,未勝利*,芝,1800,5,5,, トーセンシントラ,84,94,158,56,51,2
中4,未勝利*,芝,1800,6,6,, クシェドゥソレイユ,59,71,126,59,66,2
中4,未勝利*,芝,1800,7,7,, ドナリー,58,64,161,56,57,2
中4,未勝利*,芝,1800,7,8,, エレスレイプニル,86,95,159,43,42,2
中4,未勝利*,芝,1800,8,9,, コスモバルムンク,101,107,196,22,42,4
中4,未勝利*,芝,1800,8,10,, キャッチアップ,31,41,81,23,38,1
中5,新馬・牝,芝,1600,1,1,, ビーハッピーデイ,50,55,154,29,27,2
中5,新馬・牝,芝,1600,2,2,, ローズサルーテ,45,56,109,19,18,2
中5,新馬・牝,芝,1600,2,3,, アイファーエリース,32,37,105,12,11,4
中5,新馬・牝,芝,1600,3,4,, コスモグリュー,48,57,142,23,20,2
中5,新馬・牝,芝,1600,3,5,, ナツハゼ,32,37,106,9,7,1
中5,新馬・牝,芝,1600,4,6,, ナイトオブマース,41,48,129,36,38,4
中5,新馬・牝,芝,1600,4,7,, ジェイエルターボ,50,55,134,21,21,2
中5,新馬・牝,芝,1600,5,8,, リネンエトワール,65,74,181,35,31,3
中5,新馬・牝,芝,1600,5,9,,*コールオンユー,49,54,134,13,14,4
中5,新馬・牝,芝,1600,6,10,, ロックドダイアリー,58,67,171,38,38,4
中5,新馬・牝,芝,1600,6,11,, アマンドショコラ,28,33,105,11,8,1
中5,新馬・牝,芝,1600,7,12,, フェスタベラ,40,47,117,20,19,4
中5,新馬・牝,芝,1600,7,13,, ポテ,50,55,144,34,30,2
中5,新馬・牝,芝,1600,8,14,, ステラストリーム,49,60,133,9,10,2
中5,新馬・牝,芝,1600,8,15,, セレネリオン,50,55,129,20,26,2
中6,新馬,芝,2000,1,1,, ネオロマーネ,50,55,154,35,35,4
中6,新馬,芝,2000,2,2,, シンヒダカムーン,43,54,152,29,35,6
中6,新馬,芝,2000,3,3,, ヤマメゴリュウ,50,55,134,21,21,3
中6,新馬,芝,2000,4,4,, パッションノーヴァ,65,74,171,26,21,4
中6,新馬,芝,2000,5,5,, テンポアニマート,56,61,156,36,38,6
中6,新馬,芝,2000,6,6,, メダルボーイ,56,63,171,38,38,7
中6,新馬,芝,2000,7,7,, ゴクラクチョウカ,57,62,156,21,18,3
中6,新馬,芝,2000,8,8,, スリーボンド,47,56,144,37,33,2
中7,１勝ｸﾗｽ,ダ,1800,1,1,, サムシングニュー,88,93,167,33,49,7
中7,１勝ｸﾗｽ,ダ,1800,2,2,,$ブレスドナイル,70,81,156,28,67,2
中7,１勝ｸﾗｽ,ダ,1800,3,3,, タケルムサシ,115,120,246,35,64,3
中7,１勝ｸﾗｽ,ダ,1800,3,4,,$ビリオネアボーイ,55,64,99,22,26,1
中7,１勝ｸﾗｽ,ダ,1800,4,5,, ペルヴォルム,51,61,143,12,21,2
中7,１勝ｸﾗｽ,ダ,1800,4,6,,$メトロポリターナ,60,67,153,20,47,1
中7,１勝ｸﾗｽ,ダ,1800,5,7,, ユアフェリシティ,67,72,136,53,58,2
中7,１勝ｸﾗｽ,ダ,1800,5,8,,$ホーナー,82,99,134,12,19,1
中7,１勝ｸﾗｽ,ダ,1800,6,9,, オウケンヴィーナス,9,19,40,13,30,1
中7,１勝ｸﾗｽ,ダ,1800,6,10,, サムワンライクユー,93,110,148,24,39,3
中7,１勝ｸﾗｽ,ダ,1800,7,11,, クリノゴッホ,73,78,153,13,14,1
中7,１勝ｸﾗｽ,ダ,1800,7,12,, レボルシオン,104,123,210,50,27,3
中7,１勝ｸﾗｽ,ダ,1800,8,13,, ナックスプレンダー,110,123,206,24,54,2
中7,１勝ｸﾗｽ,ダ,1800,8,14,, アンシュウマト,104,127,227,39,52,2
中8,１勝ｸﾗｽ,芝,2200,1,1,, プルーヴンウィナー,61,76,113,12,46,3
中8,１勝ｸﾗｽ,芝,2200,1,2,, リリエンフェルト,54,65,81,13,29,2
中8,１勝ｸﾗｽ,芝,2200,2,3,, コウセイケンタロス,29,34,47,12,15,1
中8,１勝ｸﾗｽ,芝,2200,2,4,, ラルガメンテ,75,85,93,22,44,2
中8,１勝ｸﾗｽ,芝,2200,3,5,, メアヴィア,88,94,174,25,47,2
中8,１勝ｸﾗｽ,芝,2200,3,6,, リュウジンマル,56,71,73,42,28,2
中8,１勝ｸﾗｽ,芝,2200,4,7,, マーゴットソラーレ,73,78,165,61,41,2
中8,１勝ｸﾗｽ,芝,2200,4,8,, ウイントリベルガ,84,94,106,9,27,2
中8,１勝ｸﾗｽ,芝,2200,5,9,, ピースヒロフェイス,108,113,192,30,49,2
中8,１勝ｸﾗｽ,芝,2200,5,10,, フォーグッド,68,77,123,22,52,2
中8,１勝ｸﾗｽ,芝,2200,6,11,, テイキットイージー,58,63,146,31,60,2
中8,１勝ｸﾗｽ,芝,2200,6,12,, イモータリス,112,119,217,34,50,2
中8,１勝ｸﾗｽ,芝,2200,7,13,, ブリックアブラック,67,73,162,9,40,1
中8,１勝ｸﾗｽ,芝,2200,7,14,, マルカベント,80,91,90,9,27,1
中8,１勝ｸﾗｽ,芝,2200,8,15,, サフランルージュ,104,110,244,32,59,2
中8,１勝ｸﾗｽ,芝,2200,8,16,, ベルウッドクレド,126,139,256,53,39,2
中9,鋸山特別･2勝,ダ,1800,1,1,, コンアフェット,79,85,178,32,41,7
中9,鋸山特別･2勝,ダ,1800,1,2,, ヴァズレーヌ,80,92,122,23,52,3
中9,鋸山特別･2勝,ダ,1800,2,3,, パースウェイド,59,65,125,60,67,4
中9,鋸山特別･2勝,ダ,1800,2,4,, エアトベーレ,86,95,159,24,52,4
中9,鋸山特別･2勝,ダ,1800,3,5,, サファイアテソーロ,61,76,169,50,50,3
中9,鋸山特別･2勝,ダ,1800,3,6,, フィールオーサム,54,66,140,59,66,2
中9,鋸山特別･2勝,ダ,1800,4,7,, コパノエビータ,43,49,88,11,19,2
中9,鋸山特別･2勝,ダ,1800,4,8,, カスバートテソーロ,41,50,44,12,22,1
中9,鋸山特別･2勝,ダ,1800,5,9,, ルージュマローネ,66,72,85,11,25,4
中9,鋸山特別･2勝,ダ,1800,5,10,, ヴァリオーサ,45,55,39,19,37,3
中9,鋸山特別･2勝,ダ,1800,6,11,, ロイスター,103,113,169,21,33,5
中9,鋸山特別･2勝,ダ,1800,6,12,, レーヴドレフォン,37,45,56,11,29,3
中9,鋸山特別･2勝,ダ,1800,7,13,, セレーノ,41,46,79,52,52,2
中9,鋸山特別･2勝,ダ,1800,7,14,, ヴンダーバール,107,126,205,61,66,7
中9,鋸山特別･2勝,ダ,1800,8,15,, ステラスプレンダー,36,46,62,9,27,3
中9,鋸山特別･2勝,ダ,1800,8,16,, ユーヴェリア,40,53,27,12,32,1
中10,ディー･2勝,芝,1600,1,1,, フミサウンド,84,94,131,30,43,7
