順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
64,新潟・芝1600外,  9- 10-  5- 58/ 82,11.0%,23.2%,29.3%,75,76,67.5,6.3着,4.4人気,21.8,684,262,0,0.0%,12.2%,6.1%,95.52,11.94,60.30
65,新潟・芝1200,  9-  6- 10- 21/ 46,19.6%,32.6%,54.3%,105,122,102.8,4.9着,3.8人気,10.3,540,225,0,0.0%,13.0%,21.7%,70.20,11.70,61.54
66,京都・芝2200外,  9-  5-  6- 33/ 53,17.0%,26.4%,37.7%,99,68,87.6,5.7着,4.5人気,18.2,583,191,0,0.0%,9.4%,11.3%,134.45,12.22,58.91
67,新潟・芝1000,  8-  9- 12- 48/ 77,10.4%,22.1%,37.7%,67,76,67.0,6.9着,4.3人気,11.7,648,203,0,0.0%,11.7%,15.6%,56.18,11.24,64.08
68,中京・ダ1900,  8-  9-  5- 31/ 53,15.1%,32.1%,41.5%,81,75,79.6,5.7着,4.5人気,14.4,540,183,0,0.0%,17.0%,9.4%,121.25,12.76,56.41
69,中山・芝2200,  8-  9-  2- 28/ 47,17.0%,36.2%,40.4%,57,62,84.6,5.6着,4.0人気,20.7,338,155,0,0.0%,19.1%,4.3%,134.19,12.20,59.02
70,京都・芝2400外,  8-  8-  4- 31/ 51,15.7%,31.4%,39.2%,44,68,80.7,5.0着,3.9人気,14.9,284,183,0,0.0%,15.7%,7.8%,146.54,12.21,58.96
71,札幌・芝2000,  8-  7-  9- 43/ 67,11.9%,22.4%,35.8%,60,82,77.3,5.6着,4.5人気,14.4,510,240,0,0.0%,10.4%,13.4%,122.71,12.27,58.68
72,中京・芝1200,  8-  5-  5- 32/ 50,16.0%,26.0%,36.0%,57,54,79.0,5.9着,3.7人気,14.0,358,152,0,0.0%,10.0%,10.0%,69.18,11.53,62.45
73,中山・ダ2400,  8-  0-  3- 18/ 29,27.6%,27.6%,37.9%,166,77,127.7,5.9着,3.1人気,9.3,604,205,0,0.0%,0.0%,10.3%,159.19,13.27,54.28
74,阪神・芝2400外,  7-  7-  5- 24/ 43,16.3%,32.6%,44.2%,54,101,95.0,4.7着,4.3人気,16.4,337,243,0,0.0%,16.3%,11.6%,147.63,12.30,58.52
75,阪神・芝1400,  7-  6-  9- 47/ 69,10.1%,18.8%,31.9%,55,55,56.5,5.6着,3.7人気,9.0,546,181,0,0.0%,8.7%,13.0%,81.81,11.69,61.60
76,福島・芝2600,  7-  5-  5- 23/ 40,17.5%,30.0%,42.5%,113,95,112.1,5.4着,4.8人気,16.5,650,225,0,0.0%,12.5%,12.5%,162.25,12.48,57.69
77,新潟・芝2000外,  7-  1-  5- 18/ 31,22.6%,25.8%,41.9%,98,84,115.2,5.5着,4.2人気,10.2,434,202,0,0.0%,3.2%,16.1%,121.19,12.12,59.41
78,札幌・芝2600,  7-  0-  2- 21/ 30,23.3%,23.3%,30.0%,302,72,142.5,6.0着,4.8人気,17.3,1296,241,0,0.0%,0.0%,6.7%,163.36,12.57,57.30
79,阪神・ダ2000,  6-  9-  3- 21/ 39,15.4%,38.5%,46.2%,55,89,79.8,4.3着,3.4人気,10.0,360,194,0,0.0%,23.1%,7.7%,127.41,12.74,56.51
80,中京・芝2200,  6-  7-  8- 29/ 50,12.0%,26.0%,42.0%,48,68,53.6,4.9着,3.5人気,9.6,403,172,0,0.0%,14.0%,16.0%,134.35,12.21,58.95
81,中山・障2880ダ,  6-  5-  4- 23/ 38,15.8%,28.9%,39.5%,86,63,72.9,4.7着,3.3人気,12.0,550,161,0,0.0%,13.2%,10.5%,197.48,13.71,52.50
82,東京・ダ1300,  5-  8- 11- 40/ 64,7.8%,20.3%,37.5%,28,83,40.4,5.5着,3.8人気,10.8,370,222,0,0.0%,12.5%,17.2%,79.63,12.25,58.77
83,阪神・障2970ダ,  5-  3-  2- 13/ 23,21.7%,34.8%,43.5%,88,59,75.7,4.7着,2.6人気,13.8,408,151,0,0.0%,13.0%,8.7%,206.10,13.88,51.88
84,中山・芝2500,  4-  7-  4- 16/ 31,12.9%,35.5%,48.4%,33,100,68.8,5.0着,4.2人気,18.1,258,207,0,0.0%,22.6%,12.9%,153.53,12.28,58.62
85,小倉・芝2600,  4-  5-  2- 20/ 31,12.9%,29.0%,35.5%,95,71,84.5,5.5着,4.1人気,10.6,742,203,0,0.0%,16.1%,6.5%,161.69,12.44,57.89
86,新潟・芝2200,  4-  3-  3- 18/ 28,14.3%,25.0%,35.7%,50,65,81.3,6.7着,3.6人気,8.8,350,183,0,0.0%,10.7%,10.7%,134.98,12.27,58.68
87,函館・芝2600,  4-  1-  4-  9/ 18,22.2%,27.8%,50.0%,145,103,112.8,4.6着,2.8人気,10.8,652,232,0,0.0%,5.6%,22.2%,161.86,12.45,57.83
88,東京・障3110芝,  4-  0-  1-  4/  9,44.4%,44.4%,55.6%,134,98,158.8,2.9着,2.9人気,7.4,302,178,0,0.0%,0.0%,11.1%,207.43,13.34,53.97
89,阪神・芝2200,  3-  7-  3- 15/ 28,10.7%,35.7%,46.4%,20,80,51.5,4.8着,3.8人気,10.2,190,172,0,0.0%,25.0%,10.7%,133.30,12.12,59.41
90,京都・障2910ダ,  3-  6-  3-  5/ 17,17.6%,52.9%,70.6%,43,101,67.5,3.1着,2.5人気,4.8,247,143,0,0.0%,35.3%,17.6%,200.81,13.80,52.17
91,小倉・障3390芝,  3-  3-  3-  6/ 15,20.0%,40.0%,60.0%,53,84,68.9,3.4着,2.8人気,6.1,267,140,0,0.0%,20.0%,20.0%,228.12,13.46,53.50
92,東京・障3000ダ,  3-  2-  3-  6/ 14,21.4%,35.7%,57.1%,70,72,75.2,3.4着,2.0人気,4.1,330,128,0,0.0%,14.3%,21.4%,206.26,13.75,52.36
93,福島・障2750芝,  2-  6-  2- 14/ 24,8.3%,33.3%,41.7%,57,65,35.4,4.2着,2.8人気,7.9,695,158,0,0.0%,25.0%,8.3%,183.92,13.38,53.83
94,京都・芝1400,  2-  3-  7- 26/ 38,5.3%,13.2%,31.6%,48,77,25.0,6.7着,3.5人気,8.7,915,246,0,0.0%,7.9%,18.4%,82.47,11.78,61.11
95,函館・芝2000,  2-  2-  3- 30/ 37,5.4%,10.8%,18.9%,32,41,31.4,7.7着,3.9人気,10.7,595,220,0,0.0%,5.4%,8.1%,122.31,12.23,58.87
96,函館・ダ2400,  2-  2-  0-  5/  9,22.2%,44.4%,44.4%,77,72,96.7,4.7着,3.2人気,7.3,350,162,0,0.0%,22.2%,0.0%,156.09,13.01,55.35
97,新潟・芝2400,  2-  1-  1-  7/ 11,18.2%,27.3%,36.4%,63,76,77.0,6.7着,3.5人気,8.8,350,210,0,0.0%,9.1%,9.1%,150.05,12.50,57.58
98,京都・障3170ダ,  2-  0-  4-  6/ 12,16.7%,16.7%,50.0%,61,65,67.1,4.8着,3.3人気,9.8,370,130,0,0.0%,0.0%,33.3%,217.49,13.72,52.47
99,京都・芝3200外,  2-  0-  1-  2/  5,40.0%,40.0%,60.0%,118,80,171.4,6.0着,3.6人気,13.0,295,133,0,0.0%,0.0%,20.0%,195.50,12.22,58.93
100,新潟・障3290芝,  2-  0-  1-  0/  3,66.7%,66.7%,100.0%,393,140,312.3,1.7着,3.0人気,6.2,590,140,0,0.0%,0.0%,33.3%,218.30,13.27,54.26
101,阪神・障3110ダ,  2-  0-  0-  3/  5,40.0%,40.0%,40.0%,190,66,164.1,6.0着,3.0人気,6.0,475,165,0,0.0%,0.0%,0.0%,212.08,13.64,52.79
102,中山・障3570芝,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,163,93,192.8,2.7着,1.3人気,3.4,245,140,0,0.0%,0.0%,0.0%,241.30,13.52,53.26
103,中京・障3000芝,  1-  4-  2-  7/ 14,7.1%,35.7%,50.0%,20,66,25.2,4.8着,2.2人気,6.4,280,133,0,0.0%,28.6%,14.3%,200.64,13.38,53.83
104,京都・芝3000外,  1-  3-  2-  3/  9,11.1%,44.4%,66.7%,42,114,53.9,5.1着,2.7人気,5.9,380,172,0,0.0%,33.3%,22.2%,185.86,12.39,58.11
105,中山・障3200ダ,  1-  1-  3-  1/  6,16.7%,33.3%,83.3%,38,238,76.6,3.8着,3.5人気,10.8,230,286,0,0.0%,16.7%,50.0%,218.02,13.63,52.84
106,福島・障2770芝,  1-  1-  0- 10/ 12,8.3%,16.7%,16.7%,33,26,33.9,4.9着,2.7人気,6.1,400,160,0,0.0%,8.3%,0.0%,185.02,13.36,53.90
107,福島・障3380芝,  1-  1-  0-  5/  7,14.3%,28.6%,28.6%,41,32,53.0,6.0着,3.1人気,7.7,290,115,0,0.0%,14.3%,0.0%,228.77,13.54,53.19
108,福島・ダ2400,  1-  1-  0-  2/  4,25.0%,50.0%,50.0%,105,75,86.4,3.5着,2.5人気,4.6,420,150,0,0.0%,25.0%,0.0%,154.43,12.87,55.95
109,阪神・芝3000,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,40,55,119.0,6.0着,4.8人気,12.9,240,165,0,0.0%,16.7%,0.0%,186.28,12.42,57.98
110,阪神・芝2600外,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,38,35,78.8,4.6着,4.1人気,14.5,270,125,0,0.0%,0.0%,14.3%,159.09,12.24,58.84
111,中京・障3300芝,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,70,40,85.0,5.0着,3.0人気,5.6,350,200,0,0.0%,0.0%,0.0%,219.76,13.32,54.06
112,小倉・ダ2400,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,32,17,77.1,6.7着,4.0人気,10.1,230,120,0,0.0%,0.0%,0.0%,155.93,12.99,55.41
113,新潟・障2890芝,  0-  8-  6- 16/ 30,0.0%,26.7%,46.7%,0,74,0.0,4.6着,3.2人気,10.5,,159,0,0.0%,26.7%,20.0%,192.85,13.35,53.95
114,中山・障4100芝,  0-  2-  0-  1/  3,0.0%,66.7%,66.7%,0,90,0.0,2.7着,3.7人気,7.8,,135,0,0.0%,66.7%,0.0%,283.43,13.83,52.08
115,函館・芝1000,  0-  1-  2-  0/  3,0.0%,33.3%,100.0%,0,133,0.0,2.7着,1.7人気,3.9,,133,0,0.0%,33.3%,66.7%,57.73,11.55,62.36
116,京都・障3170芝,  0-  1-  2-  0/  3,0.0%,33.3%,100.0%,0,126,0.0,2.7着,3.0人気,4.9,,190,0,0.0%,33.3%,66.7%,217.07,13.70,52.57
117,新潟・障3250芝,  0-  1-  1-  6/  8,0.0%,12.5%,25.0%,0,45,0.0,5.9着,3.5人気,8.8,,180,0,0.0%,12.5%,12.5%,215.16,13.24,54.38
118,札幌・ダ2400,  0-  1-  1-  4/  6,0.0%,16.7%,33.3%,0,50,0.0,4.7着,2.3人気,4.8,,150,0,0.0%,16.7%,16.7%,158.13,13.18,54.64
119,京都・障3930芝,  0-  1-  1-  1/  3,0.0%,33.3%,66.7%,0,103,0.0,3.7着,2.3人気,4.9,,155,0,0.0%,33.3%,33.3%,278.70,14.18,50.76
120,阪神・障3900芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,40,0.0,4.0着,2.0人気,5.2,,120,0,0.0%,33.3%,0.0%,270.17,13.85,51.97
121,中山・ダ2500,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,32,0.0,6.0着,2.8人気,5.9,,130,0,0.0%,25.0%,0.0%,165.68,13.25,54.32
122,東京・芝3400,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,30,0.0,7.8着,6.5人気,20.2,,120,0,0.0%,25.0%,0.0%,213.08,12.53,57.44
123,中山・芝3600,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,96,0.0,7.3着,6.0人気,15.4,,290,0,0.0%,33.3%,0.0%,227.47,12.64,56.98
124,中山・障4260芝,  0-  1-  0-  1/  2,0.0%,50.0%,50.0%,0,75,0.0,4.0着,3.0人気,5.3,,150,0,0.0%,50.0%,0.0%,292.55,13.73,52.42
125,中京・芝3000,  0-  1-  0-  0/  1,0.0%,100.0%,100.0%,0,180,0.0,2.0着,2.0人気,3.9,,180,0,0.0%,100.0%,0.0%,190.50,12.70,56.69
126,新潟・ダ2500,  0-  0-  2-  2/  4,0.0%,0.0%,50.0%,0,80,0.0,6.5着,4.5人気,9.4,,160,0,0.0%,0.0%,50.0%,165.30,13.22,54.45
127,阪神・障3140芝,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,36,0.0,6.4着,3.8人気,11.7,,180,0,0.0%,0.0%,20.0%,213.70,13.61,52.90
128,中京・障3330芝,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,55,0.0,4.0着,2.5人気,6.5,,110,0,0.0%,0.0%,50.0%,221.65,13.31,54.09
129,中山・障3350芝,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,216,0.0,6.0着,5.0人気,17.5,,650,0,0.0%,0.0%,33.3%,225.17,13.44,53.56
130,東京・芝2500,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,7.7着,4.0人気,8.9,,,0,0.0%,0.0%,0.0%,151.53,12.12,59.39
131,東京・芝2300,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.5人気,18.1,,,0,0.0%,0.0%,0.0%,142.60,12.40,58.06
132,中山・障3210芝,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,40.0,,,0,0.0%,0.0%,0.0%,221.70,13.81,52.12
133,東京・障3100ダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,5.0人気,16.0,,,0,0.0%,0.0%,0.0%,216.60,13.97,51.52
134,中山・障4250芝,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,1.0人気,1.1,,,0,0.0%,0.0%,0.0%,289.30,13.61,52.89
