阪1,未勝利*,ダ,1800,1,1,, ハイネスプラウド,42,47,124,24,28,2
阪1,未勝利*,ダ,1800,2,2,推, マコトブリッツ,64,75,132,31,38,4
阪1,未勝利*,ダ,1800,3,3,, ポカポカヨウキ,49,54,126,63,55,3
阪1,未勝利*,ダ,1800,4,4,, ワンダーラヴグッド,68,77,157,24,39,4
阪1,未勝利*,ダ,1800,5,5,,*ガヤーズサムライ,65,71,157,33,58,2
阪1,未勝利*,ダ,1800,6,6,, ランズエンド,75,82,150,30,53,3
阪1,未勝利*,ダ,1800,7,7,, ゴルディアス,59,64,148,20,39,1
阪1,未勝利*,ダ,1800,8,8,, エコロラーダ,90,100,172,35,69,3
阪2,未勝利・牝*,芝,1600,1,1,, マリアンデール,61,71,146,37,71,2
阪2,未勝利・牝*,芝,1600,2,2,, ジーティーハルカゼ,97,113,166,30,61,3
阪2,未勝利・牝*,芝,1600,3,3,, ハマナスノサクコロ,55,61,126,52,63,4
阪2,未勝利・牝*,芝,1600,4,4,, ドリームリボン,54,68,119,19,38,3
阪2,未勝利・牝*,芝,1600,5,5,, リアンフィニ,48,53,125,43,72,4
阪2,未勝利・牝*,芝,1600,6,6,, ルージュムーサ,44,51,101,20,52,2
阪2,未勝利・牝*,芝,1600,7,7,, イテルム,41,51,129,59,70,3
阪2,未勝利・牝*,芝,1600,7,8,, パルフェクシオン,62,71,148,30,60,4
阪2,未勝利・牝*,芝,1600,8,9,, ラガッタレアーレ,46,51,152,61,66,2
阪2,未勝利・牝*,芝,1600,8,10,, スターリーデー,75,89,123,19,41,5
阪3,未勝利*,芝,1200,1,1,, アトランタ,35,40,101,50,48,3
阪3,未勝利*,芝,1200,2,2,, メイショウレイナ,9,20,45,10,31,1
阪3,未勝利*,芝,1200,3,3,, コジアン,68,73,142,51,64,4
阪3,未勝利*,芝,1200,4,4,, エルダークローネ,112,121,221,29,56,5
阪3,未勝利*,芝,1200,4,5,,$ケンシロウワールド,42,48,43,20,25,3
阪3,未勝利*,芝,1200,5,6,, ノヴァーリス,61,69,148,65,58,3
阪3,未勝利*,芝,1200,5,7,, カフジポポー,46,51,90,16,23,2
阪3,未勝利*,芝,1200,6,8,, キャンドル,82,92,136,43,44,2
阪3,未勝利*,芝,1200,6,9,, カツダルマ,101,106,199,36,66,2
阪3,未勝利*,芝,1200,7,10,, メイショウスパーク,16,25,70,33,28,1
阪3,未勝利*,芝,1200,7,11,, コメットサン,36,41,75,43,27,2
阪3,未勝利*,芝,1200,8,12,,$ミライノシャチョウ,115,123,191,46,39,3
阪3,未勝利*,芝,1200,8,13,, ココモフィーバー,33,39,130,58,64,2
阪4,新馬・牝,ダ,1400,1,1,,*エイントノーウェイ,43,48,154,37,36,2
阪4,新馬・牝,ダ,1400,2,2,, ワインオクロック,44,55,109,27,21,3
阪4,新馬・牝,ダ,1400,2,3,推,*スウィートライト,33,38,127,41,40,3
阪4,新馬・牝,ダ,1400,3,4,, ジェルメーヌ,36,45,107,12,14,1
阪4,新馬・牝,ダ,1400,3,5,, レジェンディーヴァ,32,37,107,12,12,3
阪4,新馬・牝,ダ,1400,4,6,, キミチャン,34,41,127,21,24,2
阪4,新馬・牝,ダ,1400,4,7,, テーオーローズ,61,66,161,22,24,3
阪4,新馬・牝,ダ,1400,5,8,, マヒナピハ,30,39,105,12,13,1
阪4,新馬・牝,ダ,1400,5,9,, ナイスウーマン,43,48,134,12,11,2
阪4,新馬・牝,ダ,1400,6,10,, リケアワルツ,30,39,105,12,14,2
阪4,新馬・牝,ダ,1400,6,11,, ジョイザモーメント,36,41,141,38,39,3
阪4,新馬・牝,ダ,1400,7,12,, サノノマリーナ,56,63,181,33,35,3
阪4,新馬・牝,ダ,1400,7,13,, パクスフェリーチェ,50,55,144,29,30,2
阪4,新馬・牝,ダ,1400,8,14,, アプリコットスカイ,38,49,127,24,21,2
阪4,新馬・牝,ダ,1400,8,15,, ワンスフォーユー,43,48,144,30,29,4
阪5,新馬,芝,1800,1,1,, ルジェドリール,26,31,127,20,22,1
