順位,コース,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
48,小倉・ダ1000, 13-  9- 10- 56/ 88,14.8%,25.0%,36.4%,73,72,75.5,6.0着,3.6人気,10.0,497,199,0,0.0%,10.2%,11.4%,59.33,11.87,60.68
49,新潟・芝1400, 13-  5-  9- 52/ 79,16.5%,22.8%,34.2%,93,74,104.8,5.5着,3.8人気,10.5,570,219,0,0.0%,6.3%,11.4%,82.57,11.80,61.04
50,中山・芝1800, 12- 15- 15- 63/105,11.4%,25.7%,40.0%,66,83,65.0,5.3着,4.1人気,13.0,579,208,0,0.0%,14.3%,14.3%,109.18,12.13,59.35
51,京都・芝1400外, 12- 15-  6- 47/ 80,15.0%,33.8%,41.3%,90,82,85.3,4.9着,3.9人気,10.1,606,207,0,0.0%,18.8%,7.5%,81.53,11.65,61.82
52,東京・芝2000, 12- 13- 22- 81/128,9.4%,19.5%,36.7%,56,69,67.3,5.0着,4.3人気,19.2,607,201,0,0.0%,10.2%,17.2%,120.94,12.09,59.53
53,新潟・芝1800外, 11- 18-  7- 67/103,10.7%,28.2%,35.0%,36,67,63.5,5.5着,3.9人気,14.0,345,199,0,0.0%,17.5%,6.8%,108.62,12.07,59.66
54,中京・芝1400, 11- 14-  9- 63/ 97,11.3%,25.8%,35.1%,53,69,70.5,5.7着,4.1人気,10.3,474,205,0,0.0%,14.4%,9.3%,81.88,11.70,61.56
55,札幌・芝1800, 11- 11- 10- 40/ 72,15.3%,30.6%,44.4%,81,85,93.7,4.1着,4.1人気,16.0,534,200,0,0.0%,15.3%,13.9%,110.48,12.28,58.66
56,中京・ダ1900, 11- 10-  7- 27/ 55,20.0%,38.2%,50.9%,153,117,120.0,4.1着,4.2人気,14.7,765,231,0,0.0%,18.2%,12.7%,121.03,12.74,56.52
57,札幌・芝1200, 11-  8- 11- 42/ 72,15.3%,26.4%,41.7%,76,85,84.7,5.6着,3.7人気,8.6,498,206,0,0.0%,11.1%,15.3%,69.94,11.66,61.77
58,阪神・芝1400, 11-  8-  7- 49/ 75,14.7%,25.3%,34.7%,74,69,91.2,5.7着,4.0人気,12.4,509,208,0,0.0%,10.7%,9.3%,81.60,11.66,61.77
59,中京・ダ1200, 10- 14- 15- 59/ 98,10.2%,24.5%,39.8%,36,92,60.1,5.6着,3.8人気,11.1,356,233,0,0.0%,14.3%,15.3%,73.04,12.17,59.15
60,東京・ダ1300, 10- 10-  6- 42/ 68,14.7%,29.4%,38.2%,110,78,88.4,5.6着,4.1人気,11.2,751,205,0,0.0%,14.7%,8.8%,79.68,12.26,58.73
61,札幌・ダ1000, 10-  4-  5- 33/ 52,19.2%,26.9%,36.5%,73,52,92.4,4.7着,3.3人気,8.1,382,151,0,0.0%,7.7%,9.6%,59.80,11.96,60.20
62,中山・芝2200, 10-  4-  4- 34/ 52,19.2%,26.9%,34.6%,82,62,97.6,5.8着,4.0人気,13.0,430,181,0,0.0%,7.7%,7.7%,134.29,12.21,58.98
63,新潟・芝1000,  9-  8-  9- 49/ 75,12.0%,22.7%,34.7%,80,71,79.4,6.7着,4.7人気,13.5,669,205,0,0.0%,10.7%,12.0%,56.11,11.22,64.16
64,中京・芝2200,  8- 11-  6- 25/ 50,16.0%,38.0%,50.0%,67,101,87.2,4.4着,4.0人気,13.8,424,221,0,0.0%,22.0%,12.0%,134.17,12.20,59.03
65,札幌・芝2000,  8-  9-  9- 41/ 67,11.9%,25.4%,38.8%,53,76,69.7,5.3着,3.7人気,9.3,448,196,0,0.0%,13.4%,13.4%,122.69,12.27,58.68
66,京都・芝2200外,  8-  7-  2- 32/ 49,16.3%,30.6%,34.7%,60,56,79.4,5.2着,3.6人気,8.8,369,164,0,0.0%,14.3%,4.1%,134.24,12.20,59.00
67,札幌・芝1500,  8-  5- 14- 43/ 70,11.4%,18.6%,38.6%,36,69,60.7,5.3着,3.8人気,10.0,322,180,0,0.0%,7.1%,20.0%,90.26,12.04,59.82
68,京都・芝1400,  8-  5-  7- 26/ 46,17.4%,28.3%,43.5%,111,98,109.4,5.8着,4.5人気,12.3,641,226,0,0.0%,10.9%,15.2%,82.52,11.79,61.08
69,中山・芝2500,  8-  4-  5- 18/ 35,22.9%,34.3%,48.6%,116,78,112.6,4.9着,3.5人気,9.9,509,162,0,0.0%,11.4%,14.3%,153.47,12.28,58.64
70,福島・芝2600,  7-  7-  8- 16/ 38,18.4%,36.8%,57.9%,147,126,103.9,4.9着,3.6人気,7.9,801,229,0,0.0%,18.4%,21.1%,162.00,12.46,57.78
71,阪神・芝1200,  6-  7-  7- 37/ 57,10.5%,22.8%,35.1%,46,67,57.3,5.4着,3.9人気,10.8,445,193,0,0.0%,12.3%,12.3%,69.25,11.54,62.39
72,函館・ダ1000,  6-  6-  8- 40/ 60,10.0%,20.0%,33.3%,75,60,62.4,5.1着,4.5人気,13.2,755,192,0,0.0%,10.0%,13.3%,59.78,11.96,60.22
73,新潟・芝2000外,  6-  5-  6- 22/ 39,15.4%,28.2%,43.6%,92,88,96.2,5.2着,4.1人気,10.4,598,217,0,0.0%,12.8%,15.4%,120.86,12.09,59.57
74,阪神・芝2400外,  6-  2-  6- 29/ 43,14.0%,18.6%,32.6%,82,53,74.2,5.0着,3.7人気,11.1,588,163,0,0.0%,4.7%,14.0%,147.31,12.28,58.65
75,函館・芝1800,  5-  8-  9- 43/ 65,7.7%,20.0%,33.8%,13,63,43.1,5.7着,4.0人気,11.4,172,197,0,0.0%,12.3%,13.8%,108.99,12.11,59.45
76,新潟・芝1200,  5-  6-  2- 34/ 47,10.6%,23.4%,27.7%,37,54,63.3,6.7着,3.7人気,9.9,356,198,0,0.0%,12.8%,4.3%,70.34,11.72,61.42
77,小倉・芝2600,  5-  5-  3- 19/ 32,15.6%,31.3%,40.6%,94,82,82.3,5.7着,3.8人気,8.2,604,204,0,0.0%,15.6%,9.4%,161.83,12.45,57.84
78,新潟・芝2200,  5-  3-  3- 17/ 28,17.9%,28.6%,39.3%,146,85,111.7,5.5着,4.4人気,11.5,822,218,0,0.0%,10.7%,10.7%,134.72,12.25,58.79
79,中京・芝1200,  4- 10-  4- 36/ 54,7.4%,25.9%,33.3%,31,66,46.5,5.9着,4.1人気,11.7,428,211,0,0.0%,18.5%,7.4%,69.36,11.56,62.29
80,京都・芝2400外,  4-  9-  7- 31/ 51,7.8%,25.5%,39.2%,17,59,42.6,4.5着,3.5人気,9.1,220,160,0,0.0%,17.6%,13.7%,146.35,12.20,59.04
81,函館・芝2000,  4-  6-  4- 24/ 38,10.5%,26.3%,36.8%,88,80,74.3,5.6着,4.1人気,10.8,845,219,0,0.0%,15.8%,10.5%,121.53,12.15,59.25
82,札幌・芝2600,  4-  5-  5- 13/ 27,14.8%,33.3%,51.9%,107,105,87.0,5.7着,3.6人気,8.7,725,203,0,0.0%,18.5%,18.5%,163.11,12.55,57.38
83,阪神・ダ2000,  4-  4-  4- 27/ 39,10.3%,20.5%,30.8%,91,60,56.0,5.1着,3.7人気,9.6,888,196,0,0.0%,10.3%,10.3%,127.45,12.75,56.49
84,小倉・障2860芝,  4-  2-  5- 58/ 69,5.8%,8.7%,15.9%,110,37,60.9,6.8着,5.7人気,29.2,1902,259,0,0.0%,2.9%,7.2%,195.91,13.70,52.56
85,新潟・芝2400,  4-  0-  0-  8/ 12,33.3%,33.3%,33.3%,200,76,257.1,5.7着,4.1人気,11.0,600,230,0,0.0%,0.0%,0.0%,148.53,12.38,58.17
86,中山・ダ2400,  3-  6-  4- 14/ 27,11.1%,33.3%,48.1%,57,111,62.6,4.9着,3.5人気,8.1,513,232,0,0.0%,22.2%,14.8%,156.96,13.08,55.05
87,福島・障2750芝,  3-  1-  4- 19/ 27,11.1%,14.8%,29.6%,44,55,120.4,6.4着,6.3人気,39.7,400,213,0,0.0%,3.7%,14.8%,185.15,13.47,53.47
88,函館・ダ2400,  3-  0-  2-  4/  9,33.3%,33.3%,55.6%,126,117,174.5,4.1着,3.2人気,7.4,380,212,0,0.0%,0.0%,22.2%,156.07,13.01,55.36
89,函館・芝2600,  3-  0-  0- 17/ 20,15.0%,15.0%,15.0%,55,22,68.9,5.5着,3.7人気,8.5,367,150,0,0.0%,0.0%,0.0%,161.94,12.46,57.80
90,新潟・障2890芝,  2-  2-  3- 24/ 31,6.5%,12.9%,22.6%,20,65,50.8,6.9着,5.0人気,18.7,325,290,0,0.0%,6.5%,9.7%,194.40,13.45,53.52
91,中山・障2880ダ,  2-  1-  4- 31/ 38,5.3%,7.9%,18.4%,27,46,55.6,7.2着,6.3人気,42.9,530,251,0,0.0%,2.6%,10.5%,201.21,13.97,51.53
92,中京・障3000芝,  2-  1-  4-  9/ 16,12.5%,18.8%,43.8%,76,292,156.0,5.1着,6.1人気,29.6,615,669,0,0.0%,6.3%,25.0%,202.37,13.49,53.37
93,京都・芝3000外,  2-  1-  1-  5/  9,22.2%,33.3%,44.4%,142,82,135.7,5.3着,3.8人気,7.7,640,185,0,0.0%,11.1%,11.1%,186.10,12.41,58.03
94,小倉・障3390芝,  2-  0-  4-  9/ 15,13.3%,13.3%,40.0%,120,99,151.0,4.4着,5.2人気,21.4,905,248,0,0.0%,0.0%,26.7%,228.27,13.47,53.46
95,阪神・芝2200,  1-  4-  5- 15/ 25,4.0%,20.0%,40.0%,5,66,22.1,6.2着,4.2人気,11.6,130,166,0,0.0%,16.0%,20.0%,133.50,12.14,59.32
96,新潟・障2850芝,  1-  2-  2- 29/ 34,2.9%,8.8%,14.7%,24,57,32.7,6.7着,6.1人気,37.0,840,390,0,0.0%,5.9%,5.9%,190.41,13.36,53.88
97,京都・障3170ダ,  1-  2-  1-  8/ 12,8.3%,25.0%,33.3%,17,65,82.8,5.8着,5.5人気,20.0,210,198,0,0.0%,16.7%,8.3%,217.95,13.75,52.36
98,京都・障3170芝,  1-  1-  0-  3/  5,20.0%,40.0%,40.0%,356,104,220.0,4.0着,4.4人気,15.1,1780,260,0,0.0%,20.0%,0.0%,217.56,13.73,52.45
99,阪神・芝2600外,  1-  1-  0-  6/  8,12.5%,25.0%,25.0%,30,38,70.6,5.9着,3.8人気,8.2,240,155,0,0.0%,12.5%,0.0%,159.55,12.27,58.66
100,小倉・ダ2400,  1-  1-  0-  4/  6,16.7%,33.3%,33.3%,38,58,124.7,5.0着,6.2人気,20.4,230,175,0,0.0%,16.7%,0.0%,155.50,12.96,55.56
101,中山・芝3600,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,120,130,170.1,3.3着,2.7人気,5.6,360,195,0,0.0%,33.3%,0.0%,226.70,12.59,57.17
102,京都・障3930芝,  1-  1-  0-  1/  3,33.3%,66.7%,66.7%,66,193,120.3,4.0着,3.0人気,5.5,200,290,0,0.0%,33.3%,0.0%,275.27,14.01,51.40
103,福島・障2770芝,  1-  0-  2- 10/ 13,7.7%,7.7%,23.1%,51,49,103.5,7.5着,7.5人気,48.6,670,213,0,0.0%,0.0%,15.4%,186.61,13.47,53.44
104,東京・障3110芝,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,36,16,118.3,5.9着,5.3人気,16.5,330,150,0,0.0%,0.0%,0.0%,208.39,13.40,53.73
105,中山・障3350芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,263,86,380.8,4.7着,5.3人気,12.6,790,260,0,0.0%,0.0%,0.0%,224.23,13.39,53.78
106,中山・ダ2500,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,80,46,116.8,4.7着,2.3人気,4.9,240,140,0,0.0%,0.0%,0.0%,164.50,13.16,54.71
107,中山・障4260芝,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,310,90,444.5,3.0着,4.5人気,11.0,620,180,0,0.0%,0.0%,0.0%,291.75,13.70,52.57
108,中山・障3210芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,53,36,122.7,6.0着,4.0人気,11.9,160,110,0,0.0%,0.0%,0.0%,220.17,13.72,52.49
109,阪神・障3900芝,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,463,83,686.2,5.3着,5.3人気,42.9,1390,250,0,0.0%,0.0%,0.0%,270.57,13.88,51.89
110,中山・障4250芝,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1220,720,1220.0,1.0着,2.0人気,12.2,1220,720,0,0.0%,0.0%,0.0%,287.20,13.52,53.27
111,福島・障3380芝,  0-  3-  0-  4/  7,0.0%,42.9%,42.9%,0,124,0.0,5.0着,6.1人気,16.5,,290,0,0.0%,42.9%,0.0%,227.33,13.45,53.53
112,阪神・障2970ダ,  0-  2-  2- 16/ 20,0.0%,10.0%,20.0%,0,120,0.0,6.7着,6.6人気,49.0,,602,0,0.0%,10.0%,10.0%,208.56,14.04,51.27
113,札幌・ダ2400,  0-  2-  2-  2/  6,0.0%,33.3%,66.7%,0,121,0.0,3.8着,2.5人気,5.1,,182,0,0.0%,33.3%,33.3%,157.67,13.14,54.80
114,新潟・障3250芝,  0-  1-  2-  5/  8,0.0%,12.5%,37.5%,0,95,0.0,5.0着,4.0人気,12.4,,253,0,0.0%,12.5%,25.0%,214.58,13.20,54.53
115,阪神・障3110ダ,  0-  1-  2-  2/  5,0.0%,20.0%,60.0%,0,168,0.0,3.6着,3.4人気,8.4,,280,0,0.0%,20.0%,40.0%,211.50,13.60,52.94
116,東京・芝2500,  0-  1-  2-  6/  9,0.0%,11.1%,33.3%,0,41,0.0,5.3着,3.8人気,8.6,,185,0,0.0%,11.1%,22.2%,151.60,12.13,59.37
117,阪神・芝3000,  0-  1-  2-  3/  6,0.0%,16.7%,50.0%,0,110,0.0,5.2着,4.2人気,8.9,,220,0,0.0%,16.7%,33.3%,186.02,12.40,58.06
118,東京・芝2300,  0-  1-  1-  0/  2,0.0%,50.0%,100.0%,0,245,0.0,2.5着,4.5人気,9.3,,245,0,0.0%,50.0%,50.0%,140.65,12.23,58.87
119,東京・芝3400,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,40,0.0,4.7着,3.0人気,6.9,,120,0,0.0%,33.3%,0.0%,212.10,12.48,57.71
120,中山・障3570芝,  0-  1-  0-  2/  3,0.0%,33.3%,33.3%,0,60,0.0,6.3着,6.0人気,17.0,,180,0,0.0%,33.3%,0.0%,241.50,13.53,53.22
121,函館・芝1000,  0-  1-  0-  3/  4,0.0%,25.0%,25.0%,0,40,0.0,6.5着,5.5人気,14.9,,160,0,0.0%,25.0%,0.0%,58.55,11.71,61.49
122,中山・障3200ダ,  0-  0-  1-  5/  6,0.0%,0.0%,16.7%,0,36,0.0,5.0着,3.7人気,9.4,,220,0,0.0%,0.0%,16.7%,218.67,13.67,52.68
123,京都・障2910ダ,  0-  0-  1- 16/ 17,0.0%,0.0%,5.9%,0,11,0.0,8.6着,6.6人気,56.8,,190,0,0.0%,0.0%,5.9%,205.05,14.09,51.09
124,中山・障4100芝,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,28,0.0,5.8着,4.8人気,15.2,,140,0,0.0%,0.0%,20.0%,285.50,13.93,51.70
125,新潟・障3290芝,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,60,0.0,4.3着,5.3人気,20.4,,180,0,0.0%,0.0%,33.3%,219.47,13.34,53.97
126,中京・障3300芝,  0-  0-  1-  4/  5,0.0%,0.0%,20.0%,0,42,0.0,4.8着,3.6人気,8.7,,210,0,0.0%,0.0%,20.0%,218.93,13.27,54.27
127,新潟・ダ2500,  0-  0-  1-  2/  3,0.0%,0.0%,33.3%,0,60,0.0,5.7着,6.7人気,18.9,,180,0,0.0%,0.0%,33.3%,164.40,13.15,54.74
128,東京・障3000ダ,  0-  0-  0- 15/ 15,0.0%,0.0%,0.0%,0,0,0.0,8.5着,6.9人気,56.7,,,0,0.0%,0.0%,0.0%,209.49,13.97,51.55
129,阪神・障3140芝,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,5.8着,5.4人気,21.1,,,0,0.0%,0.0%,0.0%,213.06,13.57,53.06
130,中京・障3330芝,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,4.5人気,10.4,,,0,0.0%,0.0%,0.0%,220.60,13.25,54.34
131,京都・芝3200外,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.3人気,5.9,,,0,0.0%,0.0%,0.0%,194.73,12.17,59.16
132,東京・障3100ダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,6.0人気,21.0,,,0,0.0%,0.0%,0.0%,212.50,13.71,52.52
133,福島・ダ2400,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.6着,6.6人気,19.7,,,0,0.0%,0.0%,0.0%,156.80,13.07,55.10
134,中京・芝3000,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,3.0人気,6.4,,,0,0.0%,0.0%,0.0%,193.40,12.89,55.84
